0.3853208301752743		SimpleArgument(April 10 , 1971 ),List([101, 118)))	Relation(was the head of,List([119, 134)))	SimpleArgument(several regional party committees,List([135, 168)))	Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971) was a Soviet Lieutenant General and the head of several regional party committees in the Ukrainian SSR.
0.9397554176335701		SimpleArgument(Mikhail Mikhailovich Stakhurskii,List([0, 32)))	Relation(was,List([119, 122)))	SimpleArgument(the head of several regional party committees,List([123, 168)))	Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971) was a Soviet Lieutenant General and the head of several regional party committees in the Ukrainian SSR.
0.38089450366724514		SimpleArgument(General,List([143, 150)))	Relation([is] Lieutenant [from],List([132, 142)))	SimpleArgument(Soviet Union,List([125, 131)))	Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971) was a Soviet Lieutenant General and the head of several regional party committees in the Ukrainian SSR.
0.949419443712137		SimpleArgument(Mikhail Mikhailovich Stakhurskii,List([0, 32)))	Relation(was,List([119, 122)))	SimpleArgument(a Soviet Lieutenant General,List([123, 150)))	Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971) was a Soviet Lieutenant General and the head of several regional party committees in the Ukrainian SSR.
0.22506131975927415		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([38, 40)))	Relation(joined the Communist Party in,List([41, 47), [48, 67), [68, 70)))	TemporalArgument(1921,List([71, 75)))	Born in the Kiev Governorate in 1903, he joined the Communist Party in 1921.
0.4978219019954182		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([38, 40)))	Relation(joined,List([41, 47)))	SimpleArgument(the Communist Party,List([48, 67)))	Born in the Kiev Governorate in 1903, he joined the Communist Party in 1921.
0.15939332484157967		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(served from,List([3, 9), [16, 20)))	TemporalArgument(1925 to 1927,List([21, 33)))	He served in the Red Army from 1919 to 1923, and again from 1925 to 1927.
0.22506131975927415		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(served,List([3, 9)))	TemporalArgument(again,List([10, 15)))	He served in the Red Army from 1919 to 1923, and again from 1925 to 1927.
0.4978219019954182		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([0, 2)))	Relation(served in,List([3, 9), [10, 12)))	SimpleArgument(the Red Army,List([13, 25)))	He served in the Red Army from 1919 to 1923, and again from 1925 to 1927.
0.6587396586193182		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as a member of different military councils in the Red Army , including the Second Ukrainian Front During,List([0, 6), [23, 121), [122, 127)))	TemporalArgument(World War II,List([7, 19)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as,List([23, 29), [30, 32)))	SimpleArgument(a member of different military councils in the Red Army , including the Second Ukrainian Front,List([33, 127)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.5926659981335703		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as a member of different military councils in the Red Army , including the Belorussian Front During,List([0, 6), [23, 116), [117, 122)))	TemporalArgument(World War II,List([7, 19)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as,List([23, 29), [30, 32)))	SimpleArgument(a member of different military councils in the Red Army , including the Belorussian Front,List([33, 122)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.5926659981335703		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as a member of different military councils in the Red Army , including the Central Front During,List([0, 6), [23, 112), [113, 118)))	TemporalArgument(World War II,List([7, 19)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as,List([23, 29), [30, 32)))	SimpleArgument(a member of different military councils in the Red Army , including the Central Front,List([33, 118)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.5926659981335703		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as a member of different military councils in the Red Army , including the 24th Army During,List([0, 6), [23, 109), [110, 114)))	TemporalArgument(World War II,List([7, 19)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as,List([23, 29), [30, 32)))	SimpleArgument(a member of different military councils in the Red Army , including the 24th Army,List([33, 114)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.5926659981335703		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as a member of different military councils in the Red Army , including the 21 st Army During,List([0, 6), [23, 110), [111, 115)))	TemporalArgument(World War II,List([7, 19)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([20, 22)))	Relation(served as,List([23, 29), [30, 32)))	SimpleArgument(a member of different military councils in the Red Army , including the 21 st Army,List([33, 115)))	During World War II he served as a member of different military councils in the Red Army, including the 21st Army, the 24th Army, the Central Front, the Belorussian Front, and the Second Ukrainian Front.
0.29886655727758943		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including from,List([16, 20), [39, 104), [105, 114)))	TemporalArgument(1945 to 1961,List([21, 33)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.547338059826203		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including After,List([0, 5), [39, 104), [105, 114)))	TemporalArgument(the war,List([6, 13)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6138676038426771		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as,List([39, 45), [46, 48)))	SimpleArgument(the First Secretary of four regional party committees , including,List([49, 114)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.36123317708488234		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Zhytomyr Oblast from 1957-1961 ) and one in Russia from,List([16, 20), [39, 209), [210, 216)))	TemporalArgument(1945 to 1961,List([21, 33)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
0.6160004474461185		SimpleArgument(Mikhail Stakhurskii Mikhail Mikhailovich Stakhurskii (Russian: Михаил Михайлович Стахурский; January 11 (24) 1903 - April 10, 1971),List([36, 38)))	Relation(served as the First Secretary of four regional party committees , including three in Ukraine ( Vinnytsia Oblast from 1945-1951 Zhytomyr Oblast from 1957-1961 ) and one in Russia After,List([0, 5), [39, 209), [210, 216)))	TemporalArgument(the war,List([6, 13)))	After the war, from 1945 to 1961, he served as the First Secretary of four regional party committees, including three in Ukraine (Vinnytsia Oblast from 1945–1951, Poltava Oblast from 1951–1955, and Zhytomyr Oblast from 1957–1961) and one in Russia (Khabarovsk Krai from 1955–1957).
