0.9314904193639496		SimpleArgument(a leading engineering company,List([43, 72)))	Relation(based in,List([73, 78), [79, 81)))	SpatialArgument(India,List([82, 87)))	Tube Investments of India Ltd.   (TII ) is a leading engineering company based in India.
0.957934389168857		SimpleArgument(Tube Investments of India Ltd.,List([0, 30)))	Relation(is,List([40, 42)))	SimpleArgument(a leading engineering company based in India,List([43, 87)))	Tube Investments of India Ltd.   (TII ) is a leading engineering company based in India.
0.5222094630377523		SimpleArgument(tube investments of india limited Tube Investments of India Ltd.   (TII ),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a wholly owned subsidiary of  Rs,List([6, 38)))	It is a wholly owned subsidiary of  Rs. 22314 Crores  (USD 4.4 billion) Murugappa Group.
0.9382554258342916		SimpleArgument(Murugappa Group,List([0, 9)))	Relation(has Headquartered in,List([10, 27), [28, 30)))	SpatialArgument(Chennai,List([31, 38)))	The Group has 28 businesses and  Headquartered in Chennai.
0.515999972820282		SimpleArgument(Murugappa Group,List([0, 0)))	Relation(has [number of] businesses,List([0, 0)))	SimpleArgument(28,List(null))	The Group has 28 businesses and  Headquartered in Chennai.
0.9436740204769645		SimpleArgument(Murugappa Group,List([0, 9)))	Relation(has,List([10, 13)))	SimpleArgument(28 businesses,List([14, 27)))	The Group has 28 businesses and  Headquartered in Chennai.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Wendt ( India ) Ltd.,List([41, 61)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Tube Investments of India Ltd. ( India ) Ltd.,List([41, 86)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Parry Agro Industries Ltd. ( India ) Ltd.,List([41, 82)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9728765384594719		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(E.I.D. Parry ( India ) Ltd. ( India ) Ltd.,List([41, 83)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
0.9572029669433457		SimpleArgument(The major Companies of the Group,List([0, 32)))	Relation(include,List([33, 40)))	SimpleArgument(Coromandel Engineering Company Ltd. ( India ) Ltd.,List([41, 91)))	The major Companies of the Group include  Carborundum Universal Ltd., Cholamandalam Investment and Finance Company Ltd., Cholamandalam MS General Insurance Company Ltd., Coromandel International Ltd., Coromandel Engineering Company Ltd., E.I.D. Parry (India) Ltd., Parry Agro Industries Ltd., Tube Investments of India Ltd., and Wendt (India) Ltd.
