0.9445721975409912		SimpleArgument(Michael Lantz,List([0, 13)))	Relation(born,List([16, 20)))	TemporalArgument(April 6 , 1908 - April 1988,List([21, 48)))	Michael Lantz (born April 6, 1908-April 1988) American sculptor and medalist.
0.876543225140763		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(attended,List([6, 14)))	SimpleArgument(the Beaux - Arts Institute of Design,List([15, 51)))	"Lantz attended the National Academy of Design and the Beaux-Arts Institute of Design, and also worked as a ""handy boy"" in the sculptor Lee Lawrie's New York studio for ten years."
0.876543225140763		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(attended,List([6, 14)))	SimpleArgument(the National Academy of Design,List([15, 45)))	"Lantz attended the National Academy of Design and the Beaux-Arts Institute of Design, and also worked as a ""handy boy"" in the sculptor Lee Lawrie's New York studio for ten years."
0.7650610523747133		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	"Relation(worked as a "" handy boy for,List([11, 17), [18, 34), [83, 86)))"	TemporalArgument(ten years,List([87, 96)))	"Lantz attended the National Academy of Design and the Beaux-Arts Institute of Design, and also worked as a ""handy boy"" in the sculptor Lee Lawrie's New York studio for ten years."
0.8329899967105379		SimpleArgument(Michael Lantz Michael Lantz (born April 6,List([0, 5)))	Relation(worked as,List([11, 17), [18, 20)))	"SimpleArgument(a "" handy boy,List([21, 34)))"	"Lantz attended the National Academy of Design and the Beaux-Arts Institute of Design, and also worked as a ""handy boy"" in the sculptor Lee Lawrie's New York studio for ten years."
0.9909999966621399		SimpleArgument(247 artists,List([0, 0)))	Relation(entered,List([0, 0)))	SimpleArgument(the anonymous competition organized by the Department of the Treasury,List(null))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
0.5381082893716442	Context(D.C. 247 artists entered,List([185, 209)))	SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([85, 87)))	Relation(won a competition to create two statues for the Federal Trade Commission Building in Washington while,List([9, 14), [88, 172), [173, 183)))	TemporalArgument(working as an instructor for the Works Progress Administration,List([15, 77)))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
0.3116784682344343	Context(D.C. 247 artists entered,List([185, 209)))	SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([85, 87)))	Relation(won a competition to create two statues for the Federal Trade Commission Building in Washington In,List([0, 2), [88, 172), [173, 183)))	TemporalArgument(1938,List([3, 7)))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
0.6280863741994668	Context(D.C. 247 artists entered,List([185, 209)))	SimpleArgument(working as an instructor for the Works Progress Administration (WPA),List([85, 87)))	Relation(won,List([88, 91)))	SimpleArgument(a competition to create two statues for the Federal Trade Commission Building in Washington,List([92, 183)))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
0.9555402251663024		SimpleArgument(D.C. 247 artists,List([185, 201)))	Relation(entered,List([202, 209)))	SimpleArgument(the anonymous competition organized by the Department of the Treasury,List([210, 279)))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
0.9250606141558615		SimpleArgument(the anonymous competition,List([210, 235)))	Relation(organized by,List([236, 245), [246, 248)))	SimpleArgument(the Department of the Treasury,List([249, 279)))	In 1938, while working as an instructor for the Works Progress Administration (WPA), he won a competition to create two statues for the Federal Trade Commission Building in Washington, D.C. 247 artists entered the anonymous competition organized by the Department of the Treasury.
