0.9180804252893389		SimpleArgument(a footballer,List([42, 54)))	Relation(born in,List([55, 59), [60, 62)))	SpatialArgument(Rochdale,List([63, 71)))	Mark Robinson (born November 21, 1968) is a footballer born in Rochdale, Lancashire.
0.9616605215587688		SimpleArgument(Mark Robinson (born November 21,List([0, 31)))	Relation(is,List([39, 41)))	SimpleArgument(a footballer born in Rochdale, Lancashire,List([42, 83)))	Mark Robinson (born November 21, 1968) is a footballer born in Rochdale, Lancashire.
0.9445721975409912		SimpleArgument(Mark Robinson,List([0, 13)))	Relation(born,List([15, 19)))	TemporalArgument(November 21,List([20, 31)))	Mark Robinson (born November 21, 1968) is a footballer born in Rochdale, Lancashire.
0.4907332801074571		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 2)))	Relation(is full back,List([3, 5), [22, 31)))	SimpleArgument(Chippenham Town,List([6, 21)))	He is a former West Bromwich Albion, Barnsley, Newcastle United, Swindon Town and Chippenham Town full back.
0.4907332801074571		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 2)))	Relation(is full back,List([3, 5), [19, 28)))	SimpleArgument(Swindon Town,List([6, 18)))	He is a former West Bromwich Albion, Barnsley, Newcastle United, Swindon Town and Chippenham Town full back.
0.4907332801074571		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 2)))	Relation(is full back,List([3, 5), [23, 32)))	SimpleArgument(Newcastle United,List([6, 22)))	He is a former West Bromwich Albion, Barnsley, Newcastle United, Swindon Town and Chippenham Town full back.
0.4907332801074571		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 2)))	Relation(is full back,List([3, 5), [15, 24)))	SimpleArgument(Barnsley,List([6, 14)))	He is a former West Bromwich Albion, Barnsley, Newcastle United, Swindon Town and Chippenham Town full back.
0.4907332801074571		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 2)))	Relation(is full back,List([3, 5), [36, 45)))	SimpleArgument(a former West Bromwich Albion,List([6, 35)))	He is a former West Bromwich Albion, Barnsley, Newcastle United, Swindon Town and Chippenham Town full back.
0.8881925134852762	Context(Kevin Keegan paid,List([201, 218)))	SimpleArgument(Kevin Keegan,List([201, 213)))	Relation(paid £450,000 to take the defender in,List([214, 218), [219, 230), [231, 239), [240, 248)))	TemporalArgument(March 1993,List([272, 282)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.9100029960835063	Context(Kevin Keegan paid,List([201, 218)))	SimpleArgument(Kevin Keegan,List([201, 213)))	Relation(paid £450,000 to take,List([214, 218), [219, 230)))	SimpleArgument(the defender,List([236, 248)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.9100029960835063		SimpleArgument(Kevin Keegan,List([201, 213)))	Relation(paid,List([214, 218)))	SimpleArgument(£450,000,List([219, 227)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.9414666004182393		SimpleArgument(a move to Barnsley F.C.. Robinson,List([124, 157)))	Relation(played before,List([158, 164), [194, 200)))	TemporalArgument(Kevin Keegan paid £450,000,List([201, 227)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.4978219019954182		SimpleArgument(Mark Robinson (footballer, born 1968),List([87, 89)))	Relation(made only 2 league outings before,List([90, 94), [95, 116), [117, 123)))	TemporalArgument(a move to Barnsley F.C.. Robinson,List([124, 157)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.45170382506656653		SimpleArgument(Mark Robinson (footballer, born 1968),List([87, 89)))	Relation(made,List([90, 94)))	SimpleArgument(only 2 league outings,List([95, 116)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
0.9324144673478683		SimpleArgument(Mark Robinson (footballer, born 1968),List([0, 8)))	Relation(started his career with,List([9, 16), [17, 27), [28, 32)))	SimpleArgument(Midlands-based outfit West Bromwich Albion F.C.,List([33, 80)))	Robinson started his career with Midlands-based outfit West Bromwich Albion F.C. where he made only 2 league outings before a move to Barnsley F.C.. Robinson played over 150 games for the Tykes before Kevin Keegan paid £450,000 to take the defender to Newcastle United in March 1993.
