0.9445721975409912		SimpleArgument(Giordano Berti,List([0, 14)))	Relation(is,List([41, 43)))	SimpleArgument(teacher of History of Arts,List([44, 70)))	Giordano Berti (born 27 February 1959) is an Italian writer and teacher of History of Arts.
0.9340463819568752		SimpleArgument(Giordano Berti,List([0, 14)))	Relation(is,List([41, 43)))	SimpleArgument(an Italian writer,List([44, 61)))	Giordano Berti (born 27 February 1959) is an Italian writer and teacher of History of Arts.
0.9445721975409912		SimpleArgument(Giordano Berti,List([0, 14)))	Relation(born,List([17, 21)))	TemporalArgument(27 February 1959,List([22, 38)))	Giordano Berti (born 27 February 1959) is an Italian writer and teacher of History of Arts.
0.4978219019954182		SimpleArgument(Giordano Berti Giordano Berti (,List([17, 19)))	Relation(grew up in,List([20, 27), [28, 30)))	SpatialArgument(Monghidoro,List([31, 41)))	Born in Bologna, he grew up in Monghidoro, a town of the Tuscan-Emilian Apennines.
0.17853087458024205	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started his career of writer,List([39, 43), [63, 70), [71, 91)))	TemporalArgument(shortly thereafter,List([44, 62)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.37811014801594944	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started his career of writer After,List([0, 5), [39, 43), [63, 84), [85, 91)))	TemporalArgument(obtaining his College diploma,List([6, 35)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.183516546672029	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started,List([39, 43), [63, 70)))	SimpleArgument(his career of writer,List([71, 91)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.17853087458024205	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started his career of editor,List([39, 43), [63, 70), [71, 91)))	TemporalArgument(shortly thereafter,List([44, 62)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.37811014801594944	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started his career of editor After,List([0, 5), [39, 43), [63, 84), [85, 91)))	TemporalArgument(obtaining his College diploma,List([6, 35)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.183516546672029	Context(he went,List([36, 43)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went started,List([39, 43), [63, 70)))	SimpleArgument(his career of editor,List([71, 91)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.37811014801594944		SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went After,List([0, 5), [39, 43)))	TemporalArgument(obtaining his College diploma,List([6, 35)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.22876658274353207		SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went,List([39, 43)))	TemporalArgument(shortly thereafter,List([44, 62)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
0.4328394458044063	Context(he went on,List([36, 46)))	SimpleArgument(Giordano Berti Giordano Berti (,List([36, 38)))	Relation(went on to study philosophy at,List([39, 46), [47, 55), [56, 66), [67, 69)))	SpatialArgument(University of Bologna,List([70, 91)))	After obtaining his College diploma he went on to study history and philosophy at University of Bologna and shortly thereafter started his career of editor and writer.
