0.9000738595917936		SimpleArgument(Tjeerd,List([0, 6)))	Relation(studied geology at,List([7, 14), [15, 22), [34, 36)))	SpatialArgument(the Faculty of Earth Sciences,List([37, 66)))	Tjeerd studied geology in Utrecht at the Faculty of Earth Sciences.
0.9324144673478683		SimpleArgument(Tjeerd,List([0, 6)))	Relation(studied geology in,List([7, 14), [15, 22), [23, 25)))	SpatialArgument(Utrecht,List([26, 33)))	Tjeerd studied geology in Utrecht at the Faculty of Earth Sciences.
0.9197759696552441		SimpleArgument(Tjeerd,List([0, 6)))	Relation(studied,List([7, 14)))	SimpleArgument(geology,List([15, 22)))	Tjeerd studied geology in Utrecht at the Faculty of Earth Sciences.
0.6138676038426771		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for,List([3, 9), [10, 13)))	SimpleArgument(the Dutch Ministry of Directorate - General of Public Water Management,List([14, 84)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.6138676038426771		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for,List([3, 9), [10, 13)))	SimpleArgument(the Dutch Ministry of Directorate - General of Public Works,List([14, 73)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3497525988439521		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Water Management as,List([3, 9), [10, 52), [64, 66)))	SimpleArgument(project manager raw materials supply,List([67, 103)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3929209860966329		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Water Management in,List([3, 9), [10, 52), [55, 57)))	SpatialArgument(Delft,List([58, 63)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.4978219019954182		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for,List([3, 9), [10, 13)))	SimpleArgument(the Dutch Ministry of Water Management,List([14, 52)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3497525988439521		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Public Works as,List([3, 9), [10, 48), [60, 62)))	SimpleArgument(project manager raw materials supply,List([63, 99)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3929209860966329		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Public Works in,List([3, 9), [10, 48), [51, 53)))	SpatialArgument(Delft,List([54, 59)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.4978219019954182		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for,List([3, 9), [10, 13)))	SimpleArgument(the Dutch Ministry of Public Works,List([14, 48)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3497525988439521		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Transport as,List([3, 9), [10, 45), [57, 59)))	SimpleArgument(project manager raw materials supply,List([60, 96)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.3929209860966329		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for the Dutch Ministry of Transport in,List([3, 9), [10, 45), [48, 50)))	SpatialArgument(Delft,List([51, 56)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.4978219019954182		SimpleArgument(Tjeerd Koopmans Tjeerd,List([0, 2)))	Relation(worked for,List([3, 9), [10, 13)))	SimpleArgument(the Dutch Ministry of Transport,List([14, 45)))	He worked for the Dutch Ministry of Transport, Public Works and Water Management, Directorate-General of Public Works and Water Management (Rijkswaterstaat), in Delft as project manager raw materials supply from 2001 to 2004.
0.8557456177405949		SimpleArgument(Tjeerd Koopmans Tjeerd,List([28, 34)))	Relation(worked for MWH From,List([0, 4), [35, 45), [46, 49)))	TemporalArgument(2004,List([5, 9)))	From 2004 until august 2012 Tjeerd worked for MWH (formerly Syncera) in Arnhem as project manager on the sustainable use of the subsurface in its broadest sense.
0.8821520356066511		SimpleArgument(Tjeerd Koopmans Tjeerd,List([28, 34)))	Relation(worked for MWH as,List([35, 41), [42, 49), [79, 81)))	SimpleArgument(project manager,List([82, 97)))	From 2004 until august 2012 Tjeerd worked for MWH (formerly Syncera) in Arnhem as project manager on the sustainable use of the subsurface in its broadest sense.
0.9000738595917936		SimpleArgument(Tjeerd Koopmans Tjeerd,List([28, 34)))	Relation(worked for MWH in,List([35, 41), [42, 49), [69, 71)))	SpatialArgument(Arnhem,List([72, 78)))	From 2004 until august 2012 Tjeerd worked for MWH (formerly Syncera) in Arnhem as project manager on the sustainable use of the subsurface in its broadest sense.
0.9324144673478683		SimpleArgument(Tjeerd Koopmans Tjeerd,List([28, 34)))	Relation(worked for,List([35, 41), [42, 45)))	SimpleArgument(MWH,List([46, 49)))	From 2004 until august 2012 Tjeerd worked for MWH (formerly Syncera) in Arnhem as project manager on the sustainable use of the subsurface in its broadest sense.
0.7569585246614505		SimpleArgument(Projects he managed,List([0, 19)))	Relation(were related to,List([20, 32), [33, 35)))	SimpleArgument(the use of the subsurface for energy storage in acquifers , regional hydrogeological studies , sustainable raw materials supply , possibilities for spatial planning with regard to subsurface use,List([36, 230)))	Projects he managed were related to the use of the subsurface for energy storage in acquifers, local and regional geological and hydrogeological studies, sustainable raw materials supply, possibilities for salt mining and spatial planning with regard to subsurface use.
0.7569585246614505		SimpleArgument(Projects he managed,List([0, 19)))	Relation(were related to,List([20, 32), [33, 35)))	SimpleArgument(the use of the subsurface for energy storage in acquifers , regional hydrogeological studies , sustainable raw materials supply , possibilities for salt mining,List([36, 195)))	Projects he managed were related to the use of the subsurface for energy storage in acquifers, local and regional geological and hydrogeological studies, sustainable raw materials supply, possibilities for salt mining and spatial planning with regard to subsurface use.
0.7569585246614505		SimpleArgument(Projects he managed,List([0, 19)))	Relation(were related to,List([20, 32), [33, 35)))	SimpleArgument(the use of the subsurface for energy storage in acquifers , regional geological studies , sustainable raw materials supply , possibilities for spatial planning with regard to subsurface use,List([36, 225)))	Projects he managed were related to the use of the subsurface for energy storage in acquifers, local and regional geological and hydrogeological studies, sustainable raw materials supply, possibilities for salt mining and spatial planning with regard to subsurface use.
