0.8896176678897285		SimpleArgument(a record label,List([17, 31)))	Relation(set up by,List([32, 38), [47, 49)))	SimpleArgument(folklorist Peter B. Lowry,List([50, 75)))	Trix Records was a record label set up in 1972 by folklorist Peter B. Lowry.
0.7833813375237394		SimpleArgument(a record label,List([17, 31)))	Relation(set up in,List([32, 38), [39, 41)))	TemporalArgument(1972,List([42, 46)))	Trix Records was a record label set up in 1972 by folklorist Peter B. Lowry.
0.9699974998635915		SimpleArgument(Trix Records,List([0, 12)))	Relation(was,List([13, 16)))	SimpleArgument(a record label set up in 1972 by folklorist Peter B. Lowry,List([17, 75)))	Trix Records was a record label set up in 1972 by folklorist Peter B. Lowry.
0.9250606141558615		SimpleArgument(an active label,List([33, 48)))	Relation(dealing mainly with,List([49, 63), [64, 68)))	SimpleArgument(Piedmont blues artists,List([69, 91)))	It lasted just under a decade as an active label dealing mainly with Piedmont blues artists from the Southeastern states (the focus of Lowry's folkloric field research), together with the anthology Detroit After Hours, a collection of Detroit piano players.
0.44469037867649003		SimpleArgument(Trix Records Trix Records,List([0, 2)))	Relation(lasted together,List([3, 9), [170, 178)))	SimpleArgument(just under a decade,List([10, 29)))	It lasted just under a decade as an active label dealing mainly with Piedmont blues artists from the Southeastern states (the focus of Lowry's folkloric field research), together with the anthology Detroit After Hours, a collection of Detroit piano players.
0.7639424379089015	Context(Lowry continued,List([75, 90)))	SimpleArgument(folklorist Peter B. Lowry,List([75, 80)))	Relation(continued recording until,List([81, 90), [91, 100), [101, 106)))	TemporalArgument(1980,List([107, 111)))	"The label's last release was by David ""Honeyboy"" Edwards in 1978, although Lowry continued recording until 1980 with Cephas & Wiggins."
0.9169884650944797		SimpleArgument(folklorist Peter B. Lowry,List([75, 80)))	Relation(continued,List([81, 90)))	SimpleArgument(recording until 1980 with Cephas & Wiggins,List([91, 133)))	"The label's last release was by David ""Honeyboy"" Edwards in 1978, although Lowry continued recording until 1980 with Cephas & Wiggins."
0.8143831551075259		SimpleArgument(The label's last release,List([0, 24)))	"Relation(was by David "" Honeyboy "" Edwards in,List([25, 28), [29, 56), [57, 59)))"	TemporalArgument(1978,List([60, 64)))	"The label's last release was by David ""Honeyboy"" Edwards in 1978, although Lowry continued recording until 1980 with Cephas & Wiggins."
0.9374058759955192		SimpleArgument(The label's last release,List([0, 24)))	Relation(was by,List([25, 28), [29, 31)))	"SimpleArgument(David ""Honeyboy"" Edwards,List([32, 56)))"	"The label's last release was by David ""Honeyboy"" Edwards in 1978, although Lowry continued recording until 1980 with Cephas & Wiggins."
0.24138594570554295		SimpleArgument(all,List([12, 15)))	Relation(has been in abeyance Since,List([0, 19), [20, 27), [28, 36)))	TemporalArgument(then,List([6, 10)))	Since then, all has been in abeyance, recording-wise.
0.15304106614573237		SimpleArgument(all,List([12, 15)))	Relation(has been in abeyance,List([16, 24), [25, 36)))	SimpleArgument(recording-wise,List([38, 52)))	Since then, all has been in abeyance, recording-wise.
0.38079295167898913		SimpleArgument(all,List([12, 15)))	Relation(has been in,List([16, 24), [25, 27)))	SimpleArgument(abeyance,List([28, 36)))	Since then, all has been in abeyance, recording-wise.
0.9023946766454398	Context(Lowry helped immensely,List([0, 22)))	SimpleArgument(folklorist Peter B. Lowry,List([0, 5)))	Relation(helped immensely in arranging,List([6, 22), [23, 35)))	SimpleArgument(the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records,List([36, 113)))	Lowry's long-time partner, Roberta Casey, ran things in the nineties and helped immensely in arranging the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records.
0.9023946766454398		SimpleArgument(folklorist Peter B. Lowry,List([0, 5)))	Relation(helped immensely in,List([6, 22), [23, 25)))	SimpleArgument(arranging the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records,List([26, 113)))	Lowry's long-time partner, Roberta Casey, ran things in the nineties and helped immensely in arranging the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records.
0.9401624716630546		SimpleArgument(Lowry 's long - time partner,List([0, 28)))	Relation(ran things in,List([47, 50), [51, 57), [58, 60)))	SpatialArgument(the nineties,List([61, 73)))	Lowry's long-time partner, Roberta Casey, ran things in the nineties and helped immensely in arranging the sale of its eighteen issued LP master tapes to Joe Fields of Muse Records.
