0.8560934582575079		SimpleArgument(an English hard rock band,List([9, 34)))	Relation(formed in,List([35, 41), [42, 44)))	TemporalArgument(1966,List([45, 49)))	Stray is an English hard rock band formed in 1966.
0.9481947648689547		SimpleArgument(Stray (band),List([0, 5)))	Relation(is,List([6, 8)))	SimpleArgument(an English hard rock band,List([9, 34)))	Stray is an English hard rock band formed in 1966.
0.9577875027776527		SimpleArgument(drummer Steve Crutchley,List([245, 268)))	Relation(formed,List([283, 289)))	SimpleArgument(the band whilst all were attending the Christopher Wren School in London,List([290, 362)))	Vocalist Steve Gadd (born 27 April 1952, Shepherd's Bush, London), guitarist Del Bromham (born Derek Roy Bromham, 25 November 1951, Acton, London), bass player Gary Giles (born Gary Stephen Giles, 23 February 1952, North Kensington, London) and drummer Steve Crutchley (born c 1952) formed the band whilst all were attending the Christopher Wren School in London.
0.8461325993092583		SimpleArgument(drummer Steve Crutchley,List([245, 268)))	Relation(born c,List([270, 274), {275}))	TemporalArgument(1952,List([277, 281)))	Vocalist Steve Gadd (born 27 April 1952, Shepherd's Bush, London), guitarist Del Bromham (born Derek Roy Bromham, 25 November 1951, Acton, London), bass player Gary Giles (born Gary Stephen Giles, 23 February 1952, North Kensington, London) and drummer Steve Crutchley (born c 1952) formed the band whilst all were attending the Christopher Wren School in London.
0.42528677689745253		SimpleArgument(all,List([306, 309)))	Relation(were attending,List([310, 324)))	SimpleArgument(the Christopher Wren School in London,List([325, 362)))	Vocalist Steve Gadd (born 27 April 1952, Shepherd's Bush, London), guitarist Del Bromham (born Derek Roy Bromham, 25 November 1951, Acton, London), bass player Gary Giles (born Gary Stephen Giles, 23 February 1952, North Kensington, London) and drummer Steve Crutchley (born c 1952) formed the band whilst all were attending the Christopher Wren School in London.
0.949419443712137		SimpleArgument(Vocalist Steve Gadd,List([0, 19)))	Relation(born,List([21, 25)))	TemporalArgument(27 April 1952,List([26, 39)))	Vocalist Steve Gadd (born 27 April 1952, Shepherd's Bush, London), guitarist Del Bromham (born Derek Roy Bromham, 25 November 1951, Acton, London), bass player Gary Giles (born Gary Stephen Giles, 23 February 1952, North Kensington, London) and drummer Steve Crutchley (born c 1952) formed the band whilst all were attending the Christopher Wren School in London.
0.8056360478309452		SimpleArgument(Shepherd's Bush,List([47, 62)))	Relation(replaced Crutchley in,List([72, 80), [81, 90), [91, 93)))	TemporalArgument(1968,List([94, 98)))	"Richard ""Ritchie"" Cole (born 10 November 1951, Shepherd's Bush, London) replaced Crutchley in 1968."
0.9339862216393666		SimpleArgument(Shepherd's Bush,List([47, 62)))	Relation(replaced,List([72, 80)))	SimpleArgument(Crutchley,List([81, 90)))	"Richard ""Ritchie"" Cole (born 10 November 1951, Shepherd's Bush, London) replaced Crutchley in 1968."
0.957934389168857		"SimpleArgument(Richard ""Ritchie"" Cole,List([0, 22)))"	Relation(born,List([24, 28)))	TemporalArgument(10 November 1951,List([29, 45)))	"Richard ""Ritchie"" Cole (born 10 November 1951, Shepherd's Bush, London) replaced Crutchley in 1968."
0.6582659227599074		"SimpleArgument(Richard ""Ritchie"" Cole (born 10 November 1951, Shepherd's Bush, London),List([0, 4)))"	Relation(signed to Transatlantic Records in,List([5, 11), [12, 36), [37, 39)))	TemporalArgument(January 1970,List([40, 52)))	They signed to Transatlantic Records in January 1970.
0.6582659227599074		"SimpleArgument(Richard ""Ritchie"" Cole (born 10 November 1951, Shepherd's Bush, London),List([0, 4)))"	Relation(signed to,List([5, 11), [12, 14)))	SimpleArgument(Transatlantic Records,List([15, 36)))	They signed to Transatlantic Records in January 1970.
