0.4953178616921359		SimpleArgument(THOMAS KENDRICK,List([6, 21)))	Relation(is the President of,List([22, 41)))	SimpleArgument(Atlanta,List([42, 49)))	EMILY THOMAS KENDRICK is the President and Chief Executive Officer of Atlanta-based Arrow Exterminators.
0.9539000232447524		SimpleArgument(the sixth largest pest control company in the 2nd largest privately held,List([52, 124)))	Relation(ranked by,List([127, 133), [134, 136)))	SimpleArgument(revenue,List([137, 144)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.9606193513644111		SimpleArgument(Arrow,List([43, 48)))	Relation(is,List([49, 51)))	SimpleArgument(the sixth largest pest control company in the 2nd largest privately held , ranked by revenue,List([52, 144)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.913197594301744		SimpleArgument(the 2nd largest privately held,List([66, 96)))	Relation(ranked by,List([99, 105), [106, 108)))	SimpleArgument(revenue,List([109, 116)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.9606193513644111		SimpleArgument(Arrow,List([15, 20)))	Relation(is,List([21, 23)))	SimpleArgument(the sixth largest pest control company in the 2nd largest,List([24, 81)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.9585506511758459		SimpleArgument(the sixth largest pest control company in the United States,List([24, 83)))	Relation(ranked by,List([101, 107), [108, 110)))	SimpleArgument(revenue,List([111, 118)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.9670538616899376		SimpleArgument(Arrow,List([15, 20)))	Relation(is,List([21, 23)))	SimpleArgument(the sixth largest pest control company in the United States,List([24, 83)))	Family owned and operated by the Thomas Family since 1964, Arrow is the sixth largest pest control company in the United States and the 2nd largest privately held, ranked by revenue.
0.7487987465728897		SimpleArgument(revenues,List([41, 49)))	Relation(exceeding,List([50, 59)))	SimpleArgument($ 170 Million,List([60, 73)))	Arrow boasts a modern fleet of more than 1300 vehicles, 94 Service Centers, over 1650 Team Members, and revenues exceeding $170 Million.
0.9197759696552441		SimpleArgument(Arrow,List([0, 5)))	Relation(boasts,List([6, 12)))	SimpleArgument(a modern fleet of more than revenues,List([13, 49)))	Arrow boasts a modern fleet of more than 1300 vehicles, 94 Service Centers, over 1650 Team Members, and revenues exceeding $170 Million.
0.6700000166893005		SimpleArgument(Arrow,List([0, 0)))	Relation(has a modern fleet of,List([0, 0)))	SimpleArgument(more than over 1650 team members,List(null))	Arrow boasts a modern fleet of more than 1300 vehicles, 94 Service Centers, over 1650 Team Members, and revenues exceeding $170 Million.
0.9567562066335041		SimpleArgument(Arrow,List([0, 5)))	Relation(boasts,List([6, 12)))	SimpleArgument(a modern fleet of more than over 1650 Team Members,List([13, 63)))	Arrow boasts a modern fleet of more than 1300 vehicles, 94 Service Centers, over 1650 Team Members, and revenues exceeding $170 Million.
0.6700000166893005		SimpleArgument(Arrow,List([0, 0)))	Relation(has a modern fleet of,List([0, 0)))	SimpleArgument(more than 94 service centers,List(null))	Arrow boasts a modern fleet of more than 1300 vehicles, 94 Service Centers, over 1650 Team Members, and revenues exceeding $170 Million.
