0.666209933508205		SimpleArgument(an Indonesian citizen,List([34, 55)))	Relation(born in,List([57, 61), [74, 76)))	TemporalArgument(1965,List([77, 81)))	Hary Tanoesoedibjo (born 1965) is an Indonesian citizen, born in Surabaya in 1965.
0.9125462839307745		SimpleArgument(an Indonesian citizen,List([34, 55)))	Relation(born in,List([57, 61), [62, 64)))	SpatialArgument(Surabaya,List([65, 73)))	Hary Tanoesoedibjo (born 1965) is an Indonesian citizen, born in Surabaya in 1965.
0.9445721975409912		SimpleArgument(Hary Tanoesoedibjo,List([0, 18)))	Relation(is,List([31, 33)))	SimpleArgument(an Indonesian citizen, born in Surabaya in 1965,List([34, 81)))	Hary Tanoesoedibjo (born 1965) is an Indonesian citizen, born in Surabaya in 1965.
0.27813615858960106		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(is the President Director of PT MNC Investama Tbk since,List([3, 5), [6, 52), [53, 58)))	TemporalArgument(2009,List([59, 63)))	He is the President Director of PT MNC Investama Tbk since 2009.
0.5680679595514976		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(the President Director of PT MNC Investama Tbk,List([6, 52)))	He is the President Director of PT MNC Investama Tbk since 2009.
0.5699038993321599		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(holds Bachelor of Commerce,List([3, 8), [9, 29)))	TemporalArgument(degree from Master of Business Administration degree from Ottawa University , Canada ( 1989,List([42, 133)))	He holds Bachelor of Commerce (Honours) degree from Carleton University, Canada (1988) and Master of Business Administration degree from Ottawa University, Canada (1989).
0.5680679595514976		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(holds,List([3, 8)))	SimpleArgument(Bachelor of Commerce,List([9, 29)))	He holds Bachelor of Commerce (Honours) degree from Carleton University, Canada (1988) and Master of Business Administration degree from Ottawa University, Canada (1989).
0.9990000128746033		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 0)))	Relation(holds,List([0, 0)))	SimpleArgument(1988,List(null))	He holds Bachelor of Commerce (Honours) degree from Carleton University, Canada (1988) and Master of Business Administration degree from Ottawa University, Canada (1989).
0.5680679595514976		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([0, 2)))	Relation(holds,List([3, 8)))	SimpleArgument(Bachelor of Commerce ( Honours ) degree,List([9, 48)))	He holds Bachelor of Commerce (Honours) degree from Carleton University, Canada (1988) and Master of Business Administration degree from Ottawa University, Canada (1989).
0.3557055808979406		SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([33, 35)))	Relation(develops,List([36, 44)))	SimpleArgument(the strategy of the subsidiaries , bringing them to be leading companies in their respective areas,List([45, 143)))	Being the founder of MNC Group, he directly oversees and develops the strategy of the holding company as well as the subsidiaries, bringing them to be leading companies in their respective areas.
0.183516546672029	Context(he develops,List([33, 44)))	SimpleArgument(Hary Tanoesoedibjo Hary Tanoesoedibjo (born 1965),List([33, 35)))	Relation(develops bringing,List([36, 44), [83, 91)))	SimpleArgument(the holding company as well as the subsidiaries,List([92, 96)))	Being the founder of MNC Group, he directly oversees and develops the strategy of the holding company as well as the subsidiaries, bringing them to be leading companies in their respective areas.
