0.9314904193639496		SimpleArgument(a professional soccer team,List([29, 55)))	Relation(based in,List([56, 61), [62, 64)))	SpatialArgument(Pittsburgh,List([65, 75)))	The Pittsburgh Phantoms were a professional soccer team based in Pittsburgh, Pennsylvania in 1967.
0.9436221120476838		SimpleArgument(Pittsburgh Phantoms (NPSL),List([0, 23)))	Relation(were,List([24, 28)))	SimpleArgument(a professional soccer team based in Pittsburgh,List([29, 75)))	The Pittsburgh Phantoms were a professional soccer team based in Pittsburgh, Pennsylvania in 1967.
0.8847999636040884		SimpleArgument(Pittsburgh Phantoms (NPSL),List([0, 8)))	Relation(was a member of,List([9, 24)))	SimpleArgument(the non-FIFA,List([25, 37)))	The club was a member of the non-FIFA sanctioned National Professional Soccer League (NPSL).
0.9369813267476892		SimpleArgument(Pittsburgh Phantoms (NPSL),List([0, 8)))	Relation(was,List([9, 12)))	SimpleArgument(a member of the non-FIFA,List([13, 37)))	The club was a member of the non-FIFA sanctioned National Professional Soccer League (NPSL).
0.9277724913494431		SimpleArgument(Forbes Field,List([44, 56)))	Relation(served as,List([69, 75), [76, 78)))	SimpleArgument(the home of the Pittsburgh Pirates,List([79, 113)))	All of the team's home games were played at Forbes Field, which also served as the home of the Pittsburgh Pirates.
0.9478321104829611		SimpleArgument(All of the team's home games,List([0, 28)))	Relation(were played at,List([29, 40), [41, 43)))	SpatialArgument(Forbes Field,List([44, 56)))	All of the team's home games were played at Forbes Field, which also served as the home of the Pittsburgh Pirates.
0.9494979268841206		SimpleArgument(Herb Vogt,List([27, 36)))	Relation(was introduced as the general manager,List([37, 51), [52, 74)))	TemporalArgument(Prior to the 1967 season,List([0, 24)))	Prior to the 1967 season, Herb Vogt was introduced as the team's head coach and general manager.
0.9266232318014763		SimpleArgument(Herb Vogt,List([27, 36)))	Relation(was introduced as,List([37, 51), [52, 54)))	SimpleArgument(the general manager,List([55, 74)))	Prior to the 1967 season, Herb Vogt was introduced as the team's head coach and general manager.
0.9494979268841206		SimpleArgument(Herb Vogt,List([27, 36)))	Relation(was introduced as the team 's head coach,List([37, 51), [52, 77)))	TemporalArgument(Prior to the 1967 season,List([0, 24)))	Prior to the 1967 season, Herb Vogt was introduced as the team's head coach and general manager.
0.9266232318014763		SimpleArgument(Herb Vogt,List([27, 36)))	Relation(was introduced as,List([37, 51), [52, 54)))	SimpleArgument(the team 's head coach,List([55, 77)))	Prior to the 1967 season, Herb Vogt was introduced as the team's head coach and general manager.
0.9180804252893389		SimpleArgument(a professional soccer team based in Pittsburgh, Pennsylvania in 1967,List([74, 82)))	Relation(would be named,List([83, 97)))	"SimpleArgument(the ""Pittsburgh Phantoms,List([98, 122)))"	"At his first press conference, he gave the first public announcement that the team would be named the ""Pittsburgh Phantoms""."
