0.9436740204769645		SimpleArgument(Value City,List([0, 10)))	Relation(was,List([11, 14)))	SimpleArgument(an American discount department store chain with 113 locations,List([15, 77)))	Value City was an American discount department store chain with 113 locations.
0.3929209860966329		SimpleArgument(Value City Value City,List([0, 2)))	Relation(was founded by,List([3, 14), [23, 25)))	SimpleArgument(Ephraim Schottenstein,List([26, 47)))	It was founded in 1917 by Ephraim Schottenstein, a travelling salesman in central Ohio.
0.22506131975927415		SimpleArgument(Value City Value City,List([0, 2)))	Relation(was founded in,List([3, 14), [15, 17)))	TemporalArgument(1917,List([18, 22)))	It was founded in 1917 by Ephraim Schottenstein, a travelling salesman in central Ohio.
0.9331430461209421		SimpleArgument(an off - price retailer,List([14, 37)))	Relation(sold,List([43, 47)))	SimpleArgument(home goods below the manufacturer,List([48, 81)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.8942434158739456		SimpleArgument(jewelry,List([48, 55)))	Relation(suggested,List([56, 65)))	SimpleArgument(retail price,List([66, 78)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.9331430461209421		SimpleArgument(an off - price retailer,List([14, 37)))	Relation(sold,List([43, 47)))	SimpleArgument(jewelry suggested retail price,List([48, 78)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.8786149124474923		SimpleArgument(an American discount department store chain with 113 locations,List([0, 9)))	Relation(was,List([10, 13)))	SimpleArgument(an off - price retailer that sold jewelry suggested retail price,List([14, 78)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.9178686897897996	Context(The store was an off - price retailer that sold clothing suggested,List([0, 66)))	SimpleArgument(an off - price retailer,List([14, 37)))	Relation(sold,List([43, 47)))	SimpleArgument(clothing,List([48, 56)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.9301501613023694	Context(The store was,List([0, 13)))	SimpleArgument(an off - price retailer that sold clothing,List([14, 56)))	Relation(suggested,List([57, 66)))	SimpleArgument(retail price,List([67, 79)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.8528474029884977		SimpleArgument(an American discount department store chain with 113 locations,List([0, 9)))	Relation(was,List([10, 13)))	SimpleArgument(an off - price retailer that sold clothing suggested retail price,List([14, 79)))	The store was an off-price retailer that sold clothing, jewelry, and home goods below the manufacturer suggested retail price.
0.9030401971054747		SimpleArgument(an American discount department store chain with 113 locations,List([0, 9)))	Relation(focused on,List([10, 17), [18, 20)))	SimpleArgument(closeout merchandise,List([21, 41)))	The chain focused on buyout and closeout merchandise, and occasionally irregular apparel and factory seconds.
0.9030401971054747		SimpleArgument(an American discount department store chain with 113 locations,List([0, 9)))	Relation(focused on,List([10, 17), [18, 20)))	SimpleArgument(buyout,List([21, 27)))	The chain focused on buyout and closeout merchandise, and occasionally irregular apparel and factory seconds.
