0.9324144673478683		SimpleArgument(Softek,List([39, 45)))	Relation(is headquartered in,List([46, 62), [63, 65)))	SpatialArgument(New Jersey,List([66, 76)))	Our parent company founded in 1998, as Softek is headquartered in New Jersey.
0.604082139988883		SimpleArgument(Coretek Inc,List([0, 18)))	Relation(founded as,List([19, 26), [36, 38)))	TemporalArgument(Softek is headquartered in New Jersey,List([39, 76)))	Our parent company founded in 1998, as Softek is headquartered in New Jersey.
0.40640256215258874		SimpleArgument(Coretek Inc,List([0, 18)))	Relation(founded in,List([19, 26), [27, 29)))	TemporalArgument(1998,List([30, 34)))	Our parent company founded in 1998, as Softek is headquartered in New Jersey.
0.9383119524695255		SimpleArgument(Softek,List([0, 6)))	Relation(has,List([7, 10)))	SimpleArgument(the broadest global reach for IT help desk services,List([11, 62)))	Softek has the broadest global reach for Managed IT Support and IT help desk services.
0.9383119524695255		SimpleArgument(Softek,List([0, 6)))	Relation(has,List([7, 10)))	SimpleArgument(the broadest global reach for Managed IT Support,List([11, 59)))	Softek has the broadest global reach for Managed IT Support and IT help desk services.
0.8893936196314105		SimpleArgument(Coretek,List([4, 32)))	Relation(is taking on operations,List([33, 45), [46, 56)))	TemporalArgument(Now,List([0, 3)))	Now a subsidiary company Coretek is taking on operations Globally.
0.9485479188231729		SimpleArgument(Coretek,List([4, 32)))	Relation(is taking on operations,List([33, 45), [46, 56)))	TemporalArgument(Globally,List([57, 65)))	Now a subsidiary company Coretek is taking on operations Globally.
0.9387281236502384		SimpleArgument(Coretek,List([4, 32)))	Relation(is taking on,List([33, 45)))	SimpleArgument(operations,List([46, 56)))	Now a subsidiary company Coretek is taking on operations Globally.
0.6138676038426771		SimpleArgument(We,List([0, 2)))	Relation(have,List([3, 7)))	SimpleArgument(the expertise in Information Technology with a proven track record of 17 years,List([8, 86)))	We have the expertise in Information Technology with a proven track record of 17 years.
0.7860970668106112	Context(We provide,List([0, 10)))	SimpleArgument(tailor,List([11, 17)))	Relation(made IT solutions to,List([18, 22), [23, 35), [36, 38)))	SimpleArgument(our clients,List([39, 50)))	We provide tailor made IT solutions to our clients.
0.8713075742434684	Context(We provide,List([0, 10)))	SimpleArgument(tailor,List([11, 17)))	Relation(made,List([18, 22)))	SimpleArgument(IT solutions,List([23, 35)))	We provide tailor made IT solutions to our clients.
