0.858772576540734		SimpleArgument(30 additions,List([0, 12)))	Relation(have been added to,List([13, 17), [24, 34), [35, 37)))	SimpleArgument(the original store,List([38, 56)))	Stew Leonard's has grown at an amazing pace - and 30 additions have since been added to the original store.
0.9329286852051247		SimpleArgument(Stew Leonard's,List([0, 15)))	Relation(has grown at,List([16, 25), [26, 28)))	SimpleArgument(an amazing pace,List([29, 44)))	Stew Leonard's has grown at an amazing pace - and 30 additions have since been added to the original store.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(wine,List([27, 31)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(cheese,List([27, 33)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(bakery,List([27, 33)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(produce,List([27, 34)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(fish,List([27, 31)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9266232318014763		SimpleArgument(Stew Leonard,List([0, 12)))	Relation(expanded into,List([13, 21), [22, 26)))	SimpleArgument(meats,List([27, 32)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9329286852051247		SimpleArgument(Stew Leonard's,List([0, 15)))	Relation(has taken,List([16, 25)))	SimpleArgument(the fresh dairy concept,List([26, 49)))	Stew Leonard's has taken the fresh dairy concept and expanded into meats, fish, produce, bakery, cheese and wine.
0.9702066956161481		SimpleArgument(each Stew Leonard's store,List([70, 96)))	Relation(carries,List([97, 104)))	SimpleArgument(only 2,000 items , chosen specifically for quality and value.Stew Leonard 's has remained a family business,List([105, 212)))	Unlike traditional grocery stores that sell an average 30,000 items, each Stew Leonard's store carries only 2,000 items, chosen specifically for their freshness, quality and value.Stew Leonard's has remained a family business.
0.9990000128746033		SimpleArgument(each Stew Leonard's store,List([0, 0)))	Relation(carries,List([0, 0)))	SimpleArgument(30000 items,List(null))	Unlike traditional grocery stores that sell an average 30,000 items, each Stew Leonard's store carries only 2,000 items, chosen specifically for their freshness, quality and value.Stew Leonard's has remained a family business.
0.9329286852051247		SimpleArgument(value.Stew Leonard 's,List([168, 189)))	Relation(has remained,List([190, 202)))	SimpleArgument(a family business,List([203, 220)))	Unlike traditional grocery stores that sell an average 30,000 items, each Stew Leonard's store carries only 2,000 items, chosen specifically for their freshness, quality and value.Stew Leonard's has remained a family business.
