0.8847999636040884		SimpleArgument(Tatiana,List([0, 7)))	Relation(is a member of,List([8, 22)))	SimpleArgument(Lucy Cavendish Colleges,List([23, 46)))	Tatiana is a member of Darwin and Lucy Cavendish Colleges.
0.9481947648689547		SimpleArgument(Tatiana,List([0, 7)))	Relation(is,List([8, 10)))	SimpleArgument(a member of Lucy Cavendish Colleges,List([11, 46)))	Tatiana is a member of Darwin and Lucy Cavendish Colleges.
0.8847999636040884		SimpleArgument(Tatiana,List([0, 7)))	Relation(is a member of,List([8, 22)))	SimpleArgument(Darwin,List([23, 29)))	Tatiana is a member of Darwin and Lucy Cavendish Colleges.
0.9481947648689547		SimpleArgument(Tatiana,List([0, 7)))	Relation(is,List([8, 10)))	SimpleArgument(a member of Darwin,List([11, 29)))	Tatiana is a member of Darwin and Lucy Cavendish Colleges.
0.9481947648689547		SimpleArgument(Tatiana,List([0, 7)))	Relation(is,List([8, 10)))	SimpleArgument(a research coordinator for the CSD,List([11, 45)))	Tatiana is a PhD candidate (Degree is expected in January 2013) and a research coordinator for the CSD.
0.9446577635120826		SimpleArgument(Degree,List([29, 35)))	Relation(is expected,List([36, 47)))	SpatialArgument(a PhD candidate,List([11, 26)))	Tatiana is a PhD candidate (Degree is expected in January 2013) and a research coordinator for the CSD.
0.9324144673478683		SimpleArgument(Degree,List([29, 35)))	Relation(is expected in,List([36, 47), [48, 50)))	TemporalArgument(January 2013,List([51, 63)))	Tatiana is a PhD candidate (Degree is expected in January 2013) and a research coordinator for the CSD.
0.9670538616899376		SimpleArgument(Tatiana,List([0, 7)))	Relation(is,List([8, 10)))	SimpleArgument(a PhD candidate ( Degree is expected in January 2013 ),List([11, 65)))	Tatiana is a PhD candidate (Degree is expected in January 2013) and a research coordinator for the CSD.
0.9324144673478683		SimpleArgument(Tatiana,List([0, 7)))	Relation(holds an MPhil Degree from,List([8, 13), [14, 29), [30, 34)))	SimpleArgument(an undergraduate Degree from the Moscow Academy of Finance,List([35, 93)))	Tatiana holds an MPhil Degree from the Land Economy (University of Cambridge) and an undergraduate Degree from the Moscow Academy of Finance.
0.9481947648689547		SimpleArgument(Tatiana,List([0, 7)))	Relation(holds,List([8, 13)))	SimpleArgument(an MPhil Degree,List([14, 29)))	Tatiana holds an MPhil Degree from the Land Economy (University of Cambridge) and an undergraduate Degree from the Moscow Academy of Finance.
0.9481947648689547		SimpleArgument(Tatiana,List([0, 7)))	Relation(holds,List([8, 13)))	SimpleArgument(an MPhil Degree from the Land Economy,List([14, 51)))	Tatiana holds an MPhil Degree from the Land Economy (University of Cambridge) and an undergraduate Degree from the Moscow Academy of Finance.
0.8739651883033833	Context(Tatiana joined,List([0, 14)))	SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD to do research in,List([8, 14), [15, 22), [39, 41), [42, 44)))	SpatialArgument(the interdisciplinary area of Historic Cities,List([57, 102)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.8739651883033833		SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD to,List([8, 14), [15, 22), [39, 41)))	SimpleArgument(do research in the interdisciplinary area of Historic Cities,List([42, 102)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.852130044887511	Context(Tatiana joined,List([0, 14)))	SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD focusing on,List([8, 14), [15, 18), [19, 22)))	SimpleArgument(urban planning cultural heritage impact assessment tools,List([125, 181)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.8739651883033833	Context(Tatiana joined,List([0, 14)))	SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD to do research in,List([8, 14), [15, 22), [39, 41), [42, 44)))	SpatialArgument(the interdisciplinary area of Sustainable Development,List([57, 110)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.852130044887511	Context(Tatiana joined,List([0, 14)))	SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD to do,List([8, 14), [15, 22)))	SimpleArgument(research,List([45, 53)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.8739651883033833		SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD to,List([8, 14), [15, 22), [39, 41)))	SimpleArgument(do research in the interdisciplinary area of Sustainable Development,List([42, 110)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.9139478779591064		SimpleArgument(Tatiana,List([0, 7)))	Relation(joined the CSD in,List([8, 14), [15, 22), [23, 25)))	TemporalArgument(January 2009,List([26, 38)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
0.9139478779591064		SimpleArgument(Tatiana,List([0, 7)))	Relation(joined,List([8, 14)))	SimpleArgument(the CSD,List([15, 22)))	Tatiana joined the CSD in January 2009 to do research in the interdisciplinary area of Sustainable Development and Historic Cities, focusing on urban planning cultural heritage impact assessment tools.
