0.5913048360149874		SimpleArgument(Our goal as a Concord, CA Auto Body shop,List([0, 40)))	Relation(is to,List([41, 43), [44, 46)))	SimpleArgument(make you happy,List([47, 61)))	Our goal as a Concord, CA Auto Body shop is to make you happy.
0.9030401971054747		SimpleArgument(a shop,List([14, 20)))	Relation(performing,List([21, 31)))	SimpleArgument(top quality factory collision repair,List([32, 68)))	He envisioned a shop performing top quality factory collision repair.
0.45170382506656653		SimpleArgument(John Lightfoot,List([0, 2)))	Relation(envisioned,List([3, 13)))	SimpleArgument(a shop performing top quality factory collision repair,List([14, 68)))	He envisioned a shop performing top quality factory collision repair.
0.9266232318014763		SimpleArgument(Rich Lezcano,List([19, 31)))	Relation(to manage,List([32, 41)))	SimpleArgument(the business,List([42, 54)))	In 1993 John hired Rich Lezcano to manage the business.
0.7532657647087118		SimpleArgument(John,List([8, 12)))	Relation(hired Rich Lezcano In,List([0, 2), [13, 23), [24, 31)))	TemporalArgument(1993,List([3, 7)))	In 1993 John hired Rich Lezcano to manage the business.
0.8550806581371961		SimpleArgument(John,List([8, 12)))	Relation(hired Rich Lezcano to,List([13, 18), [19, 31), [32, 34)))	SimpleArgument(manage the business,List([35, 54)))	In 1993 John hired Rich Lezcano to manage the business.
0.876543225140763		SimpleArgument(John,List([8, 12)))	Relation(hired,List([13, 18)))	SimpleArgument(Rich Lezcano,List([19, 31)))	In 1993 John hired Rich Lezcano to manage the business.
0.45170382506656653		SimpleArgument(Rich,List([79, 81)))	Relation(purchased,List([82, 91)))	SimpleArgument(the business,List([92, 104)))	Learning Johns passion for the business Rich served as manager until 2007 when he purchased the business.
0.8783055085319037		SimpleArgument(Learning Johns passion for the business Rich,List([0, 44)))	Relation(served as manager until,List([45, 51), [52, 62), [63, 68)))	TemporalArgument(2007,List([69, 73)))	Learning Johns passion for the business Rich served as manager until 2007 when he purchased the business.
0.9534297076870546		SimpleArgument(Learning Johns passion for the business Rich,List([0, 44)))	Relation(served as,List([45, 51), [52, 54)))	SimpleArgument(manager,List([55, 62)))	Learning Johns passion for the business Rich served as manager until 2007 when he purchased the business.
0.7758089852273804		SimpleArgument(the staff,List([0, 9)))	Relation(to provide,List([19, 29)))	SimpleArgument(service that is quite Simply , Superior,List([30, 69)))	Rich and the staff continue to provide service that is quite Simply, Superior.
0.6749672445558109	Context(Rich continue,List([0, 13)))	SimpleArgument(Rich,List([0, 4)))	Relation(continue to provide,List([5, 13), [14, 24)))	SimpleArgument(service that is quite Simply , Superior,List([25, 64)))	Rich and the staff continue to provide service that is quite Simply, Superior.
0.8253106085824989		SimpleArgument(Rich,List([0, 4)))	Relation(continue to,List([5, 13), [14, 16)))	SimpleArgument(provide service,List([17, 32)))	Rich and the staff continue to provide service that is quite Simply, Superior.
0.8775814582589255		SimpleArgument(service,List([25, 32)))	Relation(is quite Simply,List([38, 53)))	SimpleArgument(Superior,List([56, 64)))	Rich and the staff continue to provide service that is quite Simply, Superior.
0.9084353254608957		SimpleArgument(Rich Lezcano,List([0, 12)))	Relation(came in,List([13, 17), [45, 47)))	TemporalArgument(August 1993,List([48, 59)))	Rich Lezcano came to work at Simply Superior in August 1993.
0.9084353254608957		SimpleArgument(Rich Lezcano,List([0, 12)))	Relation(came at,List([13, 17), [26, 28)))	SpatialArgument(Simply Superior,List([29, 44)))	Rich Lezcano came to work at Simply Superior in August 1993.
0.4978219019954182		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(attended,List([3, 11)))	SimpleArgument(high school in Concord ( De La Salle,List([12, 48)))	He grew up in Walnut Creek and attended high school in Concord (De La Salle).
0.4978219019954182		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(grew up in,List([3, 10), [11, 13)))	SpatialArgument(Walnut Creek,List([14, 26)))	He grew up in Walnut Creek and attended high school in Concord (De La Salle).
0.3497525988439521		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(studied architecture until,List([3, 10), [11, 23), [40, 45)))	TemporalArgument(being hired by the previous owner,List([46, 79)))	He studied architecture at Cal Poly SLO until being hired by the previous owner.
0.4978219019954182		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(studied architecture at,List([3, 10), [11, 23), [24, 26)))	SpatialArgument(Cal Poly SLO,List([27, 39)))	He studied architecture at Cal Poly SLO until being hired by the previous owner.
0.45170382506656653		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(studied,List([3, 10)))	SimpleArgument(architecture,List([11, 23)))	He studied architecture at Cal Poly SLO until being hired by the previous owner.
0.3929209860966329		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(was married to,List([3, 14), [23, 25)))	SimpleArgument(Jennifer,List([26, 34)))	He was married in 1998 to Jennifer.
0.22015391053105568		SimpleArgument(Rich Lezcano,List([0, 2)))	Relation(was married to Jennifer in,List([3, 14), [15, 25), [26, 34)))	TemporalArgument(1998,List([18, 22)))	He was married in 1998 to Jennifer.
0.9442958902995389		SimpleArgument(Rich,List([104, 108)))	Relation(has served as coach,List([109, 119), [120, 128)))	SpatialArgument(local sports teams in Walnut Creek ( baseball ) of which,List([47, 103)))	They have two boys together who participate in local sports teams in Walnut Creek (soccer and baseball) of which Rich has served as coach.
