0.8638966457783381	Context(Jill Springer joined,List([0, 20)))	SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined Jasper overseeing,List([14, 20), [21, 27)))	SimpleArgument(human talent acquisition,List([49, 73)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.8901463299988946		SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined Jasper,List([14, 20), [21, 27)))	SimpleArgument(overseeing human talent acquisition,List([38, 73)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.8638966457783381	Context(Jill Springer joined,List([0, 20)))	SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined Jasper overseeing,List([14, 20), [21, 27)))	SimpleArgument(human resources,List([49, 64)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.8901463299988946		SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined Jasper,List([14, 20), [21, 27)))	SimpleArgument(overseeing human resources,List([38, 64)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.7741254949563103		SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined Jasper in,List([14, 20), [21, 27), [28, 30)))	TemporalArgument(2014,List([31, 35)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.9212499880074402		SimpleArgument(Jill Springer,List([0, 13)))	Relation(joined,List([14, 20)))	SimpleArgument(Jasper,List([21, 27)))	Jill Springer joined Jasper in 2014, overseeing human resources and talent acquisition.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([23, 27)))	Relation(has worked with,List([28, 38), [39, 43)))	SimpleArgument(companies in technical,List([44, 66)))	Over the past 25 years Jill has worked with companies in commercial, technical, and consumer businesses in the United States and around the world.
0.8964816034508865		SimpleArgument(Jill Springer Jill Springer,List([23, 27)))	Relation(has worked Over,List([0, 31), [32, 38)))	TemporalArgument(the past 25 years,List([5, 22)))	Over the past 25 years Jill has worked with companies in commercial, technical, and consumer businesses in the United States and around the world.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([23, 27)))	Relation(has worked with,List([28, 38), [39, 43)))	SimpleArgument(companies in commercial,List([44, 67)))	Over the past 25 years Jill has worked with companies in commercial, technical, and consumer businesses in the United States and around the world.
0.22506131975927415		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation('s known for,List([4, 12), [13, 16)))	SimpleArgument(straightforward,List([17, 32)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.22506131975927415		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation('s known for,List([4, 12), [13, 16)))	SimpleArgument(clear,List([17, 22)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.22506131975927415		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation('s known for,List([4, 12), [13, 16)))	SimpleArgument(well - grounded,List([17, 32)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.41051436014453063		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation(operationally focused plans in,List([27, 48), [49, 54), [55, 57)))	SimpleArgument(support of business strategies,List([58, 88)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.41051436014453063		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation(operationally focused,List([27, 48)))	SimpleArgument(plans,List([49, 54)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.30899953469486874		SimpleArgument(Jill Springer Jill Springer,List([0, 3)))	Relation('s known for,List([4, 12), [13, 16)))	SimpleArgument(Jill Springer Jill Springer,List([17, 20)))	She's known for her well-grounded, clear, straightforward, and operationally focused plans in support of business strategies.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([0, 4)))	Relation(has provided executive leadership for,List([5, 17), [18, 38), [39, 42)))	SimpleArgument(numerous small to mid-size pre-public companies on executive development,List([43, 115)))	Jill has provided executive leadership for numerous startups and small to mid-size pre-public and public companies on acquisitions and mergers, strategic planning, Human Resources operations, succession planning, and executive development.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([0, 4)))	Relation(has provided executive leadership for,List([5, 17), [18, 38), [39, 42)))	SimpleArgument(numerous small to mid-size pre-public companies on succession planning,List([43, 113)))	Jill has provided executive leadership for numerous startups and small to mid-size pre-public and public companies on acquisitions and mergers, strategic planning, Human Resources operations, succession planning, and executive development.
0.9192653036176239		SimpleArgument(Jill Springer Jill Springer,List([0, 4)))	Relation(has provided executive leadership for,List([5, 17), [18, 38), [39, 42)))	SimpleArgument(numerous small to mid-size pre-public companies on Human Resources operations,List([43, 120)))	Jill has provided executive leadership for numerous startups and small to mid-size pre-public and public companies on acquisitions and mergers, strategic planning, Human Resources operations, succession planning, and executive development.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([0, 4)))	Relation(has provided executive leadership for,List([5, 17), [18, 38), [39, 42)))	SimpleArgument(numerous small to mid-size pre-public companies on strategic planning,List([43, 112)))	Jill has provided executive leadership for numerous startups and small to mid-size pre-public and public companies on acquisitions and mergers, strategic planning, Human Resources operations, succession planning, and executive development.
0.8550806581371961		SimpleArgument(Jill Springer Jill Springer,List([0, 4)))	Relation(has provided executive leadership for,List([5, 17), [18, 38), [39, 42)))	SimpleArgument(numerous small to mid-size pre-public companies on mergers,List([43, 101)))	Jill has provided executive leadership for numerous startups and small to mid-size pre-public and public companies on acquisitions and mergers, strategic planning, Human Resources operations, succession planning, and executive development.
