0.961961301429607		SimpleArgument(Leif Terje Løddesøl (born 24 April 1935,List([0, 39)))	Relation(is,List([41, 43)))	SimpleArgument(a Norwegian businessperson,List([44, 70)))	Leif Terje Løddesøl (born 24 April 1935) is a Norwegian businessperson.
0.949419443712137		SimpleArgument(Leif Terje Løddesøl,List([0, 19)))	Relation(born,List([21, 25)))	TemporalArgument(24 April 1935,List([26, 39)))	Leif Terje Løddesøl (born 24 April 1935) is a Norwegian businessperson.
0.3929209860966329		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(was born as,List([3, 11), [20, 22)))	SimpleArgument(a son of Aasulv Løddesøl,List([23, 47)))	He was born in Oslo as a son of Aasulv Løddesøl (1896–1978) and Liv Marie Bjørlykke (1905–1994).
0.3929209860966329		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(was born as,List([3, 11), [20, 22)))	SimpleArgument(a son of Aasulv Løddesøl ( 1896-1978,List([23, 59)))	He was born in Oslo as a son of Aasulv Løddesøl (1896–1978) and Liv Marie Bjørlykke (1905–1994).
0.4978219019954182		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(was born in,List([3, 11), [12, 14)))	SpatialArgument(Oslo,List([15, 19)))	He was born in Oslo as a son of Aasulv Løddesøl (1896–1978) and Liv Marie Bjørlykke (1905–1994).
0.22506131975927415		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(has been married,List([3, 19)))	TemporalArgument(twice,List([20, 25)))	He has been married twice.
0.4978219019954182		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([0, 2)))	Relation(graduated from,List([3, 12), [13, 17)))	SimpleArgument(the University of Oslo with the cand.jur,List([18, 58)))	He graduated from the University of Oslo with the cand.jur.
0.9161463082021688		SimpleArgument(degree in 1960,List([0, 14)))	Relation(studied among,List([21, 28), [39, 44)))	SpatialArgument(others at the Hague Academy of the College of Europe in Brussels,List([45, 109)))	degree in 1960, and studied further, among others at the Hague Academy of International Law and the College of Europe in Brussels.
0.8720035698750073		SimpleArgument(degree in 1960,List([0, 14)))	Relation(studied among,List([21, 28), [39, 44)))	SpatialArgument(others at the Hague Academy of International Law,List([45, 93)))	degree in 1960, and studied further, among others at the Hague Academy of International Law and the College of Europe in Brussels.
0.7535117993595638		SimpleArgument(degree in 1960,List([0, 14)))	Relation(studied,List([21, 28)))	SpatialArgument(further,List([29, 36)))	degree in 1960, and studied further, among others at the Hague Academy of International Law and the College of Europe in Brussels.
0.5926659981335703		SimpleArgument(Leif Terje Løddesøl Leif Terje Løddesøl (born 24 April 1935),List([59, 61)))	Relation(worked After,List([0, 5), [62, 68)))	TemporalArgument(a period as deputy judge in Hardanger District Court,List([6, 58)))	After a period as deputy judge in Hardanger District Court he worked in the Ministry of Foreign Affairs from 1963 to 1966 and the Norwegian Shipowners' Association from 1966 to 1969.
