0.38089450366724514		SimpleArgument(Stuttgart ),List([27, 38)))	Relation(is professor at,List([39, 54)))	SimpleArgument(KIT,List([55, 58)))	Rudi Studer (born 1951 in Stuttgart) is a German computer scientist and professor at KIT, Germany.
0.9650686322731569		SimpleArgument(Rudi Studer ( born 1951 in Stuttgart,List([0, 36)))	Relation(is,List([39, 41)))	SimpleArgument(professor at KIT,List([42, 58)))	Rudi Studer (born 1951 in Stuttgart) is a German computer scientist and professor at KIT, Germany.
0.9582631324958855		SimpleArgument(Rudi Studer ( born 1951 in Stuttgart,List([0, 36)))	Relation(is,List([39, 41)))	SimpleArgument(a German computer scientist,List([42, 69)))	Rudi Studer (born 1951 in Stuttgart) is a German computer scientist and professor at KIT, Germany.
0.6783685094789625		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(the head of the knowledge management research group at one of the directors of the Karlsruhe Service Research Institute,List([6, 125)))	He is the head of the knowledge management research group at the Institute AIFB and one of the directors of the Karlsruhe Service Research Institute (KSRI).
0.886695286966665		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is the head of,List([3, 17)))	SimpleArgument(the knowledge management research group,List([18, 57)))	He is the head of the knowledge management research group at the Institute AIFB and one of the directors of the Karlsruhe Service Research Institute (KSRI).
0.6783685094789625		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(the head of the knowledge management research group at the Institute AIFB,List([6, 79)))	He is the head of the knowledge management research group at the Institute AIFB and one of the directors of the Karlsruhe Service Research Institute (KSRI).
0.6367319478431899		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a former president of a member of numerous editorial boards,List([6, 65)))	He is a former president of the Semantic Web Science Association, an STI International Fellow, and a member of numerous programme committees and editorial boards.
0.6367319478431899		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a former president of a member of numerous programme committees,List([6, 69)))	He is a former president of the Semantic Web Science Association, an STI International Fellow, and a member of numerous programme committees and editorial boards.
0.5680679595514976		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a former president of an STI International Fellow,List([6, 55)))	He is a former president of the Semantic Web Science Association, an STI International Fellow, and a member of numerous programme committees and editorial boards.
0.5680679595514976		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a former president of the Semantic Web Science Association,List([6, 64)))	He is a former president of the Semantic Web Science Association, an STI International Fellow, and a member of numerous programme committees and editorial boards.
0.7351279940478935		SimpleArgument(a position,List([78, 88)))	Relation(held until,List([92, 96), [97, 102)))	TemporalArgument(2007,List([103, 107)))	He was one of the inaugural editor-in-chiefs of the Journal of Web Semantics, a position he held until 2007.
0.6783685094789625		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(one of the inaugural editor-in-chiefs of the Journal of Web Semantics,List([7, 76)))	He was one of the inaugural editor-in-chiefs of the Journal of Web Semantics, a position he held until 2007.
0.5680679595514976		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a co-author of the Semantic Wikipedia proposal,List([6, 52)))	He is a co-author of the Semantic Wikipedia proposal.
0.45170382506656653		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(obtained,List([3, 11)))	SimpleArgument(a PhD,List([12, 17)))	He obtained a degree (1975) and a PhD (1982) in Computer Science at the University of Stuttgart.
0.45170382506656653		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([0, 2)))	Relation(obtained,List([3, 11)))	SimpleArgument(a degree,List([12, 20)))	He obtained a degree (1975) and a PhD (1982) in Computer Science at the University of Stuttgart.
0.29886655727758943		SimpleArgument(Rudi Studer Rudi Studer (born 1951 in Stuttgart),List([18, 20)))	Relation(was project manager to,List([10, 12), [21, 32), [33, 40)))	TemporalArgument(1989,List([13, 17)))	From 1985 to 1989 he was project leader and manager at IBM Germany, Institute of Knowledge Based Systems.
