0.9647009540301618		SimpleArgument(Andrew Corner,List([0, 13)))	Relation(is,List([20, 22)))	SimpleArgument(an instructor in the Department of Advertising + Public Relations at Michigan State University,List([23, 117)))	Andrew Corner, APR, is an instructor in the Department of Advertising + Public Relations at Michigan State University.
0.9535742383652521		SimpleArgument(Corner,List([34, 40)))	Relation(spent eight years,List([41, 46), [47, 58)))	TemporalArgument(Prior to forming Cornerstone PR,List([0, 31)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.5961061943937731		SimpleArgument(he,List([150, 152)))	Relation(provided strategic account management services,List([153, 161), [162, 199)))	SpatialArgument(a Michigan - based , statewide issue management consultancy,List([84, 143)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.45170382506656653		SimpleArgument(he,List([150, 152)))	Relation(provided strategic account management services for,List([153, 161), [162, 199), [200, 203)))	SimpleArgument(clients,List([204, 211)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.45170382506656653		SimpleArgument(he,List([150, 152)))	Relation(provided,List([153, 161)))	SimpleArgument(strategic account management services,List([162, 199)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.9292827291680451		SimpleArgument(Corner,List([34, 40)))	Relation(spent eight years,List([41, 46), [47, 58)))	TemporalArgument(Prior to joining the department,List([0, 31)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.9139478779591064		SimpleArgument(Corner,List([34, 40)))	Relation(spent eight years with,List([41, 46), [47, 58), [59, 63)))	SimpleArgument(The Rossman Group,List([64, 81)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.9213207774643418		SimpleArgument(Corner,List([34, 40)))	Relation(spent,List([41, 46)))	SimpleArgument(eight years,List([47, 58)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.5961061943937731		SimpleArgument(he,List([150, 152)))	Relation(provided strategic counseling,List([153, 161), [162, 182)))	SpatialArgument(a Michigan - based , statewide issue management consultancy,List([84, 143)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.45170382506656653		SimpleArgument(he,List([150, 152)))	Relation(provided,List([153, 161)))	SimpleArgument(strategic counseling,List([162, 182)))	Prior to joining the department and forming Cornerstone PR, Corner spent eight years with The Rossman Group, a Michigan-based, statewide issue management consultancy where he provided strategic counseling and account management services for clients in multiple industries.
0.7420153049579357		SimpleArgument(His background,List([0, 14)))	Relation(includes,List([20, 28)))	SimpleArgument(a decade in the communications department of Ingham Regional Medical Center,List([29, 104)))	His background also includes a decade in the communications department of Ingham Regional Medical Center (Lansing, Mich.), where he developed expertise in media relations, crisis management and internal communication programs.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's internal trade shows In,List([0, 2), [77, 154), [155, 160)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's internal trade shows,List([81, 160)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's organizational trade shows In,List([0, 2), [77, 160), [161, 166)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's organizational trade shows,List([81, 166)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's internal communication media relations In,List([0, 2), [77, 168), [169, 178)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's internal communication media relations,List([81, 178)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's organizational communication media relations In,List([0, 2), [77, 174), [175, 184)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's organizational communication media relations,List([81, 184)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's internal communication initiatives In,List([0, 2), [77, 162), [163, 174)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.6367319478431899		SimpleArgument(he,List([74, 76)))	Relation(had,List([77, 80)))	SimpleArgument(operational responsibility for all of the health system 's internal communication initiatives,List([81, 174)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
0.39625576749130315		SimpleArgument(he,List([74, 76)))	Relation(had operational responsibility for all of the health system 's organizational communication initiatives In,List([0, 2), [77, 168), [169, 180)))	SpatialArgument(his final position there,List([3, 27)))	In his final position there, as system manager of marketing operations, he had operational responsibility for all of the health system's organizational and internal communication initiatives, media relations, trade shows and health fairs, publications and Internet applications.
