0.38089450366724514		SimpleArgument(December 25 , 1918 ),List([35, 53)))	Relation(was an architect in,List([54, 73)))	SimpleArgument(Washington D.C.,List([74, 89)))	Leon Emil Dessez (April 12, 1858 - December 25, 1918) was an architect in Washington D.C..
0.9801326423369469		SimpleArgument(Leon Emil Dessez (April 12, 1858 - December 25, 1918,List([0, 52)))	Relation(was,List([54, 57)))	SimpleArgument(an architect in Washington D.C.,List([58, 89)))	Leon Emil Dessez (April 12, 1858 - December 25, 1918) was an architect in Washington D.C..
0.45170382506656653		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([0, 2)))	Relation(designed,List([3, 11)))	SimpleArgument(public buildings,List([12, 28)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.6138676038426771		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([0, 2)))	Relation(designed,List([3, 11)))	SimpleArgument(public buildings in residences in Maryland , including some of the first in Chevy Chase,List([12, 99)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.5961061943937731		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([126, 128)))	Relation(was the community 's first resident,List([129, 132), [133, 164)))	SpatialArgument(Chevy Chase,List([95, 106)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.5222094630377523		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([126, 128)))	Relation(was,List([129, 132)))	SimpleArgument(the community 's first resident,List([133, 164)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.6138676038426771		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([0, 2)))	Relation(designed,List([3, 11)))	SimpleArgument(public buildings in residences in Washington D.C. , including some of the first in Chevy Chase,List([12, 106)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.4978219019954182		SimpleArgument(Leon E. Dessez Leon Emil Dessez (April 12, 1858 - December 25, 1918),List([0, 2)))	Relation(designed,List([3, 11)))	SimpleArgument(public buildings in Washington D.C.,List([12, 47)))	He designed public buildings in Washington D.C. and residences in Washington D.C., Maryland, and Virginia, including some of the first in Chevy Chase, Maryland, where he was the community's first resident.
0.9990000128746033		SimpleArgument(His work,List([0, 0)))	Relation(includes,List([0, 0)))	SimpleArgument(1893,List(null))	His work includes the 1893 the conversion of 1111 Pennsylvania Avenue, The Shepherd Centennial Building, into the Raleigh Hotel (razed in 1911) and the Normal School for Colored Girls (1913) designed with Snowden Ashford.
0.9339862216393666		SimpleArgument(the Raleigh Hotel,List([112, 129)))	Relation(razed in,List([132, 137), [138, 140)))	SpatialArgument(the Normal School for Colored Girls,List([141, 176)))	His work includes the 1893 the conversion of 1111 Pennsylvania Avenue, The Shepherd Centennial Building, into the Raleigh Hotel (razed in 1911) and the Normal School for Colored Girls (1913) designed with Snowden Ashford.
0.8056360478309452		SimpleArgument(the Raleigh Hotel,List([112, 129)))	Relation(razed in,List([132, 137), [138, 140)))	TemporalArgument(1911,List([141, 145)))	His work includes the 1893 the conversion of 1111 Pennsylvania Avenue, The Shepherd Centennial Building, into the Raleigh Hotel (razed in 1911) and the Normal School for Colored Girls (1913) designed with Snowden Ashford.
0.3833177039030785		SimpleArgument(His work,List([0, 8)))	Relation(includes,List([9, 17)))	SimpleArgument(the 1893,List([18, 26)))	His work includes the 1893 the conversion of 1111 Pennsylvania Avenue, The Shepherd Centennial Building, into the Raleigh Hotel (razed in 1911) and the Normal School for Colored Girls (1913) designed with Snowden Ashford.
0.9324144673478683		SimpleArgument(Leon E. Dessez,List([0, 6)))	Relation(spent three years as,List([7, 12), [13, 24), [25, 27)))	SimpleArgument(an engineering draftsman in the Navy Yard at Washington,List([28, 83)))	Dessez began his career employed under Colonel Thomas Lincoln Casey on plans for the Washington Monument and spent three years as an architectural and engineering draftsman in the Navy Yard at Washington.
0.9324144673478683		SimpleArgument(Leon E. Dessez,List([0, 6)))	Relation(spent three years as,List([7, 12), [13, 24), [25, 27)))	SimpleArgument(an architectural draftsman in the Navy Yard at Washington,List([28, 85)))	Dessez began his career employed under Colonel Thomas Lincoln Casey on plans for the Washington Monument and spent three years as an architectural and engineering draftsman in the Navy Yard at Washington.
0.9383119524695255		SimpleArgument(Leon E. Dessez,List([0, 6)))	Relation(spent,List([7, 12)))	SimpleArgument(three years,List([13, 24)))	Dessez began his career employed under Colonel Thomas Lincoln Casey on plans for the Washington Monument and spent three years as an architectural and engineering draftsman in the Navy Yard at Washington.
