0.8793496393078672		SimpleArgument(Τρίτων Tritōn,List([27, 40)))	Relation(is,List([42, 44)))	SimpleArgument(a mythological Greek god,List([45, 69)))	Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn) is a mythological Greek god, the messenger of the sea.
0.8847999636040884		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is the son of,List([3, 16)))	SimpleArgument(Amphitrite,List([17, 27)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.4907332801074571		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is respectively,List([3, 5), [28, 40)))	SimpleArgument(the son of Amphitrite,List([6, 27)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.8847999636040884		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is the son of,List([3, 16)))	SimpleArgument(Poseidon,List([17, 25)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.4907332801074571		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is respectively,List([3, 5), [26, 38)))	SimpleArgument(the son of Poseidon,List([6, 25)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.44469037867649003		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is respectively,List([3, 5), [29, 41)))	SimpleArgument(the goddess of the sea,List([6, 28)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.44469037867649003		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is respectively,List([3, 5), [14, 26)))	SimpleArgument(the god,List([6, 13)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.30899953469486874		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is herald for,List([3, 12), [13, 16)))	SimpleArgument(his father,List([17, 27)))	He is the son of Poseidon and Amphitrite, god and goddess of the sea respectively, and is herald for his father.
0.22015391053105568		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is represented as a merman,List([3, 5), [14, 25), [26, 37)))	TemporalArgument(usually,List([6, 13)))	"He is usually represented as a merman, having the upper body of a human and the tail of a fish, ""sea-hued"", according to Ovid ""his shoulders barnacled with sea-shells""."
0.31953909870968517		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is represented as a merman,List([3, 5), [14, 25), [26, 37)))	"SimpleArgument(having the upper body of a human , "" sea - hued "" , according to Ovid "" his shoulders barnacled with sea - shells,List([40, 153)))"	"He is usually represented as a merman, having the upper body of a human and the tail of a fish, ""sea-hued"", according to Ovid ""his shoulders barnacled with sea-shells""."
0.3497525988439521		SimpleArgument(Triton (mythology) Triton (/ˈtraɪtən/; Greek: Τρίτων Tritōn),List([0, 2)))	Relation(is represented as,List([3, 5), [14, 25), [26, 28)))	SimpleArgument(a merman,List([29, 37)))	"He is usually represented as a merman, having the upper body of a human and the tail of a fish, ""sea-hued"", according to Ovid ""his shoulders barnacled with sea-shells""."
