0.3842405206583326		SimpleArgument(you,List([25, 28)))	Relation(know,List([29, 33)))		Read reviews from people you know to find the best Home Contractor.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(have known Bill for,List([2, 12), [13, 17), [18, 21)))	TemporalArgument(many years,List([22, 32)))	Bill Hogue National Director of Sales & Marketing at National Roof Certification & Inspection Association 32 Reviews (562)-706-0081 Los Alamitos , CA 90720  A  Review by Larry Clark I am a attorney and I have known Bill for many years.
0.4978219019954182		SimpleArgument(I,List({0}))	Relation(have known,List([2, 12)))	SimpleArgument(Bill,List([13, 17)))	Bill Hogue National Director of Sales & Marketing at National Roof Certification & Inspection Association 32 Reviews (562)-706-0081 Los Alamitos , CA 90720  A  Review by Larry Clark I am a attorney and I have known Bill for many years.
0.8847999636040884		SimpleArgument(Director,List([20, 28)))	Relation([is] National [of],List([11, 19)))	SimpleArgument(Bill Hogue,List([0, 10)))	Bill Hogue National Director of Sales & Marketing at National Roof Certification & Inspection Association 32 Reviews (562)-706-0081 Los Alamitos , CA 90720  A  Review by Larry Clark I am a attorney and I have known Bill for many years.
0.5222094630377523		SimpleArgument(I,List({184}))	Relation(am,List([186, 188)))	SimpleArgument(a attorney,List([189, 199)))	Bill Hogue National Director of Sales & Marketing at National Roof Certification & Inspection Association 32 Reviews (562)-706-0081 Los Alamitos , CA 90720  A  Review by Larry Clark I am a attorney and I have known Bill for many years.
0.7658687174411161	Context(another friend told,List([27, 50)))	SimpleArgument(Bill,List([54, 58)))	Relation(had,List([59, 62)))	SimpleArgument(some questions concerning the care of his ageing mother,List([63, 118)))	I was introduced to him by another friend who told me Bill had some questions concerning the care of his ageing mother.
0.8639194966353537		SimpleArgument(another friend,List([27, 41)))	Relation(told me,List([46, 50), [51, 53)))	SimpleArgument(Bill had some questions concerning the care of his ageing mother,List([54, 118)))	I was introduced to him by another friend who told me Bill had some questions concerning the care of his ageing mother.
0.8135933843988492		SimpleArgument(another friend,List([27, 41)))	Relation(told,List([46, 50)))	SimpleArgument(me,List([51, 53)))	I was introduced to him by another friend who told me Bill had some questions concerning the care of his ageing mother.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(was introduced to him by,List([2, 16), [17, 23), [24, 26)))	SimpleArgument(another friend,List([27, 41)))	I was introduced to him by another friend who told me Bill had some questions concerning the care of his ageing mother.
0.30899953469486874		SimpleArgument(I,List({0}))	Relation(was introduced to,List([2, 16), [17, 19)))	SimpleArgument(him,List([20, 23)))	I was introduced to him by another friend who told me Bill had some questions concerning the care of his ageing mother.
0.15707896631366275	Context(he to invest to see,List([32, 77)))	SimpleArgument(she,List([83, 86)))	Relation(was well cared,List([87, 101)))		Upon meeting Bill I sensed he was seeking the best available care for his mom and that he was willing to invest his time as well as his resources to see that she was well cared for.
