0.7685182436997187		SimpleArgument(a daily political briefing,List([15, 41)))	Relation(published,List([42, 51)))		The Hotline is a daily political briefing published, alongside National Journal, by Atlantic Media from its headquarters at The Watergate complex in Washington, D.C..
0.9436740204769645		SimpleArgument(The Hotline,List([0, 11)))	Relation(is,List([12, 14)))	SimpleArgument(a daily political briefing published,List([15, 51)))	The Hotline is a daily political briefing published, alongside National Journal, by Atlantic Media from its headquarters at The Watergate complex in Washington, D.C..
0.22015391053105568		SimpleArgument(It,List([0, 2)))	Relation(is edited,List([3, 5), [16, 22)))	TemporalArgument(currently,List([6, 15)))	It is currently edited by Scott Bland.
0.3929209860966329		SimpleArgument(It,List([0, 2)))	Relation(is edited by,List([3, 5), [16, 22), [23, 25)))	SimpleArgument(Scott Bland,List([26, 37)))	It is currently edited by Scott Bland.
0.9382554258342916		SimpleArgument(The Hotline,List([0, 11)))	Relation(was founded by,List([12, 23), [24, 26)))	SimpleArgument(Roger Craver,List([27, 39)))	The Hotline was founded by Doug Bailey and Roger Craver in 1987, and published independently until its acquisition in 1996 by National Journal Group, now a subsidiary of Atlantic Media.
0.7440220930148851		SimpleArgument(The Hotline,List([0, 11)))	Relation(was founded in,List([12, 23), [39, 41)))	TemporalArgument(1987,List([42, 46)))	The Hotline was founded by Doug Bailey and Roger Craver in 1987, and published independently until its acquisition in 1996 by National Journal Group, now a subsidiary of Atlantic Media.
0.9382554258342916		SimpleArgument(The Hotline,List([0, 11)))	Relation(was founded by,List([12, 23), [24, 26)))	SimpleArgument(Doug Bailey,List([27, 38)))	The Hotline was founded by Doug Bailey and Roger Craver in 1987, and published independently until its acquisition in 1996 by National Journal Group, now a subsidiary of Atlantic Media.
0.8918717465970578		SimpleArgument(The Hotline,List([0, 11)))	Relation(was published independently until,List([12, 39), [40, 45)))	TemporalArgument(its acquisition in 1996 by National Journal Group,List([46, 95)))	The Hotline was founded by Doug Bailey and Roger Craver in 1987, and published independently until its acquisition in 1996 by National Journal Group, now a subsidiary of Atlantic Media.
0.944056173886228		SimpleArgument(The Hotline 's primary audience,List([0, 31)))	Relation(includes,List([32, 40)))	SimpleArgument(pundits,List([41, 48)))	The Hotline's primary audience includes Congressional staffers, political operatives and pundits.
0.944056173886228		SimpleArgument(The Hotline 's primary audience,List([0, 31)))	Relation(includes,List([32, 40)))	SimpleArgument(political operatives,List([41, 61)))	The Hotline's primary audience includes Congressional staffers, political operatives and pundits.
0.944056173886228		SimpleArgument(The Hotline 's primary audience,List([0, 31)))	Relation(includes,List([32, 40)))	SimpleArgument(Congressional staffers,List([41, 63)))	The Hotline's primary audience includes Congressional staffers, political operatives and pundits.
0.9256263201643982		SimpleArgument(that day 's political events,List([47, 75)))	Relation(relating to,List([76, 84), [85, 87)))	SimpleArgument(upcoming national elections,List([88, 115)))	It is a comprehensive, non-partisan digest of that day's political events relating to upcoming statewide and national elections.
0.9256263201643982		SimpleArgument(that day 's political events,List([47, 75)))	Relation(relating to,List([76, 84), [85, 87)))	SimpleArgument(upcoming statewide elections,List([88, 116)))	It is a comprehensive, non-partisan digest of that day's political events relating to upcoming statewide and national elections.
0.3903405872496775		SimpleArgument(It,List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(a comprehensive , non-partisan digest of that day 's political events,List([6, 75)))	It is a comprehensive, non-partisan digest of that day's political events relating to upcoming statewide and national elections.
0.9143456855143793		SimpleArgument(The Hotline,List([0, 11)))	Relation(condensing digital political coverage from,List([33, 43), [44, 70), [71, 75)))	TemporalArgument(the previous 24 hours,List([76, 97)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9143456855143793		SimpleArgument(The Hotline,List([0, 11)))	Relation(condensing,List([33, 43)))	SimpleArgument(digital political coverage,List([44, 70)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9132357803109601		SimpleArgument(The Hotline,List([0, 11)))	Relation(is published,List([12, 24)))	SimpleArgument(condensing digital political coverage from the previous 24 hours,List([33, 97)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9143456855143793		SimpleArgument(The Hotline,List([0, 11)))	Relation(condensing,List([33, 43)))	SimpleArgument(magazine,List([44, 52)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9132357803109601		SimpleArgument(The Hotline,List([0, 11)))	Relation(is published,List([12, 24)))	SimpleArgument(condensing magazine,List([33, 52)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9143456855143793		SimpleArgument(The Hotline,List([0, 11)))	Relation(condensing,List([33, 43)))	SimpleArgument(newspaper,List([44, 53)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9132357803109601		SimpleArgument(The Hotline,List([0, 11)))	Relation(is published,List([12, 24)))	SimpleArgument(condensing newspaper,List([33, 53)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.816575697747956		SimpleArgument(The Hotline,List([0, 11)))	Relation(is published,List([12, 24)))	TemporalArgument(daily,List([25, 30)))	The Hotline is published daily, condensing newspaper, magazine and digital political coverage from the previous 24 hours.
0.9266232318014763		SimpleArgument(The Hotline,List([0, 11)))	Relation(puts together,List([12, 16), [17, 25)))	SimpleArgument(a comprehensive digest of campaign news,List([26, 65)))	The Hotline comes out with a daily compendium of the morning's political headlines with "Wake-Up Call" and puts together a comprehensive digest of election and campaign news across the country with "Latest Edition."
0.9605824069728295		SimpleArgument(The Hotline,List([0, 11)))	Relation(puts together,List([12, 16), [17, 25)))	SimpleArgument(a comprehensive digest of election across the country with " Latest Edition,List([26, 101)))	The Hotline comes out with a daily compendium of the morning's political headlines with "Wake-Up Call" and puts together a comprehensive digest of election and campaign news across the country with "Latest Edition."
0.8552025907515035		SimpleArgument(The Hotline,List([0, 11)))	Relation(puts,List([12, 16)))	SimpleArgument(together,List([17, 25)))	The Hotline comes out with a daily compendium of the morning's political headlines with "Wake-Up Call" and puts together a comprehensive digest of election and campaign news across the country with "Latest Edition."
0.7877083798986204		SimpleArgument(The Hotline,List([0, 11)))	Relation(comes out,List([12, 21)))		The Hotline comes out with a daily compendium of the morning's political headlines with "Wake-Up Call" and puts together a comprehensive digest of election and campaign news across the country with "Latest Edition."
0.9436221120476838		SimpleArgument(The Hotline reporters,List([0, 21)))	Relation(contribute to,List([22, 32), [33, 35)))	SimpleArgument(National Journal's overall political coverage,List([36, 81)))	The Hotline reporters contribute to National Journal's overall political coverage.
0.763639892286197		SimpleArgument(you,List([60, 63)))	Relation(called me,List([68, 74), [75, 77)))	TemporalArgument(The day before the first cattle-call of the 1992 campaign,List([1, 58)))	"The day before the first cattle-call of the 1992 campaign, you all called me 'a Little Rock in a big pile.'
0.5757585543944883		SimpleArgument(you,List([60, 63)))	Relation(called me,List([68, 74), [75, 77)))	SimpleArgument(a Little Rock,List([79, 92)))	"The day before the first cattle-call of the 1992 campaign, you all called me 'a Little Rock in a big pile.'
