0.38089450366724514		SimpleArgument(British Columbia,List([48, 64)))	Relation([is] the former mayor of,List([17, 36)))	SimpleArgument(Coquitlam,List([37, 46)))	Maxine Wilson is the former mayor of Coquitlam, British Columbia.
0.9527410621066101		SimpleArgument(Maxine Wilson,List([0, 13)))	Relation(is,List([14, 16)))	SimpleArgument(the former mayor of Coquitlam,List([17, 46)))	Maxine Wilson is the former mayor of Coquitlam, British Columbia.
0.9197759696552441		SimpleArgument(Wilson,List([34, 40)))	Relation(grew up on,List([41, 48), [49, 51)))	SpatialArgument(a family farm,List([52, 65)))	Born in 1946 in Portland, Oregon, Wilson grew up on a family farm.
0.8557456177405949		SimpleArgument(Wilson,List([10, 16)))	Relation(moved to Canada In,List([0, 2), [17, 25), [26, 32)))	TemporalArgument(1959,List([3, 7)))	In 1959, Wilson moved to Canada with her parents and sister.
0.9324144673478683		SimpleArgument(Wilson,List([10, 16)))	Relation(moved to,List([17, 22), [23, 25)))	SimpleArgument(Canada,List([26, 32)))	In 1959, Wilson moved to Canada with her parents and sister.
0.7595452607525546		SimpleArgument(her father,List([60, 70)))	Relation(bought a farm,List([71, 77), [78, 84)))	SpatialArgument(Dawson Creek,List([22, 34)))	The family settled in Dawson Creek, British Columbia, where her father bought a farm.
0.6381012045821894		SimpleArgument(her father,List([60, 70)))	Relation(bought,List([71, 77)))	SimpleArgument(a farm,List([78, 84)))	The family settled in Dawson Creek, British Columbia, where her father bought a farm.
0.9180804252893389		SimpleArgument(The family,List([0, 10)))	Relation(settled in,List([11, 18), [19, 21)))	SimpleArgument(Dawson Creek,List([22, 34)))	The family settled in Dawson Creek, British Columbia, where her father bought a farm.
0.29886655727758943		SimpleArgument(she,List([19, 22)))	Relation(worked as an elementary school teacher From,List([0, 4), [23, 53), [54, 61)))	TemporalArgument(1969 to 1975,List([5, 17)))	From 1969 to 1975, she worked as an elementary school teacher.
0.45170382506656653		SimpleArgument(she,List([19, 22)))	Relation(worked as,List([23, 29), [30, 32)))	SimpleArgument(an elementary school teacher,List([33, 61)))	From 1969 to 1975, she worked as an elementary school teacher.
0.5699038993321599		SimpleArgument(She,List([0, 3)))	Relation(joined,List([4, 10)))	TemporalArgument(took part in the last Sullivan Royal Commission on Education,List([19, 79)))	She joined the first formal Parent Advisory Council (PAC) in Coquitlam, and in 1988 took part in the last Sullivan Royal Commission on Education.
0.22506131975927415		SimpleArgument(She,List([0, 3)))	Relation(joined in,List([4, 10), [11, 13)))	TemporalArgument(1988,List([14, 18)))	She joined the first formal Parent Advisory Council (PAC) in Coquitlam, and in 1988 took part in the last Sullivan Royal Commission on Education.
0.3929209860966329		SimpleArgument(She,List([0, 3)))	Relation(joined the first formal Parent Advisory Council in,List([4, 10), [11, 51), [60, 62)))	SpatialArgument(Coquitlam,List([63, 72)))	She joined the first formal Parent Advisory Council (PAC) in Coquitlam, and in 1988 took part in the last Sullivan Royal Commission on Education.
0.4978219019954182		SimpleArgument(She,List([0, 3)))	Relation(joined,List([4, 10)))	SimpleArgument(the first formal Parent Advisory Council,List([11, 51)))	She joined the first formal Parent Advisory Council (PAC) in Coquitlam, and in 1988 took part in the last Sullivan Royal Commission on Education.
0.9329286852051247		SimpleArgument(the BC Confederation,List([34, 54)))	Relation(became,List([55, 61)))	SimpleArgument(a school trustee,List([62, 78)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.9439070193972718		SimpleArgument(Wilson,List([19, 25)))	Relation(founded the BC Confederation In,List([0, 2), [26, 40), [41, 54)))	TemporalArgument(the same year,List([3, 16)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.9197759696552441		SimpleArgument(Wilson,List([19, 25)))	Relation(founded the BC Confederation,List([26, 33), [34, 54)))	TemporalArgument(became a school trustee,List([55, 78)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.9324144673478683		SimpleArgument(Wilson,List([19, 25)))	Relation(founded,List([26, 33)))	SimpleArgument(the BC Confederation,List([34, 54)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.9571273444860117		SimpleArgument(Wilson,List([19, 25)))	Relation(founded the BC Confederation of Parent Advisory Councils In,List([0, 2), [26, 73), [74, 82)))	TemporalArgument(the same year,List([3, 16)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.9324144673478683		SimpleArgument(Wilson,List([19, 25)))	Relation(founded,List([26, 33)))	SimpleArgument(the BC Confederation of Parent Advisory Councils,List([34, 82)))	In the same year, Wilson founded the BC Confederation of Parent Advisory Councils and became a school trustee.
0.49479054882300944		SimpleArgument(four,List([70, 74)))	Relation(chaired,List([88, 95)))	SimpleArgument(she,List([84, 87)))	Her position on the School District 43 School Board lasted ten years, four in which she chaired.
0.8246290011800848		SimpleArgument(Her position on the School District 43 School Board,List([0, 51)))	Relation(lasted,List([52, 58)))	SimpleArgument(ten years,List([59, 68)))	Her position on the School District 43 School Board lasted ten years, four in which she chaired.
0.29886655727758943		SimpleArgument(she,List([10, 13)))	Relation(was elected to the Coquitlam City Council In,List([0, 17), [18, 47), [48, 55)))	TemporalArgument(1998,List([3, 7)))	In 1998, she was elected to the Coquitlam City Council, and in 2005 won a close race for mayoralty against incumbent mayor Jon Kingsbury.
0.4978219019954182		SimpleArgument(she,List([10, 13)))	Relation(was elected to,List([14, 25), [26, 28)))	SimpleArgument(the Coquitlam City Council,List([29, 55)))	In 1998, she was elected to the Coquitlam City Council, and in 2005 won a close race for mayoralty against incumbent mayor Jon Kingsbury.
0.9990000128746033		SimpleArgument(She,List([0, 0)))	Relation(lost,List([0, 0)))	SimpleArgument(2008 race,List(null))	She lost the 2008 race to Richard Stewart.
0.4978219019954182		SimpleArgument(She,List([0, 3)))	Relation(lost the 2008 race to,List([4, 8), [9, 22), [23, 25)))	SimpleArgument(Richard Stewart,List([26, 41)))	She lost the 2008 race to Richard Stewart.
0.5222094630377523		SimpleArgument(She,List([0, 3)))	Relation(lost,List([4, 8)))	SimpleArgument(the 2008 race,List([9, 22)))	She lost the 2008 race to Richard Stewart.
