0.8847999636040884		SimpleArgument(Mr. Lichwala,List([0, 12)))	Relation(is a member of,List([13, 27)))	SimpleArgument(the State Bar,List([28, 41)))	Mr. Lichwala is a licensed attorney in the United States and a member of the State Bar of Arizona.
0.9527410621066101		SimpleArgument(Mr. Lichwala,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(a member of the State Bar of Arizona,List([16, 52)))	Mr. Lichwala is a licensed attorney in the United States and a member of the State Bar of Arizona.
0.9527410621066101		SimpleArgument(Mr. Lichwala,List([0, 12)))	Relation(is,List([13, 15)))	SimpleArgument(a licensed attorney in the United States,List([16, 56)))	Mr. Lichwala is a licensed attorney in the United States and a member of the State Bar of Arizona.
0.9197759696552441		SimpleArgument(Tomasz,List([0, 6)))	Relation(combines his international background with knowledge of both common - law systems into,List([7, 15), [16, 88), [89, 93)))	SimpleArgument(a global approach to practice of law,List([94, 130)))	Tomasz combines his international background with knowledge of both civil-law and common-law systems into a global approach to practice of law.
0.9089272661524443		SimpleArgument(Tomasz,List([0, 6)))	Relation(combines,List([7, 15)))	SimpleArgument(his international background with knowledge of both common - law systems,List([16, 88)))	Tomasz combines his international background with knowledge of both civil-law and common-law systems into a global approach to practice of law.
0.9089272661524443		SimpleArgument(Tomasz,List([0, 6)))	Relation(combines,List([7, 15)))	SimpleArgument(his international background with knowledge of both civil - law into a global approach to practice of law,List([16, 121)))	Tomasz combines his international background with knowledge of both civil-law and common-law systems into a global approach to practice of law.
0.9166044900803317		SimpleArgument(Tomasz,List([54, 60)))	Relation(obtained his Juris Doctor degree in the United States After,List([0, 5), [61, 107), [108, 114)))	TemporalArgument(receiving his Master of Laws degree in Poland,List([6, 51)))	After receiving his Master of Laws degree in Poland, Tomasz continued his legal career and obtained his Juris Doctor degree in the United States.
0.8821938819052391		SimpleArgument(Tomasz,List([54, 60)))	Relation(obtained,List([61, 69)))	SimpleArgument(his Juris Doctor degree in the United States,List([70, 114)))	After receiving his Master of Laws degree in Poland, Tomasz continued his legal career and obtained his Juris Doctor degree in the United States.
0.8943077592892261		SimpleArgument(Tomasz,List([54, 60)))	Relation(continued his legal career After,List([0, 5), [61, 80), [81, 87)))	TemporalArgument(receiving his Master of Laws degree in Poland,List([6, 51)))	After receiving his Master of Laws degree in Poland, Tomasz continued his legal career and obtained his Juris Doctor degree in the United States.
0.8273172415259126		SimpleArgument(Tomasz,List([54, 60)))	Relation(continued,List([61, 70)))	SimpleArgument(his legal career,List([71, 87)))	After receiving his Master of Laws degree in Poland, Tomasz continued his legal career and obtained his Juris Doctor degree in the United States.
0.547338059826203		SimpleArgument(he,List([22, 24)))	Relation(served as a professor 's teaching assistant in contracts law in,List([6, 8), [30, 86), [87, 90)))	SpatialArgument(law school,List([9, 19)))	While in law school, he worked for a multi-practice law firm in Arizona and also served as a professor's teaching assistant in contracts law.
0.41051436014453063		SimpleArgument(he,List([22, 24)))	Relation(served as,List([30, 36), [37, 39)))	SimpleArgument(a professor 's teaching assistant in contracts law,List([40, 90)))	While in law school, he worked for a multi-practice law firm in Arizona and also served as a professor's teaching assistant in contracts law.
0.547338059826203		SimpleArgument(he,List([22, 24)))	Relation(worked for a multi-practice law firm in Arizona While,List([0, 5), [25, 64), [65, 72)))	SpatialArgument(in law school,List([6, 19)))	While in law school, he worked for a multi-practice law firm in Arizona and also served as a professor's teaching assistant in contracts law.
0.4978219019954182		SimpleArgument(he,List([22, 24)))	Relation(worked for,List([25, 31), [32, 35)))	SimpleArgument(a multi-practice law firm in Arizona,List([36, 72)))	While in law school, he worked for a multi-practice law firm in Arizona and also served as a professor's teaching assistant in contracts law.
0.6138676038426771		SimpleArgument(he,List([14, 16)))	Relation(became certified under,List([17, 33), [34, 39)))	SpatialArgument(Internal Revenue Service Volunteer Income Tax Assistance ( VITA ) program,List([40, 113)))	In addition, he was involved in law school tax clinic and became certified under Internal Revenue Service Volunteer Income Tax Assistance (VITA) program.
0.45170382506656653		SimpleArgument(he,List([14, 16)))	Relation(was involved in,List([17, 29), [30, 32)))	SimpleArgument(law school tax clinic,List([33, 54)))	In addition, he was involved in law school tax clinic and became certified under Internal Revenue Service Volunteer Income Tax Assistance (VITA) program.
0.9250606141558615		SimpleArgument(an American citizenship,List([124, 147)))	Relation(organized by,List([148, 157), [158, 160)))	SimpleArgument(U.S. Congressman,List([161, 177)))	Tomasz has also provided pro bono legal assistance during the annual Citizenship Day, a project for immigrants applying for an American citizenship organized by U.S. Congressman.
0.8942434158739456		SimpleArgument(immigrants,List([100, 110)))	Relation(applying for,List([111, 119), [120, 123)))	SimpleArgument(an American citizenship,List([124, 147)))	Tomasz has also provided pro bono legal assistance during the annual Citizenship Day, a project for immigrants applying for an American citizenship organized by U.S. Congressman.
0.8618604744603005		SimpleArgument(Tomasz,List([0, 6)))	Relation(has provided,List([7, 10), [16, 24)))	SimpleArgument(a project for immigrants,List([86, 110)))	Tomasz has also provided pro bono legal assistance during the annual Citizenship Day, a project for immigrants applying for an American citizenship organized by U.S. Congressman.
