0.8847999636040884		SimpleArgument(Farm,List([19, 23)))	Relation([is] Family [of],List([12, 18)))	SimpleArgument(Joe Huber,List([0, 9)))	Joe Huber's Family Farm & Restaurant
0.38089450366724514		SimpleArgument(Jr,List([61, 63)))	Relation([is] the son of,List([29, 39)))	SimpleArgument(the late Joe Huber,List([40, 58)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.38089450366724514		SimpleArgument(III,List([23, 26)))	Relation([is] the son of,List([29, 39)))	SimpleArgument(the late Joe Huber,List([40, 58)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.38089450366724514		SimpleArgument(III,List([23, 26)))	Relation([is] the son of,List([29, 39)))	SimpleArgument(Bonnie,List([40, 46)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.45649103906115895		SimpleArgument(the riding lawn mower he was using,List([145, 179)))	Relation(overturned,List([180, 190)))		Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.9025419074716253		SimpleArgument(the riding lawn mower,List([145, 166)))	Relation(was using,List([170, 179)))	SimpleArgument(he,List([167, 169)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.8856490772092467		SimpleArgument(Joe HujoehuberIIIber,List([0, 20)))	Relation(died,List([51, 55)))	TemporalArgument(when the riding lawn mower he was using overturned into a pond,List([140, 202)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.8934644291176528		SimpleArgument(Joe HujoehuberIIIber,List([0, 20)))	Relation(died on,List([51, 55), [113, 115)))	TemporalArgument(July 27 around 11:00 am,List([116, 139)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.8745666244973122		SimpleArgument(Joe HujoehuberIIIber,List([0, 20)))	Relation(died,List([51, 55)))	TemporalArgument(following an accident at his home in Starlight,List([56, 102)))	Joe Huber III Joe HujoehuberIIIber, III, the son of Bonnie and the late Joe Huber, Jr., died following an accident at his home in Starlight, Indiana on July 27 around 11:00am when the riding lawn mower he was using overturned into a pond.
0.27813615858960106		SimpleArgument(He,List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(60,List([7, 9)))	He was 60.
0.9030401971054747		SimpleArgument(a neighbor,List([38, 48)))	Relation(called,List([49, 55)))	SimpleArgument(police after the accident,List([56, 81)))	A family member told WHAS11 News that a neighbor called police after the accident.
0.9424519621637973		SimpleArgument(A family member,List([0, 15)))	Relation(told,List([16, 20)))	SimpleArgument(WHAS11 News,List([21, 32)))	A family member told WHAS11 News that a neighbor called police after the accident.
0.9048739420098166	Context(They reported,List([0, 18)))	SimpleArgument(the mower,List([24, 33)))	Relation(was,List([34, 37)))	SimpleArgument(a zero turn model,List([38, 55)))	They also reported that the mower was a zero turn model.
0.5102200728459018		SimpleArgument(They,List([0, 4)))	Relation(reported that,List([10, 18), [19, 23)))	SimpleArgument(the mower was a zero turn model,List([24, 55)))	They also reported that the mower was a zero turn model.
0.9052256377408016		SimpleArgument(events throughout the year,List([81, 107)))	Relation(raise,List([113, 118)))	SimpleArgument(thousands of dollars,List([119, 139)))	The Huber family has supported the WHAS Crusade for Children for decades hosting events throughout the year that raise thousands of dollars.
0.7554233141417257		SimpleArgument(decades,List([65, 72)))	Relation(hosting,List([73, 80)))	SimpleArgument(events throughout the year that raise thousands of dollars,List([81, 139)))	The Huber family has supported the WHAS Crusade for Children for decades hosting events throughout the year that raise thousands of dollars.
0.9485955390117107		SimpleArgument(The Huber family,List([0, 16)))	Relation(has supported the WHAS Crusade for Children for,List([17, 30), [31, 60), [61, 64)))	TemporalArgument(decades,List([65, 72)))	The Huber family has supported the WHAS Crusade for Children for decades hosting events throughout the year that raise thousands of dollars.
0.9436221120476838		SimpleArgument(The Huber family,List([0, 16)))	Relation(has supported,List([17, 30)))	SimpleArgument(the WHAS Crusade for Children,List([31, 60)))	The Huber family has supported the WHAS Crusade for Children for decades hosting events throughout the year that raise thousands of dollars.
0.8281480256057071		SimpleArgument(those donations,List([11, 26)))	Relation(total more than $ 130,000 Since,List([0, 5), [27, 44), [44, 51)))	TemporalArgument(1989,List([6, 10)))	Since 1989 those donations total more than $130,000.
0.7665350501724939		SimpleArgument(those donations,List([11, 26)))	Relation(total,List([27, 32)))	SimpleArgument(more than $130,000,List([33, 51)))	Since 1989 those donations total more than $130,000.
0.9167891390906407		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a balloon glow to,List([68, 74), [75, 89), [109, 111)))	SimpleArgument(benefit the Crusade for Children,List([112, 144)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.9442110632705061		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a balloon glow,List([68, 74), [75, 89)))	TemporalArgument(July 25,List([101, 108)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.9530647582435334		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a balloon glow,List([68, 74), [75, 89)))	TemporalArgument(Saturday,List([90, 98)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.944056173886228		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted,List([68, 74)))	SimpleArgument(a balloon glow,List([75, 89)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.38089450366724514		SimpleArgument(Restaurant,List([57, 67)))	Relation([is] Family [of],List([50, 56)))	SimpleArgument(Joe Huber,List([40, 49)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.9167891390906407		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a craft show to,List([68, 74), [75, 87), [112, 114)))	SimpleArgument(benefit the Crusade for Children,List([115, 147)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.9442110632705061		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a craft show,List([68, 74), [75, 87)))	TemporalArgument(July 25,List([104, 111)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
0.9530647582435334		SimpleArgument(the Joe Huber Family Restaurant,List([36, 67)))	Relation(hosted a craft show,List([68, 74), [75, 87)))	TemporalArgument(glow Saturday,List([88, 101)))	As an example of their commitment, the Joe Huber Family Farm and Restaurant hosted a craft show and balloon glow Saturday, July 25 to benefit the Crusade for Children.
