0.9436740204769645		SimpleArgument(Brian NeSmith,List([0, 13)))	Relation(is,List([14, 16)))	SimpleArgument(an American technology entrepreneur,List([17, 52)))	Brian NeSmith is an American technology entrepreneur.
0.7710170944286929		SimpleArgument(a network security startup,List([49, 75)))	Relation(founded in,List([79, 86), [87, 89)))	TemporalArgument(2012,List([90, 94)))	He is currently the CEO of Arctic Wolf Networks, a network security startup he founded in 2012.
0.5229421046090251		SimpleArgument(He,List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(the CEO of Arctic Wolf Networks,List([16, 47)))	He is currently the CEO of Arctic Wolf Networks, a network security startup he founded in 2012.
0.2724783810037946		SimpleArgument(He,List([0, 2)))	Relation(is the CEO of Arctic Wolf Networks,List([3, 5), [16, 47)))	TemporalArgument(currently,List([6, 15)))	He is currently the CEO of Arctic Wolf Networks, a network security startup he founded in 2012.
0.15707896631366275	Context(he helped take,List([72, 86)))	SimpleArgument(he,List([72, 74)))	Relation(helped take public helped,List([75, 81), [82, 86)))		Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.9646015817911849		SimpleArgument(Brian,List([23, 28)))	Relation(served as CEO of Blue Coat Systems,List([29, 35), [36, 63)))	TemporalArgument(Prior to Arctic Wolf,List([0, 20)))	Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.9324144673478683		SimpleArgument(Brian,List([23, 28)))	Relation(served as,List([29, 35), [36, 38)))	SimpleArgument(CEO of Blue Coat Systems,List([39, 63)))	Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.15707896631366275	Context(he helped take,List([78, 92)))	SimpleArgument(he,List([78, 80)))	Relation(helped take public helped,List([81, 87), [88, 92)))		Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.18272787056513734		SimpleArgument(he,List([78, 80)))	Relation(helped take,List([81, 92)))	SimpleArgument(public,List([93, 99)))	Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.9535742383652521		SimpleArgument(Brian,List([23, 28)))	Relation(served as president of Blue Coat Systems,List([29, 35), [36, 69)))	TemporalArgument(Prior to Arctic Wolf,List([0, 20)))	Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.9324144673478683		SimpleArgument(Brian,List([23, 28)))	Relation(served as,List([29, 35), [36, 38)))	SimpleArgument(president of Blue Coat Systems,List([39, 69)))	Prior to Arctic Wolf, Brian served as president and CEO of Blue Coat Systems, which he helped take public.
0.5583924609505255		SimpleArgument(IPSILON Networks,List([46, 62)))	Relation(was acquired in,List([70, 82), [111, 113)))	TemporalArgument(early 1998,List([114, 124)))	Before Blue Coat, NeSmith had been the CEO at IPSILON Networks, which was acquired by Nokia Telecommunications in early 1998.
0.8686046105879486		SimpleArgument(IPSILON Networks,List([46, 62)))	Relation(was acquired by,List([70, 82), [83, 85)))	SimpleArgument(Nokia Telecommunications,List([86, 110)))	Before Blue Coat, NeSmith had been the CEO at IPSILON Networks, which was acquired by Nokia Telecommunications in early 1998.
0.9529384246512104		SimpleArgument(NeSmith,List([18, 25)))	Relation(had been the CEO Before,List([0, 29), [30, 38), [39, 42)))	TemporalArgument(Blue Coat,List([7, 16)))	Before Blue Coat, NeSmith had been the CEO at IPSILON Networks, which was acquired by Nokia Telecommunications in early 1998.
0.9324144673478683		SimpleArgument(NeSmith,List([18, 25)))	Relation(had been the CEO at,List([26, 34), [35, 42), [43, 45)))	SpatialArgument(IPSILON Networks,List([46, 62)))	Before Blue Coat, NeSmith had been the CEO at IPSILON Networks, which was acquired by Nokia Telecommunications in early 1998.
0.9197759696552441		SimpleArgument(NeSmith,List([18, 25)))	Relation(had been,List([26, 34)))	SimpleArgument(the CEO,List([35, 42)))	Before Blue Coat, NeSmith had been the CEO at IPSILON Networks, which was acquired by Nokia Telecommunications in early 1998.
0.9567562066335041		SimpleArgument(NeSmith,List([0, 7)))	Relation(was also,List([8, 16)))	SimpleArgument(the founder of the now defunct FC Gold Pride of Women 's Professional Soccer,List([17, 93)))	NeSmith was also the majority owner and founder of the now defunct FC Gold Pride of Women's Professional Soccer.
0.38089450366724514		SimpleArgument(Soccer,List([94, 100)))	Relation([is] Professional [of],List([81, 93)))	SimpleArgument(Women,List([72, 77)))	NeSmith was also the majority owner and founder of the now defunct FC Gold Pride of Women's Professional Soccer.
0.9567562066335041		SimpleArgument(NeSmith,List([0, 7)))	Relation(was also,List([8, 16)))	SimpleArgument(the majority owner of the now defunct FC Gold Pride of Women 's Professional Soccer,List([17, 100)))	NeSmith was also the majority owner and founder of the now defunct FC Gold Pride of Women's Professional Soccer.
0.3853208301752743		SimpleArgument(Nancy,List([32, 37)))	Relation([is] wife [of],List([27, 31)))	SimpleArgument(him,List([23, 26)))	He founded the club in the spring of 2009 and was a co-owner with his wife Nancy, who held the title of President.
0.7040884581401008		SimpleArgument(his wife,List([23, 31)))	Relation(held,List([44, 48)))	SimpleArgument(the title of President,List([49, 71)))	He founded the club in the spring of 2009 and was a co-owner with his wife Nancy, who held the title of President.
0.3723576963542719		SimpleArgument(He,List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(a co-owner with his wife,List([7, 31)))	He founded the club in the spring of 2009 and was a co-owner with his wife Nancy, who held the title of President.
0.45170382506656653		SimpleArgument(He,List([0, 2)))	Relation(founded the club in,List([3, 10), [11, 19), [20, 22)))	TemporalArgument(the spring of 2009,List([23, 41)))	He founded the club in the spring of 2009 and was a co-owner with his wife Nancy, who held the title of President.
0.45170382506656653		SimpleArgument(He,List([0, 2)))	Relation(founded,List([3, 10)))	SimpleArgument(the club,List([11, 19)))	He founded the club in the spring of 2009 and was a co-owner with his wife Nancy, who held the title of President.
0.8016573080327372		SimpleArgument(NeSmith,List([0, 7)))	Relation(graduated from the Massachusetts Institute of Technology in,List([8, 17), [18, 64), [65, 67)))	TemporalArgument(1984,List([68, 72)))	NeSmith graduated from the Massachusetts Institute of Technology in 1984 with a Bachelor's degree in electrical engineering.
0.9324144673478683		SimpleArgument(NeSmith,List([0, 7)))	Relation(graduated from,List([8, 17), [18, 22)))	SimpleArgument(the Massachusetts Institute of Technology,List([23, 64)))	NeSmith graduated from the Massachusetts Institute of Technology in 1984 with a Bachelor's degree in electrical engineering.
0.6796597830231682		SimpleArgument(his family,List([0, 10)))	Relation(live in,List([11, 15), [16, 18)))	SpatialArgument(Los Altos,List([19, 28)))	He and his family live in Los Altos, California.
0.4978219019954182		SimpleArgument(He,List([0, 2)))	Relation(live in,List([3, 7), [8, 10)))	SpatialArgument(Los Altos,List([11, 20)))	He and his family live in Los Altos, California.
