0.961961301429607		SimpleArgument(Eric Carr (born January 26, 1975,List([0, 32)))	Relation(is,List([35, 37)))	SimpleArgument(an American professional heavyweight boxer,List([38, 80)))	Eric Carr (born January 26, 1975), is an American professional heavyweight boxer.
0.9445721975409912		SimpleArgument(Eric Carr,List([0, 9)))	Relation(born,List([11, 15)))	TemporalArgument(January 26, 1975,List([16, 32)))	Eric Carr (born January 26, 1975), is an American professional heavyweight boxer.
0.944056173886228		SimpleArgument(Carr's amateur boxing career,List([0, 28)))	Relation(began at,List([29, 34), [35, 37)))	TemporalArgument(the age of 14,List([38, 51)))	Carr's amateur boxing career began at the age of 14.
0.6601056213946704		SimpleArgument(His amateur career,List([0, 18)))	Relation(produced,List([19, 27)))	SimpleArgument(a record of 56 wins with 6 losses,List([28, 61)))	His amateur career produced a record of 56 wins with 6 losses.
0.332563478582812	Context(He won,List([0, 6)))	SimpleArgument(He,List([0, 2)))	Relation(won the 1993 Golden Gloves championship defeating,List([3, 6), [7, 10)))	SimpleArgument(David Costa,List([117, 128)))	He won the 1993 Golden Gloves championship, as a light heavyweight at the Chapa's Arena in Houston, Texas, defeating David Costa.
0.4441583978729975		SimpleArgument(He,List([0, 2)))	Relation(won the 1993 Golden Gloves championship as,List([3, 6), [7, 42), [44, 46)))	SimpleArgument(a light heavyweight at the Chapa's Arena in Houston,List([47, 98)))	He won the 1993 Golden Gloves championship, as a light heavyweight at the Chapa's Arena in Houston, Texas, defeating David Costa.
0.5031023801911841		SimpleArgument(He,List([0, 2)))	Relation(won,List([3, 6)))	SimpleArgument(the 1993 Golden Gloves championship,List([7, 42)))	He won the 1993 Golden Gloves championship, as a light heavyweight at the Chapa's Arena in Houston, Texas, defeating David Costa.
0.7729734909757796		SimpleArgument(a stylish right-hand boxer,List([8, 34)))	Relation(punches,List([40, 47)))		Carr is a stylish right-hand boxer that punches with power.
0.8209690286167911		SimpleArgument(Carr,List([0, 4)))	Relation(is,List([5, 7)))	SimpleArgument(a stylish right-hand boxer that punches with power,List([8, 58)))	Carr is a stylish right-hand boxer that punches with power.
0.38089450366724514		SimpleArgument(Fire Parks,List([104, 114)))	Relation([is] former Kid [of],List([100, 103)))	SimpleArgument(WBC Continental Middleweight Champion,List([62, 99)))	Carr has sparred with boxing champions, including seven-time world middleweight champion Tommy "Hit Man" Hearns, the former WBC Continental Middleweight Champion Kid Fire Parks, and 1984 Olympics medal winner Frank Tate, the former world Middleweight Champion.
0.6341926298761225		SimpleArgument(Carr,List([0, 4)))	Relation(has sparred,List([5, 16)))		Carr has sparred with boxing champions, including seven-time world middleweight champion Tommy "Hit Man" Hearns, the former WBC Continental Middleweight Champion Kid Fire Parks, and 1984 Olympics medal winner Frank Tate, the former world Middleweight Champion.
