0.9589999914169312		SimpleArgument(Close to 20 of work IT Services industry,List([0, 0)))	Relation(has experience of,List([0, 0)))	SimpleArgument(about 17 years,List(null))	Close to 20 years of work experience, with about 17 years of experience in IT Services industry.
0.9339862216393666		SimpleArgument(Delivery Ops Management,List([216, 239)))	Relation(providing,List([276, 285)))	SimpleArgument(GTM leadership,List([286, 300)))	My core areas of expertise are: Delivering Business IT services to global clients in Application services (Development, Testing & Maintenance), Solution Design leadership, Large Deals & Strategic Pursuit management, Delivery Ops Management, Design new sub-service offerings & providing GTM leadership, People management.
0.6060389587495557		SimpleArgument(My core areas of expertise,List([0, 26)))	Relation(are Delivering Business IT services to,List([27, 30), [32, 42), [43, 63), [64, 66)))	SimpleArgument(global clients,List([67, 81)))	My core areas of expertise are: Delivering Business IT services to global clients in Application services (Development, Testing & Maintenance), Solution Design leadership, Large Deals & Strategic Pursuit management, Delivery Ops Management, Design new sub-service offerings & providing GTM leadership, People management.
0.6060389587495557		SimpleArgument(My core areas of expertise,List([0, 26)))	Relation(are Delivering,List([27, 30), [32, 42)))	SimpleArgument(Business IT services,List([43, 63)))	My core areas of expertise are: Delivering Business IT services to global clients in Application services (Development, Testing & Maintenance), Solution Design leadership, Large Deals & Strategic Pursuit management, Delivery Ops Management, Design new sub-service offerings & providing GTM leadership, People management.
0.9030401971054747		SimpleArgument(Key roles,List([2, 11)))	Relation(performed over,List([12, 21), [22, 26)))	TemporalArgument(the last 3 years,List([27, 43)))	• Key roles performed over the last 3 years –  o Regional responsible for Solution Design and Delivery in Europe for the Manufacturing vertical.
0.38089450366724514		SimpleArgument(France,List([19, 25)))	Relation([is] top Chemical Company in,List([27, 50)))	SimpleArgument(Germany ),List([51, 59)))	large Automaker in France, top Chemical Company in Germany).
0.9527410621066101		SimpleArgument(LTM deal,List([0, 8)))	Relation(wins,List([9, 13)))	SimpleArgument(TCV of close to 50M$,List([14, 34)))	LTM deal wins TCV of close to 50M$.
0.8689033256844174		SimpleArgument(Delivery Manager,List([11, 27)))	Relation(providing large scale Application Services,List([28, 37), [38, 70)))	TemporalArgument(Offshore,List([2, 10)))	o Offshore Delivery Manager providing large scale Application Services for a US based Telecom OEM major.
0.9266232318014763		SimpleArgument(Delivery Manager,List([11, 27)))	Relation(providing,List([28, 37)))	SimpleArgument(large scale Application Services,List([38, 70)))	o Offshore Delivery Manager providing large scale Application Services for a US based Telecom OEM major.
0.8960000276565552		SimpleArgument(Managed peak team size,List([0, 0)))	Relation(has people of,List([0, 0)))	SimpleArgument(400,List(null))	Managed peak team size of 400 people across India and USA.
0.9674064881959978		SimpleArgument(Excellence through value,List([2, 26)))	Relation(led,List([27, 30)))	SimpleArgument(Program setup , Quality & Productivity , Process compliance ( CMM , ITIL ) , Lean delivery,List([64, 154)))	• Excellence through value led Delivery across key dimensions – Program Planning and setup, Quality & Productivity, Process compliance (CMM, ITIL), Lean delivery, Six Sigma initiatives, Tools & Reuse.
0.9471949886383699		SimpleArgument(Excellence through value,List([2, 26)))	Relation(led Program setup , Quality & Productivity , Process compliance ( CMM , ITIL ) , Lean delivery,List([27, 30), [64, 154)))	SimpleArgument(Delivery across key dimensions,List([31, 61)))	• Excellence through value led Delivery across key dimensions – Program Planning and setup, Quality & Productivity, Process compliance (CMM, ITIL), Lean delivery, Six Sigma initiatives, Tools & Reuse.
0.9545365658649456		SimpleArgument(Program Planning , Quality & Productivity , Process compliance,List([64, 126)))	Relation(Lean,List([144, 148)))	SimpleArgument(delivery,List([149, 157)))	• Excellence through value led Delivery across key dimensions – Program Planning and setup, Quality & Productivity, Process compliance (CMM, ITIL), Lean delivery, Six Sigma initiatives, Tools & Reuse.
0.9485955390117107		SimpleArgument(Excellence through value,List([2, 26)))	Relation(led,List([27, 30)))	SimpleArgument(Delivery across key dimensions,List([31, 61)))	• Excellence through value led Delivery across key dimensions – Program Planning and setup, Quality & Productivity, Process compliance (CMM, ITIL), Lean delivery, Six Sigma initiatives, Tools & Reuse.
0.9567562066335041		SimpleArgument(Designed,List([2, 10)))	Relation(customized,List([11, 21)))	SimpleArgument(process to handle dual - language delivery ( French / Dutch with English ) expectations • Wide ranging industry experience across BFSI domains,List([22, 164)))	• Experience across various geographies – Continental Europe, UK, USA, Asia Pacific • Designed customized process to handle dual-language delivery (French/Dutch with English) expectations • Wide ranging industry experience across Manufacturing and BFSI domains.
0.9567562066335041		SimpleArgument(Designed,List([2, 10)))	Relation(customized,List([11, 21)))	SimpleArgument(process to handle dual - language delivery ( French / Dutch with English ) expectations • Wide ranging industry experience across Manufacturing domains,List([22, 173)))	• Experience across various geographies – Continental Europe, UK, USA, Asia Pacific • Designed customized process to handle dual-language delivery (French/Dutch with English) expectations • Wide ranging industry experience across Manufacturing and BFSI domains.
0.561136747682725		SimpleArgument(•,List({0}))	Relation(Have various won,List([2, 18)))		• Have various won organizational awards – across Account Management, Program Management and Project Delivery excellence categories.
0.8396499491243721		SimpleArgument(•,List({0}))	Relation(Have various won,List([2, 18)))	SpatialArgument(organizational awards - across Account Program Management excellence categories,List([19, 98)))	• Have various won organizational awards – across Account Management, Program Management and Project Delivery excellence categories.
0.8396499491243721		SimpleArgument(•,List({0}))	Relation(Have various won,List([2, 18)))	SpatialArgument(organizational awards - across Account Management excellence categories,List([19, 90)))	• Have various won organizational awards – across Account Management, Program Management and Project Delivery excellence categories.
