0.38089450366724514		SimpleArgument(Silueta,List([39, 46)))	Relation([is] a subsidiary of,List([48, 63)))	SimpleArgument(MAS holdings,List([64, 76)))	I'm a Product Development Engineer for Silueta, a subsidiary of MAS holdings.
0.5680679595514976		SimpleArgument(I,List({0}))	Relation('m,List([1, 3)))	SimpleArgument(a Product Development Engineer for Silueta,List([4, 46)))	I'm a Product Development Engineer for Silueta, a subsidiary of MAS holdings.
0.547338059826203		SimpleArgument(i,List({13}))	Relation(have had the exciting opportunity of printing the latest in active sportswear In,List([0, 19), [20, 81), [82, 92)))	SpatialArgument(this role,List([3, 12)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.5691839633287576		SimpleArgument(i,List({13}))	Relation(have had,List([15, 23)))	SimpleArgument(the exciting opportunity of printing the latest in active sportswear,List([24, 92)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.547338059826203		SimpleArgument(i,List({13}))	Relation(have had the exciting opportunity of printing the latest in intimate wear In,List([0, 19), [20, 83), [84, 88)))	SpatialArgument(this role,List([3, 12)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.5691839633287576		SimpleArgument(i,List({13}))	Relation(have had,List([15, 23)))	SimpleArgument(the exciting opportunity of printing the latest in intimate wear,List([24, 88)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.547338059826203		SimpleArgument(i,List({13}))	Relation(have had the exciting opportunity of creating In,List([0, 19), [20, 51), [52, 60)))	SpatialArgument(this role,List([3, 12)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.45170382506656653		SimpleArgument(i,List({13}))	Relation(have had,List([15, 23)))	SimpleArgument(the exciting opportunity of creating,List([24, 60)))	In this role i have had the exciting opportunity of creating and printing the latest in intimate wear and active sportswear.
0.9015729910252602		SimpleArgument(various athletes across the world.Although,List([115, 157)))	Relation(challenging,List([158, 169)))	SimpleArgument(its fun,List([170, 177)))	The most exciting part about our work is when we see our designs up on the runways of Victoria's Secret or our designs being sported by various athletes across the world.Although challenging, its fun creating such campaigns, but also we find it rewarding to see the results.
0.6796597830231682		SimpleArgument(our designs,List([86, 97)))	Relation(being sported by,List([98, 111), [112, 114)))	SimpleArgument(various athletes across the world.Although,List([115, 157)))	The most exciting part about our work is when we see our designs up on the runways of Victoria's Secret or our designs being sported by various athletes across the world.Although challenging, its fun creating such campaigns, but also we find it rewarding to see the results.
0.7675057229505143		SimpleArgument(The most exciting part about our work,List([0, 37)))	Relation(is,List([38, 40)))	SimpleArgument(when we see our designs up on the runways of our designs,List([41, 97)))	The most exciting part about our work is when we see our designs up on the runways of Victoria's Secret or our designs being sported by various athletes across the world.Although challenging, its fun creating such campaigns, but also we find it rewarding to see the results.
0.30297744566198154		SimpleArgument(we,List([46, 48)))	Relation(see up,List([49, 52), [65, 67)))	SimpleArgument(our designs,List([53, 64)))	The most exciting part about our work is when we see our designs up on the runways of Victoria's Secret or our designs being sported by various athletes across the world.Although challenging, its fun creating such campaigns, but also we find it rewarding to see the results.
