0.263652756827333	Context(We specialize,List([0, 13)))	SimpleArgument(We,List([0, 2)))	Relation(specialize in our customers leaving with,List([3, 13), [14, 16), [17, 20)))	SimpleArgument(a smile on their excited,List([44, 68)))	We specialize in our customers leaving with a smile on their face and excited to return.
0.48903187625367955		SimpleArgument(our customers,List([17, 30)))	Relation(leaving with,List([31, 38), [39, 43)))	SimpleArgument(a smile on their face,List([44, 65)))	We specialize in our customers leaving with a smile on their face and excited to return.
0.30899953469486874		SimpleArgument(We,List([0, 2)))	Relation(specialize in,List([3, 13), [14, 16)))	SimpleArgument(our customers,List([17, 30)))	We specialize in our customers leaving with a smile on their face and excited to return.
0.9909999966621399		SimpleArgument(1948 ted messner,List([0, 0)))	Relation(opened,List([0, 0)))	SimpleArgument(Hollywood Hardware,List(null))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.8672693270989391		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened Hollywood Hardware in,List([21, 23), [41, 57), [58, 66)))	TemporalArgument(1948,List([24, 28)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.9382554258342916		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened Hollywood Hardware in,List([41, 47), [48, 66), [67, 69)))	SpatialArgument(Hollywood Park Sacramento,List([70, 95)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.9382554258342916		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened,List([41, 47)))	SimpleArgument(Hollywood Hardware,List([48, 66)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.30899953469486874		SimpleArgument(he,List([77, 79)))	Relation(started out with,List([80, 91), [92, 96)))	SimpleArgument(a constant teachings of customer service from his father,List([97, 153)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.45170382506656653		SimpleArgument(he,List([77, 79)))	Relation(started out with,List([80, 91), [92, 96)))	SimpleArgument(a dusting cloth,List([97, 112)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.886695286966665		SimpleArgument(Denny,List([8, 13)))	Relation([is] son [of],List([4, 7)))	SimpleArgument(Him,List([0, 3)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.30899953469486874		SimpleArgument(he,List([77, 79)))	Relation(started out with,List([80, 91), [92, 96)))	SimpleArgument(a broom from his father,List([97, 120)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.598467018900354		SimpleArgument(His son,List([0, 7)))	Relation(has been a permanent fixture in the store since,List([14, 22), [23, 55), [56, 61)))	TemporalArgument(age of 7,List([62, 70)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.598467018900354		SimpleArgument(His son,List([0, 7)))	Relation(has been,List([14, 22)))	SimpleArgument(a permanent fixture in the store,List([23, 55)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
0.933175493637304		SimpleArgument(a 6 year KCRA Alist Winning Gift department,List([14, 57)))	Relation(founded by,List([58, 65), [66, 68)))	SimpleArgument(Denny 's oldest daughter,List([69, 93)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.9382554258342916		SimpleArgument(KCRA Alist,List([23, 33)))	Relation(Winning,List([34, 41)))	SimpleArgument(Gift department,List([42, 57)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.9481947648689547		SimpleArgument(Hollywood,List([0, 9)))	Relation(has,List([10, 13)))	SimpleArgument(a 6 year KCRA Alist Winning Gift department,List([14, 57)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.38089450366724514		SimpleArgument(Teri,List([100, 104)))	Relation([is] oldest daughter [of],List([84, 99)))	SimpleArgument(Denny,List([75, 80)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.933175493637304		SimpleArgument(a 6 year KCRA Alist Winning Housewares department,List([14, 63)))	Relation(founded by,List([64, 71), [72, 74)))	SimpleArgument(Denny 's oldest daughter,List([75, 99)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.9481947648689547		SimpleArgument(Hollywood,List([0, 9)))	Relation(has,List([10, 13)))	SimpleArgument(a 6 year KCRA Alist Winning Housewares department,List([14, 63)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.8122899511540785		SimpleArgument(Hollywood Hardware,List([0, 18)))	Relation(is owned,List([19, 21), [28, 33)))	TemporalArgument(still,List([22, 27)))	Hollywood Hardware is still owned and operated by Denny Messner and has a 6 year KCRA Alist Winning Housewares and Gift department founded by Denny's oldest daughter Teri.
0.6911319233607592	Context(the customer service has helped,List([39, 75)))	SimpleArgument(Hollywood Hardware,List([76, 94)))	Relation(remain since,List([95, 101), [114, 119)))	TemporalArgument(1948,List([120, 124)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.9067325661703171	Context(the customer service has helped,List([39, 75)))	SimpleArgument(Hollywood Hardware,List([76, 94)))	Relation(remain in,List([95, 101), [102, 104)))	SimpleArgument(business,List([105, 113)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.8892955894499794		SimpleArgument(the customer service,List([39, 59)))	Relation(has helped,List([65, 75)))	SimpleArgument(Hollywood Hardware remain in business since 1948,List([76, 124)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.826581607150746		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in the customer service,List([17, 19), [27, 35), [36, 59)))	TemporalArgument(always,List([20, 26)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.9008079614035324		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in,List([17, 19), [27, 35), [36, 38)))	SimpleArgument(the customer service,List([39, 59)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.826581607150746		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in the display,List([17, 19), [27, 35), [36, 50)))	TemporalArgument(always,List([20, 26)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.9008079614035324		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in,List([17, 19), [27, 35), [36, 38)))	SimpleArgument(the display,List([39, 50)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.826581607150746		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in the merchandise,List([17, 19), [27, 35), [36, 54)))	TemporalArgument(always,List([20, 26)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.9008079614035324		SimpleArgument(The Messner hand,List([0, 16)))	Relation(is involved in,List([17, 19), [27, 35), [36, 38)))	SimpleArgument(the merchandise,List([39, 54)))	The Messner hand is always involved in the merchandise, display and customer service that has helped Hollywood Hardware remain in business since 1948.
0.38089450366724514		SimpleArgument(Family,List([85, 91)))	Relation([is] Employee [of],List([76, 84)))	SimpleArgument(Hollywood Hardware,List([57, 75)))	The pride of the Messner family and more importantly the Hollywood Hardware Employee Family combined with the loyalty of customers over the years is the reason Hollywood Hardware is historical community fixture in Sacramento.
0.9527410621066101		SimpleArgument(Hollywood Hardware,List([160, 178)))	Relation(is,List([179, 181)))	SimpleArgument(historical community fixture in Sacramento,List([182, 224)))	The pride of the Messner family and more importantly the Hollywood Hardware Employee Family combined with the loyalty of customers over the years is the reason Hollywood Hardware is historical community fixture in Sacramento.
0.944056173886228		SimpleArgument(the Hollywood Hardware Employee Family,List([53, 91)))	Relation(combined with,List([92, 100), [101, 105)))	SimpleArgument(the loyalty of customers over the years,List([106, 145)))	The pride of the Messner family and more importantly the Hollywood Hardware Employee Family combined with the loyalty of customers over the years is the reason Hollywood Hardware is historical community fixture in Sacramento.
0.9436740204769645		SimpleArgument(Hollywood Hardware,List([0, 18)))	Relation(is,List([19, 21)))	SimpleArgument(houseware store,List([22, 37)))	Hollywood Hardware is your neighborhood hardware and houseware store for all your needs.
0.9009310879814868		SimpleArgument(Hollywood Hardware,List([0, 18)))	Relation(is,List([19, 21)))	SimpleArgument(your neighborhood hardware,List([22, 48)))	Hollywood Hardware is your neighborhood hardware and houseware store for all your needs.
0.9909999966621399		SimpleArgument(1948 ted messner,List([0, 0)))	Relation(opened,List([0, 0)))	SimpleArgument(Hollywood Hardware,List(null))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.8672693270989391		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened Hollywood Hardware in,List([21, 23), [41, 57), [58, 66)))	TemporalArgument(1948,List([24, 28)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.9382554258342916		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened Hollywood Hardware in,List([41, 47), [48, 66), [67, 69)))	SpatialArgument(Hollywood Park Sacramento,List([70, 95)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.9382554258342916		SimpleArgument(Ted Messner,List([29, 40)))	Relation(opened,List([41, 47)))	SimpleArgument(Hollywood Hardware,List([48, 66)))	Established in 1948. in 1948 Ted Messner opened Hollywood Hardware in Hollywood Park Sacramento.
0.30899953469486874		SimpleArgument(he,List([77, 79)))	Relation(started out with,List([80, 91), [92, 96)))	SimpleArgument(a constant teachings of customer service from his father,List([97, 153)))	His son Denny has been a permanent fixture in the store since age of 7 where he started out with a broom, dusting cloth and constant teachings of customer service from his father.
