0.9539657812058997		SimpleArgument(a bimonthly magazine published by the Société des Fondateurs de The Global Journal SA,List([22, 107)))	Relation(concentrating on,List([108, 121), [122, 124)))	SimpleArgument(global governance issues,List([125, 149)))	The Global Journal is a bimonthly magazine published by the Société des Fondateurs de The Global Journal SA concentrating on global governance issues.
0.9726855614196764		SimpleArgument(The Global Journal,List([0, 18)))	Relation(is,List([19, 21)))	SimpleArgument(a bimonthly magazine published by the Société des Fondateurs de The Global Journal SA concentrating on global governance issues,List([22, 149)))	The Global Journal is a bimonthly magazine published by the Société des Fondateurs de The Global Journal SA concentrating on global governance issues.
0.3929209860966329		SimpleArgument(It,List([0, 2)))	Relation(was established by,List([3, 18), [32, 34)))	SimpleArgument(Jean-Christophe Nothias,List([35, 58)))	It was established in June 2010 by Jean-Christophe Nothias.
0.4978219019954182		SimpleArgument(It,List([0, 2)))	Relation(was established in,List([3, 18), [19, 21)))	TemporalArgument(June 2010,List([22, 31)))	It was established in June 2010 by Jean-Christophe Nothias.
0.6796597830231682		SimpleArgument(Its newsroom,List([0, 12)))	Relation(is located in,List([13, 23), [24, 26)))	SpatialArgument(Geneva,List([27, 33)))	Its newsroom is located in Geneva.
0.923389866013769		SimpleArgument(The Global Journal,List([0, 18)))	Relation(has,List([19, 22)))	SimpleArgument(its largest audience in India,List([23, 52)))	The Global Journal has its largest audience in North America, Europe, and India.
0.923389866013769		SimpleArgument(The Global Journal,List([0, 18)))	Relation(has,List([19, 22)))	SimpleArgument(its largest audience in Europe,List([23, 53)))	The Global Journal has its largest audience in North America, Europe, and India.
0.923389866013769		SimpleArgument(The Global Journal,List([0, 18)))	Relation(has,List([19, 22)))	SimpleArgument(its largest audience in North America,List([23, 60)))	The Global Journal has its largest audience in North America, Europe, and India.
0.9030401971054747		SimpleArgument(The magazine,List([0, 12)))	Relation(is published in,List([13, 25), [26, 28)))	SpatialArgument(print,List([29, 34)))	The magazine is published online and in print.
0.7665350501724939		SimpleArgument(The magazine,List([0, 12)))	Relation(is published,List([13, 25)))	SpatialArgument(online,List([26, 32)))	The magazine is published online and in print.
0.9030401971054747		SimpleArgument(The magazine,List([0, 12)))	Relation(publishes,List([13, 22)))	SimpleArgument(photographs,List([23, 34)))	The magazine publishes interviews, essays, reviews, articles, and photographs and publishes a list of the Top 100 NGOs.
