0.3853208301752743		SimpleArgument(band Aerosmith,List([64, 78)))	Relation([is] hard rock [from],List([54, 63)))	SimpleArgument(United States,List([45, 53)))	"Chip Away the Stone" is a song performed by American hard rock band Aerosmith.
0.9180804252893389		SimpleArgument(a song,List([25, 31)))	Relation(performed by,List([32, 41), [42, 44)))	SimpleArgument(American hard rock band Aerosmith,List([45, 78)))	"Chip Away the Stone" is a song performed by American hard rock band Aerosmith.
0.9538634956324158		SimpleArgument(Chip Away the Stone,List([1, 20)))	Relation(is,List([22, 24)))	SimpleArgument(a song performed by American hard rock band Aerosmith,List([25, 78)))	"Chip Away the Stone" is a song performed by American hard rock band Aerosmith.
0.3497525988439521		SimpleArgument(it,List([48, 50)))	Relation(was released as,List([51, 63), [72, 74)))	SimpleArgument(the only single,List([75, 90)))	Written by professional songwriter Richie Supa, it was released in 1978 as the only single to support the band's live album Live! Bootleg.
0.22015391053105568		SimpleArgument(it,List([48, 50)))	Relation(was released as the only single in,List([51, 63), [64, 83), [84, 90)))	TemporalArgument(1978,List([67, 71)))	Written by professional songwriter Richie Supa, it was released in 1978 as the only single to support the band's live album Live! Bootleg.
0.40710919743170804		SimpleArgument(It,List([0, 2)))	Relation(also appeared,List([3, 16)))	TemporalArgument(live album,List([35, 45)))	It also appeared on the Cal Jam II live album, despite being the same recording from Live! Bootleg at Santa Monica.
0.4978219019954182		SimpleArgument(It,List([0, 2)))	Relation(also appeared on,List([3, 16), [17, 19)))	SpatialArgument(the Cal Jam II,List([20, 34)))	It also appeared on the Cal Jam II live album, despite being the same recording from Live! Bootleg at Santa Monica.
0.9000738595917936		SimpleArgument(Bootleg,List([39, 46)))	Relation(was recorded on,List([47, 59), [76, 78)))	TemporalArgument(April 8, 1978,List([79, 92)))	The live version that appears on Live! Bootleg was recorded in Santa Monica on April 8, 1978.
0.9324144673478683		SimpleArgument(Bootleg,List([39, 46)))	Relation(was recorded in,List([47, 59), [60, 62)))	SpatialArgument(Santa Monica,List([63, 75)))	The live version that appears on Live! Bootleg was recorded in Santa Monica on April 8, 1978.
0.9250606141558615		SimpleArgument(B - side,List([156, 164)))	Relation(being,List([165, 170)))	SimpleArgument(live versions of " S.O.S. ( Too Bad,List([171, 206)))	The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both "Chip Away The Stone" and "S.O.S. (Too Bad)" from their 1974 album Get Your Wings.
0.9428419046403852		SimpleArgument(the single 's B - side,List([142, 164)))	Relation(being,List([165, 170)))	SimpleArgument(live versions of both " Chip Away The Stone,List([171, 214)))	The single also featured a studio version of the track, which was recorded at Long View Farm studio in Massachusetts on June 4, 1978, with the single's B-side being live versions of both "Chip Away The Stone" and "S.O.S. (Too Bad)" from their 1974 album Get Your Wings.
