0.332563478582812	Context(I am helping,List([0, 22)))	SimpleArgument(I,List({0}))	Relation(am helping to build,List([2, 4), [15, 22), [23, 31)))	SimpleArgument(Allen + Clarke's new Australian office in Melbourne,List([32, 83)))	I am currently helping to build Allen + Clarke's new Australian office in Melbourne, Victoria.
0.17853087458024205		SimpleArgument(I,List({0}))	Relation(am helping to build Allen + Clarke 's new Australian office in Melbourne,List([2, 4), [15, 22), [23, 83)))	TemporalArgument(currently,List([5, 14)))	I am currently helping to build Allen + Clarke's new Australian office in Melbourne, Victoria.
0.4441583978729975		SimpleArgument(I,List({0}))	Relation(am helping to,List([2, 4), [15, 22), [23, 25)))	SimpleArgument(build Allen + Clarke's new Australian office in Melbourne,List([26, 83)))	I am currently helping to build Allen + Clarke's new Australian office in Melbourne, Victoria.
0.7996503302870867	Context(talented public evaluation professionals would like,List([37, 92)))	SimpleArgument(talented public evaluation professionals,List([37, 77)))	Relation(would like to know,List([82, 92), [93, 100)))	SimpleArgument(more about our work,List([101, 120)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.7996503302870867		SimpleArgument(talented public evaluation professionals,List([37, 77)))	Relation(would like to,List([82, 92), [93, 95)))	SimpleArgument(know more about our work,List([96, 120)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(am leading welcome reach outs from,List([2, 12), [13, 31), [32, 36)))	SimpleArgument(talented public evaluation professionals,List([37, 77)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.7996503302870867	Context(passionate public evaluation professionals would like,List([37, 94)))	SimpleArgument(passionate public evaluation professionals,List([37, 79)))	Relation(would like to know,List([84, 94), [95, 102)))	SimpleArgument(more about our work,List([103, 122)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.7996503302870867		SimpleArgument(passionate public evaluation professionals,List([37, 79)))	Relation(would like to,List([84, 94), [95, 97)))	SimpleArgument(know more about our work,List([98, 122)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(am leading welcome reach outs from,List([2, 12), [13, 31), [32, 36)))	SimpleArgument(passionate public evaluation professionals,List([37, 79)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.7996503302870867	Context(talented public policy professionals would like,List([37, 88)))	SimpleArgument(talented public policy professionals,List([37, 73)))	Relation(would like to know,List([78, 88), [89, 96)))	SimpleArgument(more about our work,List([97, 116)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.7996503302870867		SimpleArgument(talented public policy professionals,List([37, 73)))	Relation(would like to,List([78, 88), [89, 91)))	SimpleArgument(know more about our work,List([92, 116)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
0.45170382506656653		SimpleArgument(I,List({0}))	Relation(am leading welcome reach outs from,List([2, 12), [13, 31), [32, 36)))	SimpleArgument(talented public policy professionals,List([37, 73)))	I am leading recruitment for the office, and welcome reach outs from passionate and talented public policy and evaluation professionals who would like to know more about our work.
