0.8306090960787457		SimpleArgument(Clock repair Appraisals,List([0, 23)))	Relation(Established in,List([24, 35), [36, 38)))	TemporalArgument(1980,List([39, 43)))	Jewelry repair Watch and Clock repair Appraisals Established in 1980.
0.7351279940478935		SimpleArgument(Jewelry repair,List([0, 14)))	Relation(Established in,List([39, 50), [51, 53)))	TemporalArgument(1980,List([54, 58)))	Jewelry repair Watch and Clock repair Appraisals Established in 1980.
0.4167147161839597		SimpleArgument(Over 30,List([0, 7)))	Relation(began,List([8, 13)))	SimpleArgument(his business,List([14, 26)))	Over 30 years ago, our dear friend, Ron Osmond, opened the store and began his business.
0.3853208301752743		SimpleArgument(Ron Osmond,List([38, 48)))	Relation([is] dear friend [of],List([24, 35)))	SimpleArgument(ours,List([20, 23)))	Over 30 years ago, our dear friend, Ron Osmond, opened the store and began his business.
0.7402897141545282		SimpleArgument(our dear friend,List([20, 35)))	Relation(opened the store Over,List([0, 4), [51, 61), [62, 67)))	TemporalArgument(30 years ago,List([5, 17)))	Over 30 years ago, our dear friend, Ron Osmond, opened the store and began his business.
0.6214516678571286		SimpleArgument(our dear friend,List([20, 35)))	Relation(opened,List([51, 57)))	SimpleArgument(the store,List([58, 67)))	Over 30 years ago, our dear friend, Ron Osmond, opened the store and began his business.
0.45694023613443424	Context(he asked,List([24, 32)))	SimpleArgument(I,List({36}))	Relation(was,List([38, 41)))	SimpleArgument(interested in continuing on with the store,List([42, 84)))	Before Ron passed away, he asked if I was interested in continuing on with the store.
0.5283282283527726		SimpleArgument(he,List([24, 26)))	Relation(asked if I was interested in continuing on with the store Before,List([0, 6), [27, 78), [79, 84)))	TemporalArgument(Ron passed away,List([7, 22)))	Before Ron passed away, he asked if I was interested in continuing on with the store.
0.2560951955542683		SimpleArgument(he,List([24, 26)))	Relation(asked if,List([27, 32), [33, 35)))	SimpleArgument(I was interested in continuing on with the store,List([36, 84)))	Before Ron passed away, he asked if I was interested in continuing on with the store.
0.41051436014453063		SimpleArgument(I,List({36}))	Relation(in continuing on with,List([53, 69), [70, 74)))	SimpleArgument(the store,List([75, 84)))	Before Ron passed away, he asked if I was interested in continuing on with the store.
0.6341926298761225		SimpleArgument(Ron,List([7, 10)))	Relation(passed away,List([11, 22)))		Before Ron passed away, he asked if I was interested in continuing on with the store.
