0.9619255660711478		SimpleArgument(a major scholarship program at the University of Michigan,List([23, 80)))	Relation(founded by,List([82, 89), [90, 92)))	SimpleArgument(Avery Hopwood,List([93, 106)))	The Hopwood Awards are a major scholarship program at the University of Michigan, founded by Avery Hopwood.
0.9436221120476838		SimpleArgument(The Hopwood Awards,List([0, 18)))	Relation(are,List([19, 22)))	SimpleArgument(a major scholarship program at the University of Michigan,List([23, 80)))	The Hopwood Awards are a major scholarship program at the University of Michigan, founded by Avery Hopwood.
0.9919999837875366		SimpleArgument(one - fifth of Mr. Hopwood 's estate,List([0, 0)))	Relation(was given Under,List([0, 0)))	SimpleArgument(the terms of the will of Avery Hopwood , a prominent member of the Class of 1905 of The University of Michigan,List(null))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.38089450366724514		SimpleArgument(Avery Hopwood,List([31, 44)))	Relation([is] a prominent member of,List([47, 68)))	SimpleArgument(the Class,List([69, 78)))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.38089450366724514		SimpleArgument(Avery Hopwood,List([31, 44)))	Relation([is] a prominent dramatist [from],List([68, 77)))	SimpleArgument(United States,List([59, 67)))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.9755058516031494		SimpleArgument(one - fifth of Mr. Hopwood 's estate,List([80, 116)))	Relation(was given to the Regents of the University Under,List([0, 120), [121, 148), [149, 159)))	SpatialArgument(the terms of the will of Avery Hopwood,List([6, 44)))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.957537172965877		SimpleArgument(one - fifth of Mr. Hopwood 's estate,List([80, 116)))	Relation(was given to the Regents of the University for,List([117, 126), [127, 159), [160, 163)))	SimpleArgument(the encouragement of creative work in writing,List([164, 209)))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.9644566551015289		SimpleArgument(one - fifth of Mr. Hopwood 's estate,List([80, 116)))	Relation(was given to,List([117, 126), [127, 129)))	SimpleArgument(the Regents of the University,List([130, 159)))	Under the terms of the will of Avery Hopwood, a prominent American dramatist and member of the Class of 1905 of The University of Michigan, one-fifth of Mr. Hopwood's estate was given to the Regents of the University for the encouragement of creative work in writing.
0.9990000128746033		SimpleArgument(the Hopwood Program,List([0, 0)))	Relation(offers,List([0, 0)))	SimpleArgument(approximately $ 120000,List(null))	The first awards were made in 1931, and today the Hopwood Program offers approximately $120,000 in prizes every year to aspiring writers at the University of Michigan.
0.9539354177697028		SimpleArgument(the Hopwood Program,List([6, 25)))	Relation(offers approximately $ 120,000 in prizes every year,List([26, 32), [33, 77)))	TemporalArgument(today,List([0, 5)))	The first awards were made in 1931, and today the Hopwood Program offers approximately $120,000 in prizes every year to aspiring writers at the University of Michigan.
0.9436221120476838		SimpleArgument(the Hopwood Program,List([6, 25)))	Relation(offers approximately $ 120,000 in prizes every year to,List([26, 32), [33, 77), [78, 80)))	SimpleArgument(aspiring writers at the University of Michigan,List([81, 127)))	The first awards were made in 1931, and today the Hopwood Program offers approximately $120,000 in prizes every year to aspiring writers at the University of Michigan.
