0.9180804252893389		SimpleArgument(a poet,List([18, 24)))	Relation(writing in,List([25, 32), [33, 35)))	SpatialArgument(Sanskrit,List([36, 44)))	Srinivas Rath was a poet writing in Sanskrit.
0.9527410621066101		SimpleArgument(Srinivas Rath,List([0, 13)))	Relation(was,List([14, 17)))	SimpleArgument(a poet writing in Sanskrit,List([18, 44)))	Srinivas Rath was a poet writing in Sanskrit.
0.5680679595514976		SimpleArgument(He,List([0, 2)))	Relation(was,List([3, 6)))	SimpleArgument(instrumental in the sustenance of the Kalidas Akademi,List([7, 60)))	He lived at Ujjain, India and was instrumental in the sustenance of the Kalidas Akademi, a center of arts and literature in Western India.
0.4978219019954182		SimpleArgument(He,List([0, 2)))	Relation(lived at,List([3, 8), [9, 11)))	SpatialArgument(Ujjain,List([12, 18)))	He lived at Ujjain, India and was instrumental in the sustenance of the Kalidas Akademi, a center of arts and literature in Western India.
0.9040099618270717		SimpleArgument(a collection of poems,List([52, 73)))	Relation(entitled,List([74, 82)))	SimpleArgument(tad eva gaganam saiva dhara,List([85, 112)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9448099197148634		SimpleArgument(Rath Sahib,List([0, 10)))	Relation(had written,List([40, 51)))	SimpleArgument(a collection of poems entitled " tad eva gaganam saiva dhara,List([52, 112)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9180804252893389		SimpleArgument(a mahakavya,List([216, 227)))	Relation(entitled,List([228, 236)))	SimpleArgument(Baladevacarita,List([237, 251)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.7535117993595638		SimpleArgument(the 1990 s,List([165, 175)))	Relation(won a Sahitya Akademi Award for,List([212, 215), [216, 239), [240, 243)))	TemporalArgument(1999,List([244, 248)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9326303530331541		SimpleArgument(the 1990 s,List([165, 175)))	Relation(won,List([212, 215)))	SimpleArgument(a Sahitya Akademi Award,List([216, 239)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9246154667428675		SimpleArgument(a collection of poems entitled " tad eva gaganam saiva dhara,List([52, 112)))	Relation(published in,List([117, 126), [162, 164)))	SpatialArgument(the 1990 s,List([165, 175)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9576368693332804		SimpleArgument(a collection of poems entitled " tad eva gaganam saiva dhara,List([52, 112)))	Relation(published by,List([117, 126), [127, 129)))	SimpleArgument(the Rashtriya Sanskrit Sansthan,List([130, 161)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9537030813373246		SimpleArgument(Rath Sahib,List([0, 10)))	Relation(had written,List([40, 51)))	SimpleArgument(a collection of poems entitled " tad eva gaganam saiva dhara , " published by the Rashtriya Sanskrit Sansthan in the 1990 s ( already two impressions ) ,,List([52, 205)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.22506131975927415		SimpleArgument(he,List([16, 18)))	Relation(was called by,List([19, 29), [30, 32)))	SimpleArgument(many,List([33, 37)))	Rath Sahib, as he was called by many, had written a collection of poems entitled "tad eva gaganam saiva dhara," published by the Rashtriya Sanskrit Sansthan in the 1990s (already two impressions), which won a Sahitya Akademi Award for 1999, and completed a mahakavya entitled Baladevacarita.
0.9387281236502384		SimpleArgument(Poems of Prof. Rath,List([0, 19)))	Relation(depict,List([20, 26)))	SimpleArgument(the establishment with Indian philanthropic attitude,List([27, 79)))	Poems of Prof. Rath depict the establishment with Indian culture, patriotism, social reformation, humanitarian significance and philanthropic attitude.
0.9387281236502384		SimpleArgument(Poems of Prof. Rath,List([0, 19)))	Relation(depict,List([20, 26)))	SimpleArgument(the establishment with Indian humanitarian significance,List([27, 82)))	Poems of Prof. Rath depict the establishment with Indian culture, patriotism, social reformation, humanitarian significance and philanthropic attitude.
0.9387281236502384		SimpleArgument(Poems of Prof. Rath,List([0, 19)))	Relation(depict,List([20, 26)))	SimpleArgument(the establishment with Indian social reformation,List([27, 75)))	Poems of Prof. Rath depict the establishment with Indian culture, patriotism, social reformation, humanitarian significance and philanthropic attitude.
0.9387281236502384		SimpleArgument(Poems of Prof. Rath,List([0, 19)))	Relation(depict,List([20, 26)))	SimpleArgument(the establishment with Indian patriotism,List([27, 67)))	Poems of Prof. Rath depict the establishment with Indian culture, patriotism, social reformation, humanitarian significance and philanthropic attitude.
0.9387281236502384		SimpleArgument(Poems of Prof. Rath,List([0, 19)))	Relation(depict,List([20, 26)))	SimpleArgument(the establishment with Indian culture,List([27, 64)))	Poems of Prof. Rath depict the establishment with Indian culture, patriotism, social reformation, humanitarian significance and philanthropic attitude.
0.7761832105983137		SimpleArgument(His poetic presentation in lucid style with lyrical excellence,List([0, 62)))	Relation(attracts,List([63, 71)))	SimpleArgument(the minds of the readers,List([72, 96)))	His poetic presentation in lucid style with lyrical excellence attracts the minds of the readers.
0.9318322056713951		SimpleArgument(the poet,List([43, 51)))	Relation(observes the deterioration of ethical importance In,List([0, 2), [52, 89), [90, 100)))	SpatialArgument(the modern age of scientific progress,List([3, 40)))	In the modern age of scientific progress, the poet observes the deterioration of human value and ethical importance.
0.9030401971054747		SimpleArgument(the poet,List([43, 51)))	Relation(observes,List([52, 60)))	SimpleArgument(the deterioration of ethical importance,List([61, 100)))	In the modern age of scientific progress, the poet observes the deterioration of human value and ethical importance.
0.9318322056713951		SimpleArgument(the poet,List([43, 51)))	Relation(observes the deterioration of human value In,List([0, 2), [52, 87), [88, 93)))	SpatialArgument(the modern age of scientific progress,List([3, 40)))	In the modern age of scientific progress, the poet observes the deterioration of human value and ethical importance.
0.9030401971054747		SimpleArgument(the poet,List([43, 51)))	Relation(observes,List([52, 60)))	SimpleArgument(the deterioration of human value,List([61, 93)))	In the modern age of scientific progress, the poet observes the deterioration of human value and ethical importance.
0.9111779447320654		SimpleArgument(Many inhuman activities,List([0, 23)))	Relation(are found in,List([24, 33), [34, 36)))	SpatialArgument(the social sphere,List([37, 54)))	Many inhuman activities are found in the social sphere.
0.8348583869532935		SimpleArgument(the poet,List([55, 63)))	Relation(has endeavoured much in,List([64, 79), [80, 84), [85, 87)))	SpatialArgument(his lyrical expressions,List([88, 111)))	To eradicate the pollutions from socio-cultural arena, the poet has endeavoured much in his lyrical expressions.
0.7665350501724939		SimpleArgument(the poet,List([55, 63)))	Relation(has endeavoured,List([64, 79)))	SimpleArgument(much,List([80, 84)))	To eradicate the pollutions from socio-cultural arena, the poet has endeavoured much in his lyrical expressions.
0.9084353254608957		SimpleArgument(Poet Rath,List([0, 9)))	Relation(was Retired in,List([10, 21), [48, 50)))	TemporalArgument(Ex-Director of Kalidasa Academy of Ujjain,List([51, 92)))	Poet Rath was Retired Professor and Head of School of Studies in Sanskrit, Vikram University, Ujjain, Madhya Pradesh of India and Ex-Director of Kalidasa Academy of Ujjain.
