0.38089450366724514		SimpleArgument(Brunner,List([50, 57)))	Relation([is] Master [from],List([43, 49)))	SimpleArgument(Germany,List([35, 42)))	After establishing nine schools in Germany Master Brunner opened the first Traditional Tae-Kwon-Do Center in Tampa, Florida in 1997.
0.8704634671945942		SimpleArgument(the Traditional Taekwon-Do Center of Brandon,List([18, 62)))	Relation(have been successfully serving the Greater Brandon Area since,List([70, 100), [101, 125), [126, 131)))	TemporalArgument(then,List([132, 136)))	In 2010 he opened the Traditional Taekwon-Do Center of Brandon, which have been successfully serving the Greater Brandon Area since then.
0.9582240737806711		SimpleArgument(the Traditional Taekwon-Do Center of Brandon,List([18, 62)))	Relation(have been successfully serving,List([70, 100)))	SimpleArgument(the Greater Brandon Area,List([101, 125)))	In 2010 he opened the Traditional Taekwon-Do Center of Brandon, which have been successfully serving the Greater Brandon Area since then.
0.36123317708488234		SimpleArgument(he,List([8, 10)))	Relation(opened the Traditional Taekwon - Do Center of Brandon In,List([0, 2), [11, 54), [55, 62)))	TemporalArgument(2010,List([3, 7)))	In 2010 he opened the Traditional Taekwon-Do Center of Brandon, which have been successfully serving the Greater Brandon Area since then.
0.4978219019954182		SimpleArgument(he,List([8, 10)))	Relation(opened,List([11, 17)))	SimpleArgument(the Traditional Taekwon-Do Center of Brandon,List([18, 62)))	In 2010 he opened the Traditional Taekwon-Do Center of Brandon, which have been successfully serving the Greater Brandon Area since then.
0.9726855614196764		SimpleArgument(Mr. Rafael Coutin,List([0, 17)))	Relation(is,List([18, 20)))	SimpleArgument(a 3rd Dan Black Belt in Traditional Taekwon-Do,List([21, 67)))	Mr. Rafael Coutin is a 3rd Dan Black Belt in Traditional Taekwon-Do.
0.8247751551634085		SimpleArgument(judo among others,List([65, 82)))	Relation(made,List([91, 95)))	SimpleArgument(him a skilled instructor,List([96, 120)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(judo among others,List([65, 82)))	Relation(made,List([91, 95)))	SimpleArgument(him a well rounded instructor,List([96, 125)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(judo among others,List([65, 82)))	Relation(made,List([91, 95)))	SimpleArgument(him a skilled martial artist,List([96, 124)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(judo among others,List([65, 82)))	Relation(made,List([91, 95)))	SimpleArgument(him a well rounded martial artist,List([96, 129)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(boxing among others,List([65, 84)))	Relation(made,List([93, 97)))	SimpleArgument(him a skilled instructor,List([98, 122)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(boxing among others,List([65, 84)))	Relation(made,List([93, 97)))	SimpleArgument(him a well rounded instructor,List([98, 127)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(boxing among others,List([65, 84)))	Relation(made,List([93, 97)))	SimpleArgument(him a skilled martial artist,List([98, 126)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
0.8247751551634085		SimpleArgument(boxing among others,List([65, 84)))	Relation(made,List([93, 97)))	SimpleArgument(him a well rounded martial artist,List([98, 131)))	He has trained for over 25 years few Martial Arts and Fighting Sports; including boxing, judo, karate-do and taekwon-do among others, which made him a well rounded and skilled martial artist and instructor.
