0.9374058759955192		SimpleArgument(an independent professional wrestling promotion,List([18, 65)))	Relation(based out,List([66, 71), [72, 75)))	SimpleArgument(of Charleston,List([76, 89)))	IWA East Coast is an independent professional wrestling promotion based out of Charleston, West Virginia.
0.9726855614196764		SimpleArgument(IWA East Coast,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(an independent professional wrestling promotion based out of Charleston, West Virginia,List([18, 104)))	IWA East Coast is an independent professional wrestling promotion based out of Charleston, West Virginia.
0.9180804252893389		SimpleArgument(This company,List([0, 12)))	Relation(was founded by,List([13, 24), [25, 27)))	SimpleArgument(the 108 Dragons,List([28, 43)))	This company was founded by Mad Man Pondo and the 108 Dragons.
0.9180804252893389		SimpleArgument(This company,List([0, 12)))	Relation(was founded by,List([13, 24), [25, 27)))	SimpleArgument(Mad Man Pondo,List([28, 41)))	This company was founded by Mad Man Pondo and the 108 Dragons.
0.38089450366724514		SimpleArgument(Ambrose,List([71, 78)))	Relation([is] Dean [of],List([66, 70)))	SimpleArgument(WWE,List([59, 62)))	Various wrestlers have worked for IWA East Coast including WWE's Dean Ambrose, Kassius Ohno and Claudio Castagnoli.
0.9180804252893389		SimpleArgument(Various wrestlers,List([0, 17)))	Relation(have worked for,List([18, 29), [30, 33)))	SimpleArgument(IWA East Coast,List([34, 48)))	Various wrestlers have worked for IWA East Coast including WWE's Dean Ambrose, Kassius Ohno and Claudio Castagnoli.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Tommy Dreamer,List([62, 81)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Abdullah,List([62, 76)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Raven,List([62, 73)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Sandman,List([62, 75)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Sonjay Dutt,List([62, 79)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.38089450366724514		SimpleArgument(Togo,List([73, 77)))	Relation([is] Dick [of],List([68, 72)))	SimpleArgument(Kevin,List([62, 67)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
0.9199569125504766		SimpleArgument(Some of the names,List([0, 17)))	Relation(are,List([58, 61)))	SimpleArgument(Kevin Dick Togo,List([62, 77)))	Some of the names that have brought in for one show deals are Kevin Sullivan, Matt Hardy, Reby Sky, Goldust, Rhino, Shane Douglas, Dan Severn, Balls Mahoney, Sabu, Ricky Morton, Ian Rotten, Al Snow, Joey Mercury, Jamie Dundee, The Barbarian, Dick Togo, Sonjay Dutt, Sandman, Raven, Abdullah the Butcher and Tommy Dreamer.
