0.8675936798977921		SimpleArgument(Kindergarten - Schools - Nursery Schools,List([32, 72)))	Relation(Established in,List([73, 84), [85, 87)))	TemporalArgument(2014,List([88, 92)))	Specializing in: - Preschools & Kindergarten - Schools - Nursery Schools Established in 2014.
0.28448469833129175		SimpleArgument(they,List([331, 335)))	Relation(to thrive,List([341, 350)))		After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.302866339980142	Context(Myani Lawson decided,List([161, 181)))	SimpleArgument(they,List([331, 335)))	Relation(need to,List([336, 340), [341, 343)))	SimpleArgument(thrive,List([344, 350)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.9501539587834155		SimpleArgument(a diverse , bilingual , Montessori educational environment,List([237, 295)))	Relation(provided children,List([301, 309), [310, 318)))	SimpleArgument(the freedom,List([319, 330)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.6981802672629641		SimpleArgument(the freedom,List([319, 330)))	Relation(to grow,List([341, 348)))		After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.9118690906339357		SimpleArgument(a diverse , bilingual , Montessori educational environment,List([237, 295)))	Relation(provided children,List([301, 309), [310, 318)))	SimpleArgument(the freedom they need to grow,List([319, 348)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.6981802672629641		SimpleArgument(the independence,List([319, 335)))	Relation(to thrive,List([346, 355)))		After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.3607472239201407		SimpleArgument(they,List([336, 340)))	Relation(need to,List([341, 345), [346, 348)))	SimpleArgument(thrive,List([349, 355)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.9118690906339357		SimpleArgument(a diverse , bilingual , Montessori educational environment,List([237, 295)))	Relation(provided children,List([301, 309), [310, 318)))	SimpleArgument(the independence they need to thrive,List([319, 355)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.8638966457783381	Context(Myani Lawson decided,List([161, 181)))	SimpleArgument(Myani Lawson,List([161, 173)))	Relation(decided setting the structure imperative to,List([174, 181), [362, 369), [370, 394), [395, 397)))	SimpleArgument(be able to develop into civic - minded adults,List([398, 443)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.9111779447320654		SimpleArgument(the structure imperative,List([370, 394)))	Relation(to be,List([395, 400)))	SimpleArgument(able to develop into civic - minded adults,List([401, 443)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.6981802672629641		SimpleArgument(the independence,List([319, 335)))	Relation(to grow,List([346, 353)))		After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
0.8638966457783381	Context(Myani Lawson decided,List([161, 181)))	SimpleArgument(Myani Lawson,List([161, 173)))	Relation(decided setting the structure imperative to,List([174, 181), [362, 369), [370, 394), [395, 397)))	SimpleArgument(be able to develop into responsible adults,List([398, 440)))	After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.
