0.38089450366724514		SimpleArgument(Hospital,List([62, 70)))	Relation([is] County General [of],List([47, 61)))	SimpleArgument(Jackson Madison,List([31, 46)))	Tuesday, November 18, 2014, at Jackson Madison County General Hospital.
0.7323734373534755		SimpleArgument(Funeral services,List([0, 16)))	Relation(will be conducted,List([17, 34)))		Funeral services will be conducted 11:00 a.m.
0.8034186648553394		SimpleArgument(Brother Eddie Mallonee,List([0, 22)))	Relation(will officiate,List([23, 37)))		Brother Jerry Leggett and Brother Eddie Mallonee will officiate.
0.8034186648553394		SimpleArgument(Brother Jerry Leggett,List([0, 21)))	Relation(will officiate,List([22, 36)))		Brother Jerry Leggett and Brother Eddie Mallonee will officiate.
0.9324144673478683		SimpleArgument(Burial,List([0, 6)))	Relation(will follow in,List([7, 18), [19, 21)))	SpatialArgument(East View Cemetery,List([22, 40)))	Burial will follow in East View Cemetery.
0.8466416222141189		SimpleArgument(Visitation,List([0, 10)))	Relation(will be held from,List([11, 23), [57, 61)))	TemporalArgument(5:00 p.m. until 8:00 p.m.,List([62, 87)))	Visitation will be held at Edmaiston Mosley Funeral Home from 5:00 p.m. until 8:00 p.m. Thursday.
0.9105129651916236		SimpleArgument(Visitation,List([0, 10)))	Relation(will be held at,List([11, 23), [24, 26)))	SpatialArgument(Edmaiston Mosley Funeral Home,List([27, 56)))	Visitation will be held at Edmaiston Mosley Funeral Home from 5:00 p.m. until 8:00 p.m. Thursday.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(David Taylor,List([20, 32)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(Bill Sowell,List([20, 31)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(Wayne Fulcher,List([20, 33)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(Robert Baird,List([20, 32)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(Michael Alford,List([20, 34)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9105129651916236		SimpleArgument(Pallbearers,List([0, 11)))	Relation(will be,List([12, 19)))	SimpleArgument(Teddy Willcutt,List([20, 34)))	Pallbearers will be Teddy Willcutt, Michael Alford, Robert Baird, Wayne Fulcher, Bill Sowell and David Taylor.
0.9030401971054747		SimpleArgument(Honorary pallbearers,List([0, 20)))	Relation(will be,List([21, 28)))	SimpleArgument(members of Crewettes,List([29, 49)))	Honorary pallbearers will be members of the Obion County Rescue Squad and Crewettes.
0.9180804252893389		SimpleArgument(Honorary pallbearers,List([0, 20)))	Relation(will be,List([21, 28)))	SimpleArgument(members of the Obion County Rescue Squad,List([29, 69)))	Honorary pallbearers will be members of the Obion County Rescue Squad and Crewettes.
0.38089450366724514		SimpleArgument(Lake County,List([42, 53)))	Relation([is] son of,List([56, 62)))	SimpleArgument(the late Helen Marie ( Prater ) Faulkner,List([63, 103)))	Mr. Faulkner was born April 6, 1942, in Lake County, son of the late L.D. and Helen Marie (Prater) Faulkner.
