0.8509797478276465		SimpleArgument(a nationwide field services company,List([112, 147)))	Relation(owned by,List([149, 154), [155, 157)))	SimpleArgument(its parent company,List([158, 176)))	AIM Your Way, LLC-Providing Superior Property Maintenance Services  Founded in 1986, AIM Your Way, LLC (AIM) is a nationwide field services company, owned by its parent company, America's InfoMart, Inc.
0.873915260813217		SimpleArgument(LLC,List([99, 102)))	Relation(is,List([109, 111)))	SimpleArgument(a nationwide field services company, owned by its parent company, America's InfoMart, Inc,List([112, 201)))	AIM Your Way, LLC-Providing Superior Property Maintenance Services  Founded in 1986, AIM Your Way, LLC (AIM) is a nationwide field services company, owned by its parent company, America's InfoMart, Inc.
0.7878797598675439		SimpleArgument(LLC-Providing Superior Property Maintenance Services,List([14, 66)))	Relation(Founded in,List([68, 75), [76, 78)))	TemporalArgument(1986,List([79, 83)))	AIM Your Way, LLC-Providing Superior Property Maintenance Services  Founded in 1986, AIM Your Way, LLC (AIM) is a nationwide field services company, owned by its parent company, America's InfoMart, Inc.
0.6381012045821894		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(valuations,List([21, 31)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.6796597830231682		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(Code Compliance,List([21, 36)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.6796597830231682		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(VPR,List([21, 24)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.6381012045821894		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(maintenance,List([21, 32)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.6381012045821894		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(property preservation,List([21, 42)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.6381012045821894		SimpleArgument(Our services,List([0, 12)))	Relation(include,List([13, 20)))	SimpleArgument(property,List([21, 29)))	Our services include property inspections, pre-sale/REO property preservation and maintenance, VPR, Code Compliance and valuations.
0.7448345377060199	Context(AIM continues,List([0, 13)))	SimpleArgument(AIM,List([0, 3)))	Relation(continues to employ,List([4, 13), [14, 23)))	SimpleArgument(a high touch customer service model that has yielded long - standing partnerships with its clients,List([24, 122)))	AIM developed and continues to employ a high touch customer service model that has yielded long-standing partnerships with its clients.
0.9017692064117712		SimpleArgument(AIM,List([0, 3)))	Relation(continues to,List([4, 13), [14, 16)))	SimpleArgument(employ a high touch customer service model,List([17, 59)))	AIM developed and continues to employ a high touch customer service model that has yielded long-standing partnerships with its clients.
0.8628231472335713		SimpleArgument(a high touch customer service model,List([24, 59)))	Relation(has yielded,List([65, 76)))	SimpleArgument(long - standing partnerships with its clients,List([77, 122)))	AIM developed and continues to employ a high touch customer service model that has yielded long-standing partnerships with its clients.
0.7711002770011991		SimpleArgument(AIM,List([0, 3)))	Relation(developed,List([4, 13)))		AIM developed and continues to employ a high touch customer service model that has yielded long-standing partnerships with its clients.
0.8689033256844174		SimpleArgument(qualified AIM,List([5, 18)))	Relation(to become a 100 % woman - owned WBENC certified business entity,List([19, 28), [29, 82)))	TemporalArgument(then,List([0, 4)))	Suzanne Ball became CEO in 1999 and then qualified AIM to become a 100% woman-owned WBENC certified business entity.
0.9605824069728295		SimpleArgument(qualified AIM,List([5, 18)))	Relation(to become,List([19, 28)))	SimpleArgument(a 100 % woman - owned WBENC certified business entity,List([29, 82)))	Suzanne Ball became CEO in 1999 and then qualified AIM to become a 100% woman-owned WBENC certified business entity.
0.816575697747956		SimpleArgument(Suzanne Ball,List([0, 12)))	Relation(became CEO in,List([13, 19), [20, 23), [24, 26)))	TemporalArgument(1999,List([27, 31)))	Suzanne Ball became CEO in 1999 and then qualified AIM to become a 100% woman-owned WBENC certified business entity.
0.9382554258342916		SimpleArgument(Suzanne Ball,List([0, 12)))	Relation(became,List([13, 19)))	SimpleArgument(CEO,List([20, 23)))	Suzanne Ball became CEO in 1999 and then qualified AIM to become a 100% woman-owned WBENC certified business entity.
0.7711002770011991		SimpleArgument(AIM,List([0, 3)))	Relation(operated,List([4, 12)))		AIM is privately owned and operated out of Allen, Texas.
0.7711002770011991		SimpleArgument(AIM,List([0, 3)))	Relation(is privately owned,List([4, 22)))		AIM is privately owned and operated out of Allen, Texas.
0.8466210016715943		SimpleArgument(all telephone inquiries , truly customized service for unique portfolio needs,List([86, 163)))	Relation(dedicated,List([166, 175)))		AIM provides extraordinary high touch customer service that includes live response to all telephone inquiries, truly customized service for unique portfolio needs, dedicated 'SPOC' Client Account Managers, extended business hours and a 24-7 after hour hotline for our Clients, Vendors and Brokers.
0.8704033598914332		SimpleArgument(AIM,List([0, 3)))	Relation(provides,List([4, 12)))	SimpleArgument(extraordinary high touch customer service that includes live response to all telephone inquiries , truly customized service for unique portfolio needs ,,List([13, 165)))	AIM provides extraordinary high touch customer service that includes live response to all telephone inquiries, truly customized service for unique portfolio needs, dedicated 'SPOC' Client Account Managers, extended business hours and a 24-7 after hour hotline for our Clients, Vendors and Brokers.
0.913197594301744		SimpleArgument(extraordinary high touch customer service,List([13, 54)))	Relation(includes,List([60, 68)))	SimpleArgument(live response to all telephone inquiries,List([69, 109)))	AIM provides extraordinary high touch customer service that includes live response to all telephone inquiries, truly customized service for unique portfolio needs, dedicated 'SPOC' Client Account Managers, extended business hours and a 24-7 after hour hotline for our Clients, Vendors and Brokers.
0.8898888567513668		SimpleArgument(AIM,List([0, 3)))	Relation(provides,List([4, 12)))	SimpleArgument(extraordinary high touch customer service that includes live response to all telephone inquiries , truly customized service for unique portfolio needs , dedicated ' SPOC ' Client Account Managers ,,List([13, 210)))	AIM provides extraordinary high touch customer service that includes live response to all telephone inquiries, truly customized service for unique portfolio needs, dedicated 'SPOC' Client Account Managers, extended business hours and a 24-7 after hour hotline for our Clients, Vendors and Brokers.
0.9197759696552441		SimpleArgument(AIM,List([0, 3)))	Relation(performs in-house quality control on,List([4, 12), [13, 37), [38, 40)))	SimpleArgument(100% of work orders,List([41, 60)))	AIM performs in-house quality control on 100% of work orders.
0.9197759696552441		SimpleArgument(AIM,List([0, 3)))	Relation(performs,List([4, 12)))	SimpleArgument(in-house quality control,List([13, 37)))	AIM performs in-house quality control on 100% of work orders.
0.3204344439432203	Context(you can focus,List([133, 146)))	SimpleArgument(you,List([33, 36)))	Relation(need,List([37, 41)))	SimpleArgument(a national field service provider that takes care of your properties anywhere in Guam,List([42, 127)))	Whether you are a small high-touch special servicer, asset manager, investor, or large servicer, you need a national field service provider that takes care of your properties anywhere in the U.S., Puerto Rico, Virgin Islands and Guam, so you can focus on your job-and let you do what you do best.
0.3204344439432203	Context(you can focus,List([143, 156)))	SimpleArgument(you,List([33, 36)))	Relation(need,List([37, 41)))	SimpleArgument(a national field service provider that takes care of your properties anywhere in Virgin Islands,List([42, 137)))	Whether you are a small high-touch special servicer, asset manager, investor, or large servicer, you need a national field service provider that takes care of your properties anywhere in the U.S., Puerto Rico, Virgin Islands and Guam, so you can focus on your job-and let you do what you do best.
0.3204344439432203	Context(you can focus,List([140, 153)))	SimpleArgument(you,List([33, 36)))	Relation(need,List([37, 41)))	SimpleArgument(a national field service provider that takes care of your properties anywhere in Puerto Rico,List([42, 134)))	Whether you are a small high-touch special servicer, asset manager, investor, or large servicer, you need a national field service provider that takes care of your properties anywhere in the U.S., Puerto Rico, Virgin Islands and Guam, so you can focus on your job-and let you do what you do best.
