0.8062463350899302		SimpleArgument(Mitzpe Hila,List([0, 11)))	Relation(lit,List([38, 41)))		Mitzpe Hila (Hebrew: מִצְפֵּה הִלָּה, lit.
0.4978219019954182		SimpleArgument(it,List([63, 65)))	Relation(falls under,List([66, 71), [72, 77)))	SimpleArgument(the jurisdiction of Ma'ale Yosef Regional Council,List([78, 127)))	Located in the western Galilee hills near the Lebanese border, it falls under the jurisdiction of Ma'ale Yosef Regional Council.
0.6520000100135803		SimpleArgument(it,List([0, 0)))	Relation(had a population In,List([0, 0)))	SimpleArgument(2006,List(null))	In 2006 it had a population of 572.
0.996999979019165		SimpleArgument(it,List([0, 0)))	Relation(had a population of,List([0, 0)))	SimpleArgument(572,List(null))	In 2006 it had a population of 572.
0.29886655727758943		SimpleArgument(it,List([8, 10)))	Relation(had a population of 572 In,List([0, 2), [11, 30), [31, 34)))	TemporalArgument(2006,List([3, 7)))	In 2006 it had a population of 572.
0.5222094630377523		SimpleArgument(it,List([8, 10)))	Relation(had,List([11, 14)))	SimpleArgument(a population of 572,List([15, 34)))	In 2006 it had a population of 572.
0.9180804252893389		SimpleArgument(prefabricated homes,List([116, 135)))	Relation(imported from,List([136, 144), [145, 149)))	SimpleArgument(South Africa,List([150, 162)))	The village was established in 1980 as part of the Lookouts in the Galilee plan, with residents initially living in prefabricated homes imported from South Africa.
0.8182126187168148		SimpleArgument(residents,List([86, 95)))	Relation(living,List([106, 112)))	TemporalArgument(initially,List([96, 105)))	The village was established in 1980 as part of the Lookouts in the Galilee plan, with residents initially living in prefabricated homes imported from South Africa.
0.8772656277736296		SimpleArgument(residents,List([86, 95)))	Relation(living in,List([106, 112), [113, 115)))	SpatialArgument(prefabricated homes,List([116, 135)))	The village was established in 1980 as part of the Lookouts in the Galilee plan, with residents initially living in prefabricated homes imported from South Africa.
0.8797652531099371		SimpleArgument(The village,List([0, 11)))	Relation(was established as,List([12, 27), [36, 38)))	SimpleArgument(part of the Lookouts in the Galilee plan,List([39, 79)))	The village was established in 1980 as part of the Lookouts in the Galilee plan, with residents initially living in prefabricated homes imported from South Africa.
0.7614217007482424		SimpleArgument(The village,List([0, 11)))	Relation(was established as part of the Lookouts in the Galilee plan in,List([12, 27), [28, 74), [75, 79)))	TemporalArgument(1980,List([31, 35)))	The village was established in 1980 as part of the Lookouts in the Galilee plan, with residents initially living in prefabricated homes imported from South Africa.
0.8841701665203853		SimpleArgument(the mountain,List([50, 62)))	Relation(was built,List([75, 84)))	SimpleArgument(it,List([72, 74)))	It was originally named Mitzpe Ziv after Har Ziv, the mountain on which it was built.
0.22015391053105568		SimpleArgument(It,List([0, 2)))	Relation(was named Mitzpe Ziv,List([3, 6), [18, 23), [24, 34)))	TemporalArgument(originally,List([7, 17)))	It was originally named Mitzpe Ziv after Har Ziv, the mountain on which it was built.
0.3929209860966329		SimpleArgument(It,List([0, 2)))	Relation(was named,List([3, 6), [18, 23)))	SimpleArgument(Mitzpe Ziv,List([24, 34)))	It was originally named Mitzpe Ziv after Har Ziv, the mountain on which it was built.
0.22015391053105568		SimpleArgument(it,List([9, 11)))	Relation(was renamed Mitzpe Hila,List([12, 15), [22, 29), [30, 41)))	TemporalArgument(later,List([16, 21)))	However, it was later renamed Mitzpe Hila.
0.3929209860966329		SimpleArgument(it,List([9, 11)))	Relation(was renamed,List([12, 15), [22, 29)))	SimpleArgument(Mitzpe Hila,List([30, 41)))	However, it was later renamed Mitzpe Hila.
0.961297068831775		SimpleArgument(Grad rockets fired by Hezbollah in the 1990 s,List([0, 45)))	Relation(landed in,List([46, 52), [53, 55)))	SpatialArgument(the village,List([56, 67)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.858772576540734		SimpleArgument(Grad rockets,List([0, 12)))	Relation(fired in,List([13, 18), [32, 34)))	SpatialArgument(the 1990 s,List([35, 45)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.9180804252893389		SimpleArgument(Grad rockets,List([0, 12)))	Relation(fired by,List([13, 18), [19, 21)))	SimpleArgument(Hezbollah,List([22, 31)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.9143456855143793		SimpleArgument(Katyusha rockets,List([0, 16)))	Relation(landed in,List([50, 56), [57, 59)))	SpatialArgument(the village,List([60, 71)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.8918329165024274		SimpleArgument(Katyusha rockets,List([0, 16)))	Relation(fired in,List([17, 22), [36, 38)))	SpatialArgument(the 1990 s,List([39, 49)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.9382554258342916		SimpleArgument(Katyusha rockets,List([0, 16)))	Relation(fired by,List([17, 22), [23, 25)))	SimpleArgument(Hezbollah,List([26, 35)))	Katyusha and Grad rockets fired by Hezbollah in the 1990s landed in the village, as did more rockets during the 2006 Lebanon War against Hezbollah.
0.9197759696552441		SimpleArgument(Israelis,List([34, 42)))	Relation(seeking,List([43, 50)))	SimpleArgument(rental cabins,List([51, 64)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.9197759696552441		SimpleArgument(Israelis,List([34, 42)))	Relation(seeking,List([43, 50)))	SimpleArgument(breakfasts,List([51, 61)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.5508709715731925		SimpleArgument(it,List([6, 8)))	Relation(is a popular retreat for Israelis seeking breakfasts,List([9, 11), [12, 61)))	TemporalArgument(Today,List([0, 5)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.5680679595514976		SimpleArgument(it,List([6, 8)))	Relation(is,List([9, 11)))	SimpleArgument(a popular retreat for Israelis seeking breakfasts,List([12, 61)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.9197759696552441		SimpleArgument(Israelis,List([34, 42)))	Relation(seeking,List([43, 50)))	SimpleArgument(bed,List([51, 54)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.5508709715731925		SimpleArgument(it,List([6, 8)))	Relation(is a popular retreat for Israelis,List([9, 11), [12, 42)))	TemporalArgument(Today,List([0, 5)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
0.5680679595514976		SimpleArgument(it,List([6, 8)))	Relation(is,List([9, 11)))	SimpleArgument(a popular retreat for Israelis,List([12, 42)))	Today it is a popular retreat for Israelis seeking bed and breakfasts or rental cabins.
