0.8182126187168148		SimpleArgument(Contractors,List([50, 61)))	Relation(centrally located,List([66, 83)))	TemporalArgument(now,List([62, 65)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.8958428165666725		SimpleArgument(Contractors,List([50, 61)))	Relation(centrally located at,List([66, 83), [84, 86)))	SpatialArgument(Craigton Industrial Estate,List([87, 113)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.6138676038426771		SimpleArgument(we,List([43, 45)))	Relation(are,List([46, 49)))	SimpleArgument(Contractors now centrally located at Craigton Industrial Estate , Glasgow,List([50, 123)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.8182126187168148		SimpleArgument(Contractors,List([50, 61)))	Relation(based,List([73, 78)))	TemporalArgument(originally,List([62, 72)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.8958428165666725		SimpleArgument(Contractors,List([50, 61)))	Relation(based in,List([73, 78), [79, 81)))	SpatialArgument(Paisley,List([82, 89)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.4978219019954182		SimpleArgument(we,List([43, 45)))	Relation(are,List([46, 49)))	SimpleArgument(Contractors originally based in Paisley,List([50, 89)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.4978219019954182		SimpleArgument(we,List([43, 45)))	Relation(are,List([46, 49)))	SimpleArgument(Security,List([50, 58)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.4978219019954182		SimpleArgument(we,List([43, 45)))	Relation(are,List([46, 49)))	SimpleArgument(Fire,List([50, 54)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.22506131975927415		SimpleArgument(we,List([43, 45)))	Relation(are,List([46, 49)))	SimpleArgument(Electrical,List([50, 60)))	Owner/Director of NES (Scotland) Ltd, we are Electrical, Fire and Security Contractors originally based in Paisley but now centrally located at Craigton Industrial Estate, Glasgow.
0.6138676038426771		SimpleArgument(We,List([0, 2)))	Relation(carry out,List([3, 12)))	SimpleArgument(all types of electrical works in industrial environments including Inspection Fault Finding Security Division specialise in the maintenance of fire alarm systems,List([13, 174)))	We carry out all types of electrical works in domestic, commercial and industrial environments including Inspection & Testing Services, New Installations, Maintenance and Fault Finding Our Fire and Security Division specialise in the installation and maintenance of fire alarm systems, CCTV, Intruder, Access Control and Door Entry.
0.9678801306991207		SimpleArgument(all types of electrical works in industrial environments including Inspection Fault,List([13, 96)))	Relation(Finding Our Fire specialise in,List([97, 104), [105, 124), [125, 127)))	SpatialArgument(the maintenance of fire alarm systems,List([128, 165)))	We carry out all types of electrical works in domestic, commercial and industrial environments including Inspection & Testing Services, New Installations, Maintenance and Fault Finding Our Fire and Security Division specialise in the installation and maintenance of fire alarm systems, CCTV, Intruder, Access Control and Door Entry.
