0.7323734373534755		SimpleArgument(this club,List([76, 85)))	Relation(was formed,List([86, 96)))		By observing the growing demand of big data analytics at the industry level this club was formed.
0.8700732352540425		SimpleArgument(Today the use ... that information to analyse the behaviour of customers ,,List([0, 74)))	Relation(is spreading,List([152, 164)))		Today the demand of analysing the huge amount of data and use ...that information to analyse the behaviour of customers, to cut the cost of operation of the companies, to forecast the future sales is spreading at a very rapid pace.
0.9646299229970722		SimpleArgument(the demand of analysing the huge amount of data,List([6, 53)))	Relation(is spreading,List([54, 66)))	TemporalArgument(Today,List([0, 5)))	Today the demand of analysing the huge amount of data and use ...that information to analyse the behaviour of customers, to cut the cost of operation of the companies, to forecast the future sales is spreading at a very rapid pace.
0.9482355370192128		SimpleArgument(the demand of analysing the huge amount of data,List([6, 53)))	Relation(is spreading at,List([54, 66), [67, 69)))	SpatialArgument(a very rapid pace,List([70, 87)))	Today the demand of analysing the huge amount of data and use ...that information to analyse the behaviour of customers, to cut the cost of operation of the companies, to forecast the future sales is spreading at a very rapid pace.
0.7685182436997187		SimpleArgument(most of the companies,List([19, 40)))	Relation(are coming up,List([41, 54)))		This is the reason most of the companies are coming up with analytics as one of their business unit.
0.4152753929837761		SimpleArgument(This,List([0, 4)))	Relation(is,List([5, 7)))	SimpleArgument(the reason most of the companies are coming up with analytics as one of their business unit,List([8, 99)))	This is the reason most of the companies are coming up with analytics as one of their business unit.
0.5750411108691293		SimpleArgument(they,List([103, 107)))	Relation(well equipped with,List([115, 128), [129, 133)))	SimpleArgument(the industry requirement,List([134, 158)))	The club focuses on providing the students with the extensive knowledge about the field analytics so that they can be well equipped with the industry requirement and become good decision makers.
0.6155020116081594		SimpleArgument(they,List([103, 107)))	Relation(can be,List([108, 114)))	SimpleArgument(well equipped with the industry requirement,List([115, 158)))	The club focuses on providing the students with the extensive knowledge about the field analytics so that they can be well equipped with the industry requirement and become good decision makers.
0.8296098119085875	Context(The club focuses,List([0, 16)))	SimpleArgument(The club,List([0, 8)))	Relation(focuses on providing with,List([9, 16), [17, 29), [43, 47)))	SimpleArgument(the extensive knowledge about the field analytics,List([48, 97)))	The club focuses on providing the students with the extensive knowledge about the field analytics so that they can be well equipped with the industry requirement and become good decision makers.
0.9228356673204889		SimpleArgument(The club,List([0, 8)))	Relation(focuses on,List([9, 16), [17, 19)))	SimpleArgument(providing the students with the extensive knowledge about the field analytics,List([20, 97)))	The club focuses on providing the students with the extensive knowledge about the field analytics so that they can be well equipped with the industry requirement and become good decision makers.
0.5750411108691293		SimpleArgument(they,List([101, 105)))	Relation(become,List([161, 167)))	SimpleArgument(good decision makers,List([168, 188)))	The club focuses on providing the students with the extensive knowledge about the field analytics so that they can be well equipped with the industry requirement and become good decision makers.
0.45170382506656653		SimpleArgument(We,List([0, 2)))	Relation(emphasize on,List([3, 12), [13, 15)))	TemporalArgument(discussion sessions,List([16, 35)))	We emphasize on video sharing sessions as well as discussion sessions so that students can participate in large numbers.
0.8942434158739456		SimpleArgument(students,List([47, 55)))	Relation(can participate in,List([56, 71), [72, 74)))	SimpleArgument(large numbers,List([75, 88)))	We emphasize on video sharing sessions as well as discussion sessions so that students can participate in large numbers.
0.16421217629843415		SimpleArgument(We,List([0, 2)))	Relation(emphasize so,List([3, 12), [39, 41)))	SimpleArgument(that students can participate in large numbers,List([42, 88)))	We emphasize on video sharing sessions as well as discussion sessions so that students can participate in large numbers.
