0.9266232318014763		SimpleArgument(Dr Jay,List([0, 6)))	Relation(are,List([7, 10)))	SimpleArgument(all about family,List([11, 27)))	Dr Christina and Dr Jay are all about family!
0.9266232318014763		SimpleArgument(Dr Christina,List([0, 12)))	Relation(are all about,List([13, 20), [21, 26)))	SimpleArgument(family,List([27, 33)))	Dr Christina and Dr Jay are all about family!
0.4649296389869295		SimpleArgument(they,List([32, 36)))	Relation(were,List([37, 41)))	SimpleArgument(our own,List([42, 49)))	Our first core value is family and we treat everyone we meet as if they were our own.
0.8739004440254604		SimpleArgument(everyone,List([9, 17)))	Relation(meet,List([21, 25)))	SimpleArgument(we,List([18, 20)))	Our first core value is family and we treat everyone we meet as if they were our own.
0.30899953469486874		SimpleArgument(we,List([0, 2)))	Relation(treat,List([3, 8)))	SimpleArgument(everyone we meet,List([9, 25)))	Our first core value is family and we treat everyone we meet as if they were our own.
0.7394444001453513		SimpleArgument(Our first core value,List([0, 20)))	Relation(is,List([21, 23)))	SimpleArgument(family,List([24, 30)))	Our first core value is family and we treat everyone we meet as if they were our own.
0.5222094630377523		SimpleArgument(We,List([0, 2)))	Relation(do,List([3, 5)))	SimpleArgument(so much more than back pain,List([6, 33)))	We do so much more than just headaches, neck pain and back pain and offer adjustment styles to suit all needs.
0.5222094630377523		SimpleArgument(We,List([0, 2)))	Relation(do,List([3, 5)))	SimpleArgument(so much more than neck pain,List([6, 33)))	We do so much more than just headaches, neck pain and back pain and offer adjustment styles to suit all needs.
0.5222094630377523		SimpleArgument(We,List([0, 2)))	Relation(do,List([3, 5)))	SimpleArgument(so much more than just headaches,List([6, 38)))	We do so much more than just headaches, neck pain and back pain and offer adjustment styles to suit all needs.
0.263652756827333	Context(you for allowing,List([6, 22)))	SimpleArgument(us,List([23, 25)))	Relation(to serve,List([26, 34)))	SimpleArgument(you,List([35, 38)))	Thank you for allowing us to serve you on your life journey!
0.4102866932483428		SimpleArgument(you,List([6, 9)))	Relation(for allowing,List([10, 22)))	SimpleArgument(us to serve you on your life journey,List([23, 59)))	Thank you for allowing us to serve you on your life journey!
0.3880890333449538	Context(we decided,List([66, 76)))	SimpleArgument(we,List([66, 68)))	Relation(decided to share our healing gift with,List([69, 76), [77, 85), [86, 102), [103, 107)))	SimpleArgument(the world,List([108, 117)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.2560951955542683	Context(we decided,List([66, 76)))	SimpleArgument(we,List([66, 68)))	Relation(decided to share,List([69, 76), [77, 85)))	SimpleArgument(our healing gift,List([86, 102)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.6423884422309097		SimpleArgument(we,List([66, 68)))	Relation(decided to share our healing gift with the world After,List([0, 5), [69, 111), [112, 117)))	TemporalArgument(spending a year overseas in Africa working with HIV+ people,List([6, 65)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.3880890333449538	Context(we decided,List([62, 72)))	SimpleArgument(we,List([62, 64)))	Relation(decided to share our healing gift with,List([65, 72), [73, 81), [82, 98), [99, 103)))	SimpleArgument(the world,List([104, 113)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.2560951955542683	Context(we decided,List([62, 72)))	SimpleArgument(we,List([62, 64)))	Relation(decided to share,List([65, 72), [73, 81)))	SimpleArgument(our healing gift,List([82, 98)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.5283282283527726		SimpleArgument(we,List([62, 64)))	Relation(decided to share our healing gift with the world After,List([0, 5), [65, 107), [108, 113)))	TemporalArgument(spending a year overseas in Africa,List([6, 40)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.2560951955542683		SimpleArgument(we,List([62, 64)))	Relation(decided to,List([65, 72), [73, 75)))	SimpleArgument(share our healing gift with the world,List([76, 113)))	After spending a year overseas in Africa working with orphans and HIV+ people we decided to share our healing gift with the world.
0.43385307460759115		SimpleArgument(your interest,List([20, 33)))	Relation(to know that,List([34, 41), [42, 46)))	SimpleArgument(I moved from,List([47, 59)))	I am originally from Wisconsin and Dr Christina is from Chicago, so it's not unheard of to think that we should meet, after all there are many guys that move from WI to Chicago for a wonderful lady; but it may already peak your interest to know that Dr Christina and I moved from and met in Africa.
0.6294692549458004		SimpleArgument(your interest,List([20, 33)))	Relation(to know that,List([34, 41), [42, 46)))	SimpleArgument(Dr Christina moved from,List([47, 70)))	I am originally from Wisconsin and Dr Christina is from Chicago, so it's not unheard of to think that we should meet, after all there are many guys that move from WI to Chicago for a wonderful lady; but it may already peak your interest to know that Dr Christina and I moved from and met in Africa.
0.8608249288794803		SimpleArgument(many guys,List([124, 133)))	Relation(move to,List([139, 143), [152, 154)))	SimpleArgument(Chicago,List([155, 162)))	I am originally from Wisconsin and Dr Christina is from Chicago, so it's not unheard of to think that we should meet, after all there are many guys that move from WI to Chicago for a wonderful lady; but it may already peak your interest to know that Dr Christina and I moved from and met in Africa.
0.9020433720870796		SimpleArgument(many guys,List([124, 133)))	Relation(move to Chicago from,List([139, 143), [144, 154), [155, 162)))	SimpleArgument(WI,List([149, 151)))	I am originally from Wisconsin and Dr Christina is from Chicago, so it's not unheard of to think that we should meet, after all there are many guys that move from WI to Chicago for a wonderful lady; but it may already peak your interest to know that Dr Christina and I moved from and met in Africa.
0.5680679595514976		SimpleArgument(I,List({0}))	Relation(am,List([2, 4)))	SimpleArgument(originally from Wisconsin,List([5, 30)))	I am originally from Wisconsin and Dr Christina is from Chicago, so it's not unheard of to think that we should meet, after all there are many guys that move from WI to Chicago for a wonderful lady; but it may already peak your interest to know that Dr Christina and I moved from and met in Africa.
0.9186941924198344		SimpleArgument(a private chiropractic clinic,List([60, 89)))	Relation(educating Ghanaians towards,List([90, 99), [100, 109), [110, 117)))	SimpleArgument(wellness,List([118, 126)))	In Africa, Ghana to be exact, Dr Christina was working in a private chiropractic clinic adjusting and educating Ghanaians towards wellness.
