0.7711002770011991		SimpleArgument(Marketing,List([0, 9)))	Relation(is changing,List([10, 21)))		Marketing is changing with the speed of light.
0.7491741206723264	Context(audiences want,List([37, 57)))	SimpleArgument(audiences,List([37, 46)))	Relation(want to receive,List([53, 57), [58, 68)))	SimpleArgument(their information,List([69, 86)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.8942434158739456		SimpleArgument(tactics,List([0, 7)))	Relation(can not keep up with,List([8, 23), [24, 28)))	SimpleArgument(the way,List([29, 36)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.7491741206723264	Context(audiences want,List([35, 55)))	SimpleArgument(audiences,List([35, 44)))	Relation(want to receive,List([51, 55), [56, 66)))	SimpleArgument(their information,List([67, 84)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.8942434158739456		SimpleArgument(ideas,List([0, 5)))	Relation(can not keep up with,List([6, 21), [22, 26)))	SimpleArgument(the way,List([27, 34)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.7491741206723264	Context(audiences want,List([46, 66)))	SimpleArgument(audiences,List([46, 55)))	Relation(want to receive,List([62, 66), [67, 77)))	SimpleArgument(their information,List([78, 95)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.9076558939946563		SimpleArgument(audiences,List([46, 55)))	Relation(want to receive their information,List([62, 66), [67, 95)))	TemporalArgument(today,List([56, 61)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.7491741206723264		SimpleArgument(audiences,List([46, 55)))	Relation(want to,List([62, 66), [67, 69)))	SimpleArgument(receive their information,List([70, 95)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.9030401971054747		SimpleArgument(Old philosophies,List([0, 16)))	Relation(can not keep up with,List([17, 32), [33, 37)))	SimpleArgument(the way,List([38, 45)))	Old philosophies, ideas, and tactics cannot keep up with the way audiences today want to receive their information.
0.3883228124359247	Context(we can help,List([36, 47)))	SimpleArgument(your organization,List([48, 65)))	Relation(be,List([66, 68)))	SimpleArgument(more successful,List([69, 84)))	We'd love to share more of our insight and see if there is a way we can help your business or organization be more successful.
0.2560951955542683		SimpleArgument(we,List([36, 38)))	Relation(can help,List([39, 47)))	SimpleArgument(your organization be more successful,List([48, 84)))	We'd love to share more of our insight and see if there is a way we can help your business or organization be more successful.
0.2560951955542683	Context(We 'd love,List([0, 10)))	SimpleArgument(We,List([0, 2)))	Relation('d love to see if,List([3, 10), [11, 17), [18, 20)))	SimpleArgument(there is a way,List([21, 35)))	We'd love to share more of our insight and see if there is a way we can help your business or organization be more successful.
0.2560951955542683		SimpleArgument(We,List([0, 2)))	Relation('d love to,List([3, 10), [11, 13)))	SimpleArgument(see if there is a way,List([14, 35)))	We'd love to share more of our insight and see if there is a way we can help your business or organization be more successful.
0.3883228124359247	Context(we can help,List([36, 47)))	SimpleArgument(your business,List([48, 61)))	Relation(be,List([62, 64)))	SimpleArgument(more successful,List([65, 80)))	We'd love to share more of our insight and see if there is a way we can help your business or organization be more successful.
