0.9436221120476838		SimpleArgument(Anderson High School,List([0, 20)))	Relation(operates under,List([21, 29), [30, 35)))	SpatialArgument(the Forest Hills School District,List([36, 68)))	Anderson High School operates under the Forest Hills School District.
0.45170382506656653		SimpleArgument(It,List([0, 2)))	Relation(offers classes from,List([3, 9), [10, 17), [18, 22)))	SimpleArgument(grades,List([23, 29)))	It offers classes from grades nine through 12 with an annual enrolment of more than 1,400 students.
0.45170382506656653		SimpleArgument(It,List([0, 2)))	Relation(offers,List([3, 9)))	SimpleArgument(classes,List([10, 17)))	It offers classes from grades nine through 12 with an annual enrolment of more than 1,400 students.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including special education,List([39, 85)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including gifted education,List([39, 84)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including family education,List([39, 84)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including work,List([39, 72)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including foreign languages,List([39, 85)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9436221120476838		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including English,List([39, 75)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers classes in,List([21, 27), [28, 35), [36, 38)))	SpatialArgument(various subjects , including computer science,List([39, 84)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
0.9329286852051247		SimpleArgument(Anderson High School,List([0, 20)))	Relation(offers,List([21, 27)))	SimpleArgument(classes,List([28, 35)))	Anderson High School offers classes in various subjects, including computer science, English, foreign languages, work and family education, and gifted and special education.
