0.8847641879927497		SimpleArgument(Historic Site,List([19, 32)))	Relation([is] National [of],List([10, 18)))	SimpleArgument(John Muir,List([0, 9)))	John Muir National Historic Site
0.9436740204769645		SimpleArgument(John Muir,List([0, 9)))	Relation(was,List([10, 13)))	SimpleArgument(many things,List([14, 25)))	John Muir was many things.
0.5222094630377523		SimpleArgument(he,List([66, 68)))	Relation(was,List([69, 72)))	SimpleArgument(11 years old,List([73, 85)))	Born in Dunbar, Scotland in 1838, Muir moved to this country when he was 11 years old.
0.8615585111461579		SimpleArgument(Muir,List([34, 38)))	Relation(moved to this country,List([39, 44), [45, 60)))	TemporalArgument(when he was 11 years old,List([61, 85)))	Born in Dunbar, Scotland in 1838, Muir moved to this country when he was 11 years old.
0.9197759696552441		SimpleArgument(Muir,List([34, 38)))	Relation(moved to,List([39, 44), [45, 47)))	SimpleArgument(this country,List([48, 60)))	Born in Dunbar, Scotland in 1838, Muir moved to this country when he was 11 years old.
0.8477538091726738		SimpleArgument(a tragic accident,List([49, 66)))	Relation(temporarilly blinded,List([67, 87)))	SimpleArgument(him,List([88, 91)))	As a young man, John Muir was an inventor, until a tragic accident temporarilly blinded him.
0.8173640661027887		SimpleArgument(John Muir,List([16, 25)))	Relation(was an inventor until,List([26, 29), [30, 41), [43, 48)))	TemporalArgument(a tragic accident temporarilly blinded him,List([49, 91)))	As a young man, John Muir was an inventor, until a tragic accident temporarilly blinded him.
0.9436740204769645		SimpleArgument(John Muir,List([16, 25)))	Relation(was,List([26, 29)))	SimpleArgument(an inventor,List([30, 41)))	As a young man, John Muir was an inventor, until a tragic accident temporarilly blinded him.
0.7323734373534755		SimpleArgument(noted preservationist,List([86, 107)))	Relation(began,List([108, 113)))		His pursuits following the accident were in a more natural vein, and Muir's life as an explorer, writer, botanist and noted preservationist began.
0.7020398081927577		SimpleArgument(His pursuits following the accident,List([0, 35)))	Relation(were in,List([36, 40), [41, 43)))	SimpleArgument(a more natural vein,List([44, 63)))	His pursuits following the accident were in a more natural vein, and Muir's life as an explorer, writer, botanist and noted preservationist began.
0.9382554258342916		SimpleArgument(John Muir,List([0, 9)))	Relation(is known as,List([10, 18), [19, 21)))	SimpleArgument(the 'Father of the National Park Service,List([22, 62)))	John Muir is known as the 'Father of the National Park Service'.
0.4978219019954182		SimpleArgument(him,List([87, 90)))	Relation(to meet with him in,List([91, 98), [99, 107), [108, 110)))	SpatialArgument(Yosemite Valley,List([111, 126)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.30899953469486874		SimpleArgument(him,List([87, 90)))	Relation(to meet with,List([91, 98), [99, 103)))	SimpleArgument(him,List([104, 107)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.3498441627223176		SimpleArgument(him,List([79, 82)))	Relation(ask him to,List([83, 86), [87, 90), [91, 93)))	SimpleArgument(meet with him in Yosemite Valley,List([94, 126)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.3723576963542719		SimpleArgument(him,List([79, 82)))	Relation(ask,List([83, 86)))	SimpleArgument(him,List([87, 90)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.7021195150532736		SimpleArgument(His concern over the fate of Yosemite Valley,List([0, 44)))	Relation(led him,List([75, 78), [79, 82)))	SimpleArgument(ask him to meet with him in Yosemite Valley,List([83, 126)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.4978219019954182		SimpleArgument(him,List([79, 82)))	Relation(to write,List([83, 91)))	SimpleArgument(President Teddy Roosevelt,List([92, 117)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
0.8128175898333606		SimpleArgument(His concern over the fate of Yosemite Valley,List([0, 44)))	Relation(led him to,List([75, 78), [79, 82), [83, 85)))	SimpleArgument(write President Teddy Roosevelt,List([86, 117)))	His concern over the fate of Yosemite Valley (not part of the 1890 park) led him to write President Teddy Roosevelt and ask him to meet with him in Yosemite Valley.
