0.9436740204769645		SimpleArgument(Niret Alva,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(an anchor,List([14, 23)))	Niret Alva is an Indian television producer and anchor.
0.9436740204769645		SimpleArgument(Niret Alva,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(an Indian television producer,List([14, 43)))	Niret Alva is an Indian television producer and anchor.
0.3853208301752743		SimpleArgument(Nikhil Alva,List([90, 101)))	Relation([is] brother [of],List([82, 89)))	SimpleArgument(him,List([78, 81)))	He co-founded Miditech, a Rs 50-crore television software company, along with his brother Nikhil Alva in 1992, which is currently one of Asia's leading independent production companies.
0.15939332484157967		SimpleArgument(He,List([0, 2)))	Relation(co-founded Miditech in,List([3, 13), [14, 22), [102, 104)))	TemporalArgument(1992,List([105, 109)))	He co-founded Miditech, a Rs 50-crore television software company, along with his brother Nikhil Alva in 1992, which is currently one of Asia's leading independent production companies.
0.4978219019954182		SimpleArgument(He,List([0, 2)))	Relation(co-founded,List([3, 13)))	SimpleArgument(Miditech,List([14, 22)))	He co-founded Miditech, a Rs 50-crore television software company, along with his brother Nikhil Alva in 1992, which is currently one of Asia's leading independent production companies.
0.41051436014453063		SimpleArgument(It,List([0, 2)))	Relation(known for,List([11, 16), [17, 20)))	SimpleArgument(producing reality-singing competition,List([21, 58)))	It is most known for producing reality-singing competition, Indian Idol (Season 1 to 4).
0.5222094630377523		SimpleArgument(It,List([0, 2)))	Relation(is,List([3, 5)))	SimpleArgument(most known for producing reality-singing competition,List([6, 58)))	It is most known for producing reality-singing competition, Indian Idol (Season 1 to 4).
0.8542625464411878	Context(Miditech made,List([38, 57)))	SimpleArgument(Miditech,List([38, 46)))	Relation(made a series on the environment Living on,List([53, 57), {58}, [60, 66)))	SpatialArgument(the Edge for Doordarshan,List([98, 122)))	Starting in the documentaries genre, Miditech first made a series on the environment, Living on the Edge for Doordarshan, and went on to make documentaries for the BBC, Discovery and National Geographic, before entering the entertainment genre around 2004, with Indian Idol (2004–2009), Galli Galli Sim Sim (Sesame Street) (2006), Wheels (1998) (BBC World).
0.8245075725281429		SimpleArgument(Miditech,List([38, 46)))	Relation(made a series on the environment,List([53, 57), [58, 85)))	TemporalArgument(first,List([47, 52)))	Starting in the documentaries genre, Miditech first made a series on the environment, Living on the Edge for Doordarshan, and went on to make documentaries for the BBC, Discovery and National Geographic, before entering the entertainment genre around 2004, with Indian Idol (2004–2009), Galli Galli Sim Sim (Sesame Street) (2006), Wheels (1998) (BBC World).
0.9174105132936776		SimpleArgument(Miditech,List([38, 46)))	Relation(made a series on the environment,List([53, 57), [58, 85)))	TemporalArgument(Starting in the documentaries genre,List([0, 35)))	Starting in the documentaries genre, Miditech first made a series on the environment, Living on the Edge for Doordarshan, and went on to make documentaries for the BBC, Discovery and National Geographic, before entering the entertainment genre around 2004, with Indian Idol (2004–2009), Galli Galli Sim Sim (Sesame Street) (2006), Wheels (1998) (BBC World).
0.8818110676393391		SimpleArgument(Miditech,List([38, 46)))	Relation(made,List([53, 57)))	SimpleArgument(a series on the environment,List([58, 85)))	Starting in the documentaries genre, Miditech first made a series on the environment, Living on the Edge for Doordarshan, and went on to make documentaries for the BBC, Discovery and National Geographic, before entering the entertainment genre around 2004, with Indian Idol (2004–2009), Galli Galli Sim Sim (Sesame Street) (2006), Wheels (1998) (BBC World).
0.9270013767423977	Context(He is also a world - class television presenter having environment shows,List([0, 99)))	SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(environment ( Living on Earth Report ),List([55, 93)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.3991576880142734		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having environment ( Living on Earth Report ) shows over the course of his career,List([11, 129)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9134445971725461	Context(He is also a world - class television presenter having environment shows,List([0, 95)))	SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(environment ( Living on the Edge ),List([55, 89)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.8545373571120535	Context(He is also,List([0, 10)))	SimpleArgument(a world - class television presenter having environment,List([11, 66)))	Relation(shows over,List([90, 95), [96, 100)))	TemporalArgument(the course of his career,List([101, 125)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.3557055808979406		SimpleArgument(He,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a world - class television presenter having environment ( Living on the Edge ) shows over the course of his career,List([11, 125)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9270013767423977	Context(He is also a world - class television presenter having automobile ( Wheels ) ( Living on Earth Report ) shows,List([0, 109)))	SimpleArgument(a world - class television presenter,List([11, 47)))	Relation(having,List([48, 54)))	SimpleArgument(automobile ( Wheels,List([55, 74)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
0.9574198700561545	Context(He is also,List([0, 10)))	SimpleArgument(a world - class television presenter having automobile ( Wheels ) ( Living on Earth Report ),List([11, 103)))	Relation(shows over,List([104, 109), [110, 114)))	TemporalArgument(the course of his career,List([115, 139)))	He is also a world-class television presenter having anchored travel( Great Escape), automobile (Wheels) and environment (Living on the Edge and Earth Report) shows over the course of his career.
